N	2gram	Bakhtin_Pr_3	Stilisti
1	и в	53	42
2	не только	4	27
3	как бы	14	27
4	и т.п	31	24
5	прежде всего	15	22
6	и т.д	2	20
7	хотя бы	2	17
8	то же	6	15
9	но и	7	15
10	и не	15	14
11	не может	2	12
12	может быть	12	12
13	мы уже	5	11
14	как и	11	11
15	точки зрения	4	11
16	в этом	8	10
17	как мы	5	10
18	мы должны	4	10
19	мы не	4	9
20	при этом	3	9
21	в то	5	9
22	для того	1	9
23	то что	9	9
24	в ней	7	8
25	в себе	5	8
26	таким образом	6	8
27	тем самым	1	8
28	и это	3	8
29	в зависимости	2	7
30	зависимости от	2	7
31	и на	18	7
32	в которой	2	7
33	было бы	5	7
34	и тем	2	7
35	так как	7	7
36	никогда не	2	7
37	же время	5	7
38	потому что	5	7
39	ничего не	6	7
40	с его	2	7
41	только в	4	7
42	и его	10	7
43	мы можем	5	7
44	а не	11	7
45	и от	3	7
46	во всех	12	6
47	мы будем	1	6
48	в этой	1	6
49	но ведь	1	6
50	на его	3	6
51	в нем	10	6
52	не в	2	6
53	в процессе	1	6
54	в области	3	6
55	так и	6	6
56	в форме	6	6
57	и так	3	6
58	в конце	3	6
59	или иной	1	6
60	речи и	1	6
61	той же	5	5
62	уже в	2	5
63	в той	2	5
64	независимо от	1	5
65	и наконец	2	5
66	и с	6	5
67	мы видели	2	5
68	с точки	2	5
69	и той	2	5
70	в сознании	2	5
71	а в	2	5
72	же самое	1	5
73	в его	8	5
74	и их	2	5
75	с помощью	1	5
76	вместе с	2	5
77	как это	2	5
78	слова и	3	5
79	своей жизни	1	5
80	если б	7	4
81	и то	1	4
82	что именно	2	4
83	и к	5	4
84	но в	5	4
85	в самом	2	4
86	что это	2	4
87	так сказать	5	4
88	уже не	1	4
89	можно было	1	4
90	в каждом	4	4
91	его в	2	4
92	и без	3	4
93	самого начала	4	4
94	на него	1	4
95	всего в	1	4
96	той или	1	4
97	с самого	3	4
98	на другого	1	4
99	о том	2	4
100	влияние на	12	4
101	можно сказать	8	4
102	которой мы	2	4
103	все время	1	4
104	один из	6	4
105	мы видим	2	4
106	в качестве	1	4
107	вопроса о	1	4
108	связаны с	3	4
109	не просто	1	4
110	в слове	1	4
111	то есть	48	4
112	к своему	1	4
113	не что	1	4
114	все это	8	4
115	не существует	1	4
116	вряд ли	1	3
117	словом и	1	3
118	на самом	1	3
119	общества и	1	3
120	еще не	5	3
121	видели что	2	3
122	нет и	1	3
123	перед нами	5	3
124	хотя и	4	3
125	не к	1	3
126	их в	2	3
127	будем говорить	1	3
128	здесь мы	2	3
129	об этом	1	3
130	связанных с	1	3
131	это не	6	3
132	чаще всего	1	3
133	этом мы	1	3
134	том что	5	3
135	что было	1	3
136	и тому	2	3
137	в разных	4	3
138	связи с	1	3
139	и социального	1	3
140	т.п и	1	3
141	да и	2	3
142	но при	1	3
143	в ее	3	3
144	мы в	1	3
145	и здесь	1	3
146	нуждается в	1	3
147	мы ни	1	3
148	жизни и	9	3
149	конечно не	4	3
150	только на	1	3
151	из них	4	3
152	представить себе	1	3
153	в котором	1	3
154	что и	3	3
155	и даже	2	3
156	конце концов	1	3
157	так называемой	1	3
158	и уже	2	3
159	через нее	1	3
160	ни на	1	3
161	в тех	1	3
162	этого слова	1	3
163	как только	1	3
164	в целом	1	3
165	в начале	2	3
166	и слово	1	3
167	тех или	1	3
168	и для	4	3
169	и все	10	3
170	главным образом	3	3
171	но вот	1	3
172	между ними	2	3
173	не знает	4	3
174	сказать что	10	3
175	не учитывая	1	3
176	я и	1	2
177	также и	4	2
178	человека и	7	2
179	нас не	1	2
180	в какой-то	4	2
181	и больше	1	2
182	и конечно	2	2
183	мы имеем	1	2
184	всех его	1	2
185	нам в	1	2
186	встречи и	1	2
187	и он	1	2
188	иное как	1	2
189	все больше	1	2
190	жизнь мою	1	2
191	но не	5	2
192	значение и	2	2
193	отношение к	6	2
194	себе и	1	2
195	форме и	1	2
196	как в	7	2
197	почувствовал что	1	2
198	целый ряд	1	2
199	как уже	1	2
200	между двумя	1	2
201	все эти	9	2
202	тому же	2	2
203	человек не	1	2
204	по своему	6	2
205	одной и	1	2
206	человека в	3	2
207	связанные с	3	2
208	есть не	1	2
209	с этим	2	2
210	в жизни	8	2
211	говорить в	1	2
212	но мы	1	2
213	не всегда	1	2
214	в этих	5	2
215	в своей	3	2
216	мы конечно	1	2
217	слова здесь	1	2
218	мы говорили	1	2
219	место в	2	2
220	других как	1	2
221	но эта	1	2
222	в мире	5	2
223	которые в	1	2
224	своего героя	1	2
225	в основе	5	2
226	что иное	1	2
227	каждый из	1	2
228	этом отношении	1	2
229	или иных	1	2
230	все то	3	2
231	здесь не	4	2
232	такие как	2	2
233	в дальнейшем	7	2
234	как с	1	2
235	с собой	1	2
236	времени и	2	2
237	вошел в	1	2
238	и вообще	3	2
239	с ним	2	2
240	по своей	9	2
241	будем называть	1	2
242	как нет	1	2
243	видим что	1	2
244	в том	14	2
245	тот же	2	2
246	одной из	4	2
247	что он	4	2
248	человека с	1	2
249	для всех	2	2
250	ведь если	2	2
251	или даже	1	2
252	в душе	1	2
253	для них	1	2
254	заметить что	1	2
255	тем что	2	2
256	даже и	2	2
