N	3gram	Medvedev_F_2	Myshleni
1	в том что	2	17
2	вместе с тем	4	10
3	для того чтобы	3	7
4	с помощью которых	1	7
5	в отличие от	2	6
6	в высшей степени	4	6
7	с самого начала	2	6
8	в собственном смысле	1	6
9	в зависимости от	3	5
10	с одной стороны	1	5
11	в связи с	10	5
12	тем не менее	1	5
13	что и в	1	5
14	то и другое	2	4
15	смысле этого слова	1	4
16	во всяком случае	5	4
17	собственном смысле этого	1	4
18	с тем и	2	4
19	что перед нами	1	3
20	сами по себе	2	3
21	в этом отношении	7	3
22	того что они	1	3
23	бы сказать что	1	3
24	с другой стороны	3	3
25	с тем что	5	3
26	как мы видели	4	3
27	теми или иными	1	2
28	в этом смысле	2	2
29	с помощью которого	1	2
30	и в этом	5	2
31	на первый план	2	2
32	только в том	1	2
33	как мы увидим	1	2
34	понятия в целом	1	2
35	не тем что	1	2
36	не может быть	10	2
37	и во всяком	1	2
38	того или иного	4	2
39	вполне совпадает с	1	2
40	так и в	3	2
41	в свою очередь	1	2
42	как и в	1	2
43	задачи стоящей перед	1	1
44	что иное как	1	1
45	в своем развитии	1	1
46	что в основе	1	1
47	развития именно в	1	1
48	как и для	1	1
49	связи с теми	1	1
50	более или менее	1	1
51	область так называемого	1	1
52	в таком виде	1	1
53	так или иначе	1	1
54	не столько с	1	1
55	влечет за собой	1	1
56	в этом случае	1	1
57	с точки зрения	7	1
58	до сих пор	1	1
59	с тем же	1	1
60	сам по себе	3	1
61	с помощью этой	1	1
62	является одним из	1	1
63	бы то ни	1	1
64	во всех этих	1	1
65	по аналогии с	1	1
66	из того что	1	1
67	к тому чтобы	2	1
68	и речи нет	1	1
69	до последнего времени	1	1
70	в этот период	1	1
71	том или ином	1	1
72	он стоит перед	1	1
73	и связанные с	1	1
74	этого слова мы	1	1
75	же что и	1	1
76	в применении к	2	1
77	не что иное	1	1
78	в этой области	1	1
79	в данном случае	1	1
80	в том чтобы	1	1
81	и в его	1	1
82	все же не	1	1
83	содержание и форму	1	1
84	значительной степени и	1	1
85	всяком случае в	1	1
86	в значительной степени	3	1
87	во всей ее	1	1
88	так как они	2	1
89	и не могли	1	1
90	не могут быть	4	1
91	все более и	1	1
92	постановка задачи и	1	1
93	что в самом	1	1
94	с его помощью	2	1
95	есть не что	1	1
96	не в плане	1	1
97	себе а лишь	1	1
98	по себе а	2	1
99	раз и навсегда	1	1
100	но тем не	1	1
101	мы не можем	1	1
102	тем же признаком	1	1
103	связи с этим	3	1
104	и речи но	1	1
105	ничего общего с	1	1
106	с другими элементами	1	1
107	более и более	1	1
108	таким образом каждый	1	1
109	в известной степени	1	1
110	таким образом не	2	1
111	но все эти	1	1
112	по этому поводу	1	1
113	так называемого практического	1	1
114	к тому что	2	1
115	сама по себе	1	1
116	к вопросу о	1	1
117	то что они	1	1
118	в последнем счете	1	1
119	в конце концов	2	1
120	что оно является	1	1
