N	3gram	Trubetskoy_1	Narrotol
1	в данном случае	3	8
2	в том что	7	5
3	к тому же	1	5
4	то же время	10	4
5	и тем самым	2	4
6	той или иной	3	4
7	в то же	10	4
8	не может быть	4	4
9	этом и состоит	1	3
10	по отношению к	1	3
11	в этом отношении	1	3
12	для того чтобы	6	3
13	в этом и	1	3
14	тем не менее	1	3
15	речь идет о	1	3
16	о том что	2	2
17	состоит в том	1	2
18	в самом деле	1	2
19	то же самое	1	2
20	до сих пор	5	2
21	заключает в себе	1	2
22	перед нами не	1	2
23	в связи с	1	2
24	не только от	1	2
25	дело в том	1	2
26	и все же	1	2
27	во всяком случае	6	2
28	в свою очередь	1	2
29	но и от	1	2
30	на то что	4	2
31	и того же	1	1
32	что вся эта	1	1
33	никогда не было	1	1
34	и в жизни	1	1
35	более или менее	4	1
36	в том числе	1	1
37	подлежит сомнению и	1	1
38	точки зрения в	1	1
39	он не может	1	1
40	с точки зрения	9	1
41	и не только	1	1
42	и не может	3	1
43	том случае если	3	1
44	до известной степени	1	1
45	бы то ни	4	1
46	только то что	1	1
47	что не только	1	1
48	и то что	3	1
49	точно так же	2	1
50	по крайней мере	1	1
51	в том случае	4	1
52	жизни но и	1	1
53	в последние дни	5	1
54	все что может	2	1
55	то ни было	1	1
56	мы не знаем	1	1
57	но при этом	1	1
58	так как это	1	1
59	в значительной степени	1	1
60	то хотя бы	1	1
61	друг с другом	14	1
62	ему что он	1	1
63	и как бы	1	1
64	к одному из	1	1
65	лишь в том	2	1
66	об этом и	1	1
67	его жизни и	1	1
68	ни одна из	2	1
69	том числе и	1	1
70	но все же	1	1
71	одного и того	1	1
72	друг от друга	2	1
73	к тому что	2	1
74	в его жизни	1	1
75	не подлежит сомнению	1	1
76	на самом деле	6	1
77	мы уже знаем	1	1
