N	2gram	Medvedev_F_3	Istorich
1	и в	27	22
2	мы имеем	1	19
3	в этом	18	17
4	и т	11	16
5	т е	32	16
6	т д	6	15
7	что в	8	15
8	не только	9	14
9	мы видели	4	13
10	в доме	1	12
11	но и	10	12
12	и не	30	12
13	в этих	3	11
14	может быть	25	11
15	и пр	15	11
16	но в	6	10
17	таким образом	18	10
18	еще не	6	10
19	в нем	15	9
20	что и	2	9
21	в том	7	9
22	что он	6	9
23	вместе с	6	9
24	как мы	8	8
25	мы видим	1	8
26	в большом	1	8
27	что они	5	8
28	с этим	1	8
29	том что	4	8
30	но не	5	7
31	то что	8	7
32	и здесь	1	7
33	мы должны	2	7
34	уже не	3	7
35	из них	2	7
36	так как	9	7
37	с другой	6	7
38	другой стороны	5	7
39	там где	7	7
40	этих случаях	1	7
41	к этому	2	7
42	то же	15	6
43	мы уже	3	6
44	это не	3	6
45	в ином	1	6
46	ничего не	2	6
47	связи с	5	6
48	так в	2	6
49	если бы	12	6
50	в них	3	6
51	то и	1	6
52	друг друга	5	6
53	мы можем	4	6
54	а не	17	6
55	в течение	1	6
56	а в	1	6
57	все же	6	5
58	он не	1	5
59	что она	2	5
60	в этой	2	5
61	тем не	2	5
62	не менее	7	5
63	могут быть	4	5
64	того что	3	5
65	один из	1	5
66	так что	1	5
67	не противоречит	1	5
68	до сих	1	5
69	на ней	1	5
70	в частности	1	5
71	этом случае	1	5
72	сих пор	1	5
73	одним из	3	4
74	и на	3	4
75	все эти	6	4
76	видели что	2	4
77	не в	12	4
78	имеем в	1	4
79	на этом	2	4
80	и с	3	4
81	у нас	3	4
82	как это	4	4
83	но он	1	4
84	и его	19	4
85	тем что	5	4
86	она не	4	4
87	в пределах	8	4
88	в дальнейшем	5	4
89	только в	8	4
90	случаи когда	1	4
91	его и	3	4
92	в других	1	4
93	связано с	2	4
94	они не	4	4
95	в данном	6	4
96	для нас	3	4
97	не может	24	4
98	и ее	6	3
99	и говорят	1	3
100	со стороны	4	3
101	в одной	5	3
102	и как	4	3
103	следующим образом	1	3
104	в целом	4	3
105	из этих	2	3
106	их в	3	3
107	его в	7	3
108	было бы	6	3
109	должен был	1	3
110	приходит в	1	3
111	для них	7	3
112	как и	14	3
113	должны были	1	3
114	и эти	1	3
115	никогда не	5	3
116	потому что	7	3
117	однако это	1	3
118	он и	3	3
119	к тому	4	3
120	они и	3	3
121	о том	4	3
122	но по	1	3
123	здесь не	2	3
124	данном случае	4	3
125	как герой	1	3
126	можно только	2	3
127	от них	1	3
128	в его	7	3
129	важно установить	1	3
130	и у	1	3
131	за ним	1	3
132	прежде всего	4	3
133	связи в	1	3
134	мы еще	2	3
135	превращается в	2	3
136	в связи	4	3
137	если это	1	3
138	так же	9	3
139	мы увидим	2	3
140	стороны и	2	3
141	быть и	1	3
142	но это	2	3
143	и от	11	3
144	его не	1	3
145	и все	8	3
146	сказать что	3	3
147	равно как	3	3
148	ее в	3	3
149	ту же	2	2
150	и то	1	2
151	на самом	14	2
152	здесь и	6	2
153	в котором	2	2
154	не имеют	1	2
155	той же	3	2
156	или наоборот	1	2
157	же как	3	2
158	из того	1	2
159	то это	1	2
160	в ней	5	2
161	знаем что	2	2
162	то мы	3	2
163	но конечно	1	2
164	в сторону	2	2
165	по отношению	3	2
166	в качестве	1	2
167	себе и	1	2
168	независимо от	5	2
169	его на	1	2
170	как в	4	2
171	в своем	2	2
172	хотя и	1	2
173	связанную с	1	2
174	если он	1	2
175	не могла	1	2
176	при этом	8	2
177	всех этих	2	2
178	в нее	1	2
179	так и	21	2
180	но все	1	2
181	в работе	1	2
182	же не	1	2
183	на все	2	2
184	большинстве случаев	5	2
185	уже знаем	2	2
186	известно что	1	2
187	ни в	8	2
188	вовсе не	28	2
189	с тем	7	2
190	и для	6	2
191	выйти за	1	2
192	такой же	2	2
193	как таковой	3	2
194	та что	1	2
195	точки зрения	16	2
196	в которых	3	2
197	друг другу	2	2
198	и более	3	2
199	даже в	2	2
200	случае в	3	2
201	в то	7	2
202	который был	2	2
203	одна из	2	2
204	как следует	2	2
205	связь и	1	2
206	нам важно	2	2
207	во все	1	2
208	утверждать что	1	2
209	и это	2	2
210	и о	1	2
211	роль в	4	2
212	не с	1	2
213	одного из	1	2
214	говорят что	1	2
215	и что	3	2
216	там же	1	2
217	между тем	7	2
218	все время	6	2
219	в него	3	2
220	же в	1	2
221	дело с	3	2
222	и действительно	2	2
223	и так	1	2
224	с одной	1	2
225	в жизни	11	2
226	еще одну	1	2
227	за счет	2	2
228	а то	1	2
229	мы знаем	4	2
230	себе в	1	2
231	всяком случае	6	2
232	в одном	1	2
233	только на	4	2
234	и даже	2	2
235	даже не	1	2
236	сюда же	1	2
237	и др	2	2
238	к более	2	2
239	не было	1	2
240	одной стороны	1	2
241	именно так	5	2
242	нет никаких	2	2
243	можно утверждать	1	2
244	и потому	5	2
245	но этот	1	2
246	с миром	1	2
247	да и	4	2
248	можно сказать	3	2
249	мы найдем	1	2
250	что там	1	2
251	происходит в	1	2
252	такое предположение	2	2
253	от него	2	2
254	еще более	1	2
255	или не	1	2
256	нет ничего	1	2
257	совершенно не	7	2
258	отношению к	3	2
259	жизни и	4	2
260	только не	2	2
261	во всяком	6	2
262	также что	1	1
263	они думают	1	1
264	таком случае	1	1
265	и через	1	1
266	утратило свою	2	1
267	а из	1	1
268	самом деле	16	1
269	ясно что	3	1
270	и до	1	1
271	действительности и	6	1
272	со своей	1	1
273	от таких	1	1
274	и этот	1	1
275	есть не	1	1
276	мы не	4	1
277	связаны между	1	1
278	и иной	2	1
279	этого нет	1	1
280	нас важно	1	1
281	на место	1	1
282	определенное время	1	1
283	человека и	2	1
284	происходило в	1	1
285	ради него	1	1
286	между собой	4	1
287	и согласие	1	1
288	столь же	3	1
289	что его	1	1
290	и связь	1	1
291	где же	1	1
292	однако совершенно	1	1
293	из сторон	1	1
294	в быту	1	1
295	иногда и	1	1
296	изменения и	1	1
297	не просто	1	1
298	друга и	1	1
299	нет и	3	1
300	материал который	2	1
301	к сожалению	1	1
302	отнюдь не	8	1
303	чем же	2	1
304	что как	1	1
305	далее мы	1	1
306	к новому	1	1
307	кроме того	1	1
308	иначе обстоит	3	1
309	приема в	2	1
310	с душой	2	1
311	говорят о	2	1
312	вопрос почему	1	1
313	что это	3	1
314	жизни так	1	1
315	бы не	2	1
316	в другие	1	1
317	что так	1	1
318	ни одна	1	1
319	остановиться на	1	1
320	е с	2	1
321	и те	4	1
322	на то	1	1
323	этот процесс	3	1
324	вообще не	2	1
325	не следует	3	1
326	в определенном	1	1
327	главным образом	2	1
328	должна быть	3	1
329	перестает быть	2	1
330	явление но	1	1
331	видеть в	1	1
332	в первую	1	1
333	весь и	1	1
334	моменты которые	1	1
335	не как	2	1
336	в корне	4	1
337	его от	2	1
338	подобно тому	4	1
339	и по	1	1
340	так например	1	1
341	человека в	2	1
342	положения что	1	1
343	этих случаев	1	1
344	не будет	1	1
345	в мире	1	1
346	об этом	1	1
347	она находит	1	1
348	бы быть	2	1
349	входит в	8	1
350	с другими	1	1
351	предмета а	1	1
352	со всех	1	1
353	подчеркивают что	1	1
354	но самый	1	1
355	с начала	1	1
356	и тем	3	1
357	одной из	2	1
358	от отца	1	1
359	но уже	2	1
360	меняются и	1	1
361	и вне	2	1
362	для чего	2	1
363	становится и	1	1
364	чем в	1	1
365	что собственно	2	1
366	этот материал	1	1
