N	2gram	Bakhtin_Pr_5	VelikijI
1	великого инквизитора	1	36
2	и не	27	20
3	и в	35	16
4	так как	4	9
5	то что	10	9
6	еще не	7	8
7	к богу	1	8
8	что они	6	7
9	а не	4	7
10	и потому	1	7
11	но и	14	5
12	того что	3	5
13	хотя и	2	5
14	в мире	4	5
15	все это	14	5
16	как бы	31	5
17	ты не	1	5
18	говорить о	3	4
19	в его	21	4
20	нет у	1	4
21	в этом	14	4
22	что он	24	4
23	потому что	8	4
24	в нем	16	4
25	так и	8	4
26	что все	2	4
27	что не	4	4
28	как и	18	4
29	в котором	3	4
30	в ней	2	4
31	в силах	2	4
32	и все	15	4
33	это еще	1	4
34	и что	6	3
35	людей он	1	3
36	за то	1	3
37	же ты	2	3
38	хотя бы	2	3
39	то это	1	3
40	как не	1	3
41	лишь в	7	3
42	в чем	4	3
43	с его	7	3
44	во всех	3	3
45	что и	3	3
46	в том	5	3
47	тот же	4	3
48	с тобою	1	3
49	но в	19	3
50	бы и	2	3
51	все эти	3	3
52	за ним	2	3
53	в конце	5	3
54	их в	2	3
55	тех которые	1	3
56	в своей	4	3
57	и мы	1	3
58	в жизни	2	3
59	ни в	2	3
60	в них	4	3
61	должно быть	3	3
62	если не	1	3
63	в этих	2	3
64	нет ничего	1	3
65	всех людей	1	3
66	что я	13	3
67	не в	10	3
68	к чему	1	3
69	любовь к	1	3
70	тому что	2	3
71	этих трех	1	3
72	но это	6	3
73	не верят	1	3
74	никогда не	4	3
75	превращается в	1	3
76	и для	8	3
77	что ты	4	3
78	к тому	6	3
79	что в	6	3
80	оно не	1	3
81	а между	3	2
82	и это	5	2
83	нем нет	1	2
84	того чтобы	1	2
85	и то	5	2
86	не имел	1	2
87	но мы	1	2
88	верит в	1	2
89	и сам	7	2
90	можно было	2	2
91	мы не	1	2
92	в последнем	2	2
93	с ним	7	2
94	мы это	1	2
95	и во	3	2
96	между тем	4	2
97	ивана карамазова	4	2
98	нет и	4	2
99	человека как	2	2
100	материалом для	2	2
101	его к	3	2
102	только в	6	2
103	те которые	1	2
104	в себя	1	2
105	конечно не	2	2
106	уже не	3	2
107	не только	10	2
108	его и	3	2
109	превращаются в	1	2
110	для него	14	2
111	тем что	4	2
112	это не	3	2
113	а с	3	2
114	прежде всего	12	2
115	все равно	2	2
116	с тем	3	2
117	один из	1	2
118	когда я	5	2
119	зачем же	1	2
120	не могут	1	2
121	является в	1	2
122	ли ты	1	2
123	самого себя	1	2
124	да и	5	2
125	с тобой	2	2
126	ведет по	1	2
127	одна из	1	2
128	что их	1	2
129	том что	3	2
130	от него	6	2
131	в форме	3	2
132	они и	1	2
133	есть уже	1	2
134	давно уже	1	2
135	что теперь	1	2
136	это все	1	2
137	а в	7	2
138	но не	6	2
139	чтобы сделать	1	2
140	всего в	1	2
141	во всяком	4	2
142	в вечность	1	1
143	чудо и	1	1
144	от этой	1	1
145	если б	3	1
146	кто бы	1	1
147	как мы	8	1
148	в виду	3	1
149	в сердце	1	1
150	для себя	7	1
151	в ее	3	1
152	ты и	1	1
153	которой так	1	1
154	и говорит	3	1
155	и до	1	1
156	роль в	1	1
157	нем но	1	1
158	в нашу	1	1
159	и самое	2	1
160	значение в	1	1
161	то же	15	1
162	это он	4	1
163	до времени	1	1
164	б и	1	1
165	с внутренним	3	1
166	в результате	1	1
167	и тут	2	1
168	по сравнению	1	1
169	всего только	1	1
170	что уже	1	1
171	вопрос о	2	1
172	и вообще	2	1
173	самого ивана	1	1
174	находится в	1	1
175	говорят что	1	1
176	никогда и	1	1
177	я не	8	1
178	реакция на	1	1
179	и ее	1	1
180	свой предмет	2	1
181	зависимости от	1	1
182	кто же	2	1
183	меня в	2	1
184	им под	1	1
185	в их	1	1
186	и на	6	1
187	он был	1	1
188	после того	1	1
189	со словами	2	1
190	бы то	3	1
191	отказ от	1	1
192	любви к	1	1
193	других людей	1	1
194	путь путь	1	1
195	все в	1	1
196	что оно	2	1
197	к нему	13	1
198	ее к	1	1
199	но как	4	1
200	от них	1	1
201	всем в	2	1
202	имею я	1	1
203	с которыми	2	1
204	менее всего	1	1
205	что человек	1	1
206	себе и	7	1
207	бы в	4	1
208	себя но	2	1
209	не просто	2	1
210	крайней мере	1	1
211	мире и	2	1
212	я тогда	2	1
213	в утверждении	1	1
214	своим словом	1	1
215	ты с	1	1
216	как в	5	1
217	и мир	2	1
218	и пусть	2	1
219	в своем	2	1
220	все же	8	1
221	но с	1	1
222	в двух	1	1
223	могли бы	1	1
224	победы над	1	1
225	с ними	5	1
226	мы увидим	2	1
227	и так	4	1
228	это очень	1	1
229	в самом	6	1
230	это ты	1	1
231	в которой	2	1
232	образа в	1	1
233	что это	4	1
234	бы ни	1	1
235	в целом	3	1
236	теперь в	4	1
237	тоже не	1	1
238	в этой	1	1
239	же и	4	1
240	им в	2	1
241	вот в	1	1
242	я в	4	1
243	уже в	3	1
244	жизнь как	1	1
245	то и	1	1
246	и утверждения	4	1
247	слово это	1	1
248	сказал тебе	1	1
249	в виде	7	1
250	и если	1	1
251	только слово	2	1
252	слова не	2	1
253	или даже	1	1
254	только себя	1	1
255	и путем	1	1
256	чего бы	2	1
257	говорит что	1	1
258	теперь это	1	1
259	ты ты	1	1
260	чем у	1	1
261	и навсегда	1	1
262	но путь	1	1
263	ты бы	2	1
264	слова которое	3	1
265	и вот	4	1
266	вовсе не	7	1
267	не для	1	1
268	отношение к	6	1
269	но что	2	1
270	у него	4	1
271	не случайно	2	1
272	наконец от	1	1
273	перед кем	1	1
274	и по	2	1
275	на этом	2	1
276	он так	2	1
277	и вместе	1	1
278	ее на	1	1
279	человека в	1	1
280	на нее	2	1
281	для того	1	1
282	то ни	3	1
