N	2gram	Voloshinov_2	NovoeSre
1	а не	9	17
2	и в	19	16
3	не может	18	16
4	совсем не	1	12
5	и не	19	11
6	что в	2	9
7	в том	7	8
8	жизни и	2	8
9	он не	3	8
10	в этом	15	7
11	может быть	28	7
12	не будет	3	7
13	как и	9	7
14	высшей степени	3	6
15	с его	8	6
16	не в	10	6
17	ни в	6	6
18	в высшей	3	6
19	общественной жизни	1	6
20	никогда не	7	6
21	лишь в	14	6
22	но это	1	6
23	не знает	2	6
24	должен быть	2	5
25	мы живем	1	5
26	в ней	3	5
27	не только	13	5
28	в жизни	2	5
29	xix века	2	5
30	все это	1	5
31	в нем	11	5
32	о том	3	4
33	перестает быть	1	4
34	в них	1	4
35	то что	4	4
36	это не	4	4
37	прежде всего	7	4
38	не было	3	4
39	должно быть	3	4
40	и потому	2	4
41	не менее	1	4
42	и для	7	4
43	не имеет	3	4
44	и все	6	4
45	потому что	1	4
46	с другой	3	3
47	смысле слова	5	3
48	в ее	3	3
49	должна быть	4	3
50	вопрос о	2	3
51	человека и	1	3
52	еще не	3	3
53	во всех	6	3
54	и быстро	1	3
55	за пределы	3	3
56	лицом к	1	3
57	в истории	3	3
58	как в	1	3
59	конечно не	4	3
60	не значит	1	3
61	к ним	1	3
62	но и	10	3
63	это было	2	3
64	не есть	3	3
65	и пр	25	3
66	стремится к	2	3
67	с тем	1	3
68	к лицу	1	3
69	в своей	3	3
70	к жизни	1	3
71	эти формы	1	3
72	что такое	1	3
73	не существует	3	3
74	в основе	9	3
75	к ее	1	3
76	жизни в	1	3
77	в духе	1	3
78	к тому	6	3
79	сказать что	4	3
80	и это	3	2
81	нем нет	2	2
82	связана с	2	2
83	это и	1	2
84	роль в	1	2
85	не имеют	3	2
86	к созданию	1	2
87	так и	10	2
88	мы не	2	2
89	и с	2	2
90	но она	1	2
91	и что	1	2
92	и на	5	2
93	истории а	1	2
94	должно было	1	2
95	на протяжении	2	2
96	но не	2	2
97	сильнее и	1	2
98	все время	2	2
99	в центре	1	2
100	с этим	3	2
101	xix век	1	2
102	ни к	1	2
103	хотя и	1	2
104	каждого человека	2	2
105	но в	7	2
106	в обществе	1	2
107	все эти	3	2
108	с одной	3	2
109	себя в	2	2
110	с их	1	2
111	есть в	1	2
112	в себе	4	2
113	уже не	1	2
114	не могла	1	2
115	стремиться к	1	2
116	не к	3	2
117	у него	2	2
118	что она	1	2
119	что все	1	2
120	и даже	2	2
121	и т.п	10	2
122	связаны с	1	2
123	бытия в	2	2
124	к более	1	2
125	и было	1	2
126	том что	10	2
127	вместе с	2	2
128	так же	5	2
129	мы говорим	1	2
130	место в	2	2
