N	2gram	Trubetskoy_1	Myshleni
1	в том	17	33
2	том что	9	27
3	точки зрения	11	26
4	то что	13	20
5	в этом	17	19
6	с точки	9	18
7	того что	3	17
8	не только	9	15
9	и в	14	15
10	таким образом	11	14
11	что в	4	14
12	того чтобы	8	12
13	и т.д	4	12
14	что он	6	12
15	в самом	3	11
16	мы не	1	10
17	было бы	5	10
18	для того	6	10
19	но и	10	10
20	мы можем	2	10
21	в сущности	1	9
22	в своем	6	9
23	о том	7	9
24	связи с	3	9
25	может быть	9	9
26	не может	22	9
27	не является	1	9
28	заключается в	1	8
29	не в	4	8
30	никогда не	5	8
31	казалось бы	1	8
32	так и	1	8
33	если бы	6	8
34	и что	2	8
35	он не	5	7
36	по себе	2	7
37	к тому	7	7
38	потому что	5	7
39	мы знаем	1	7
40	как бы	4	7
41	и не	19	7
42	во всяком	9	7
43	самом деле	7	6
44	с таким	1	6
45	в зависимости	1	6
46	мы уже	2	6
47	по отношению	2	6
48	в этой	4	6
49	в истории	1	6
50	мы должны	7	6
51	и к	6	6
52	что это	3	6
53	на то	5	6
54	как и	4	6
55	всяком случае	6	6
56	точку зрения	4	6
57	что эта	1	6
58	как мы	1	6
59	но в	2	6
60	по своей	1	6
61	по этому	2	6
62	если мы	1	6
63	вовсе не	1	6
64	с другой	1	6
65	к которому	1	6
66	на этот	1	6
67	в частности	2	6
68	вместе с	4	6
69	как это	1	6
70	в связи	1	6
71	на деле	1	5
72	показать что	1	5
73	то же	11	5
74	вопрос о	5	5
75	последнее время	2	5
76	приводит к	4	5
77	это не	1	5
78	что с	2	5
79	тогда когда	4	5
80	можно было	4	5
81	и даже	2	5
82	этот вопрос	2	5
83	и их	1	5
84	друг друга	3	5
85	представление о	1	5
86	по существу	5	5
87	отношению к	1	5
88	все что	4	5
89	по сравнению	1	5
90	хотя бы	5	4
91	что его	1	4
92	из этих	3	4
93	все же	4	4
94	в которой	1	4
95	том чтобы	3	4
96	что все	3	4
97	несмотря на	3	4
98	в своей	5	4
99	является для	1	4
100	признать что	6	4
101	к этому	1	4
102	их в	2	4
103	даже в	1	4
104	что оно	3	4
105	в совершенно	4	4
106	и с	7	4
107	так как	4	4
108	только в	5	4
109	в качестве	3	4
110	для всех	6	4
111	в начале	2	4
112	а с	2	4
113	прежде всего	8	4
114	так же	2	4
115	все это	6	4
116	поэтому что	1	4
117	для нас	2	4
118	а в	5	4
119	на самом	6	3
120	идет о	1	3
121	выводом из	1	3
122	он сам	3	3
123	точка зрения	1	3
124	в общем	1	3
125	должны были	1	3
126	очевидно что	1	3
127	что они	3	3
128	языка и	1	3
129	с этим	2	3
130	смысле этого	1	3
131	когда он	1	3
132	все эти	2	3
133	но на	1	3
134	при этом	5	3
135	что у	1	3
136	состоит в	2	3
137	и по	3	3
138	об этом	1	3
139	те же	1	3
140	лишь в	3	3
141	с другими	1	3
142	о которых	3	3
143	во время	2	3
144	таким же	3	3
145	бы к	1	3
146	в которых	1	3
147	для этого	3	3
148	из которых	5	3
149	в самой	1	3
150	этом отношении	1	3
151	в основе	1	3
152	числе и	1	3
153	что при	1	3
154	для себя	2	3
155	и это	1	3
156	данном случае	3	3
157	в собственном	1	3
158	из двух	1	3
159	с ним	2	3
160	но мы	3	3
161	и только	5	3
162	тем более	1	3
163	мышление и	1	3
164	одной из	3	3
165	но не	4	3
166	это же	1	3
167	из них	3	3
168	для него	6	3
169	со стороны	4	3
170	что для	3	3
171	ничем не	1	3
172	а не	2	3
173	в данном	7	3
174	этого слова	1	3
175	только для	2	3
176	которых он	1	3
177	он на	1	3
178	или в	3	3
179	в результате	2	3
180	и все	1	3
181	из тех	1	3
182	того же	1	3
183	к этой	4	3
184	не можем	2	3
185	тем самым	2	3
186	том числе	1	3
187	они не	1	3
188	ту же	1	2
189	речь идет	2	2
190	также и	1	2
191	же как	1	2
192	и есть	2	2
193	к удовлетворению	1	2
194	в котором	2	2
195	из всех	2	2
196	действительность или	1	2
197	на место	1	2
198	имеет свою	1	2
199	он как	1	2
200	говорить о	3	2
201	в их	4	2
202	столь же	1	2
203	во всех	5	2
