N	2gram	Ircho_Kome_3	Literetu
1	а не	4	20
2	и в	22	19
3	может быть	6	17
4	то же	7	12
5	и не	21	11
6	как и	3	10
7	в том	12	10
8	но и	4	10
9	в этом	8	9
10	состоит в	2	9
11	в то	6	9
12	в мире	2	9
13	же время	5	9
14	не может	3	9
15	такого рода	1	9
16	не только	5	8
17	и даже	3	8
18	с другой	4	8
19	том что	13	7
20	так и	4	7
21	с одной	3	7
22	то что	4	7
23	и на	2	6
24	в себе	4	6
25	при этом	7	6
26	однако в	4	6
27	не менее	5	6
28	одной стороны	3	6
29	я не	1	5
30	столь же	3	5
31	но не	1	5
32	конечном счете	2	5
33	он не	5	5
34	в конечном	2	5
35	в качестве	2	5
36	на фоне	1	5
37	с тобой	1	5
38	вместе с	9	5
39	я и	1	4
40	мы не	2	4
41	того же	6	4
42	по отношению	5	4
43	так что	6	4
44	отнюдь не	4	4
45	едва ли	7	4
46	человека в	2	4
47	точки зрения	4	4
48	не в	4	4
49	в области	2	4
50	ли не	2	4
51	в ней	4	4
52	в его	8	4
53	один из	3	4
54	и других	1	4
55	не случайно	1	4
56	тем что	5	4
57	прежде всего	5	4
58	в частности	3	4
59	жизни в	1	4
60	другой стороны	2	4
61	жизни и	1	4
62	что в	5	4
63	речь идет	5	3
64	одним из	2	3
65	идет о	3	3
66	тем же	3	3
67	в сущности	2	3
68	и он	2	3
69	я на	1	3
70	во всех	2	3
71	как к	1	3
72	право на	1	3
73	в этой	3	3
74	в нем	3	3
75	обращаясь к	1	3
76	в глазах	8	3
77	такой же	1	3
78	в их	2	3
79	том чтобы	1	3
80	с точки	3	3
81	вплоть до	2	3
82	не столько	1	3
83	никогда не	3	3
84	ничего не	3	3
85	х годов	2	3
86	и его	6	3
87	в себя	1	3
88	не с	2	3
89	и с	4	3
90	в другом	2	3
91	всего лишь	2	3
92	а в	7	3
93	так как	11	3
94	себе и	1	3
95	этом отношении	2	3
96	следует признать	1	3
97	со стороны	11	3
98	и ты	2	3
99	а именно	1	3
100	по существу	2	3
101	надо мной	1	3
102	в начале	3	3
103	и для	4	3
104	обращается к	3	3
105	и как	1	3
106	что он	8	3
107	отношению к	3	3
108	как на	1	3
109	и т	4	2
110	в ситуации	1	2
111	я тебя	1	2
112	и до	1	2
113	той же	1	2
114	на себя	4	2
115	из того	3	2
116	к своему	2	2
117	но как	1	2
118	если в	1	2
119	очевидно что	1	2
120	в е	1	2
121	в истории	1	2
122	все же	4	2
123	как уже	1	2
124	и наконец	1	2
125	и к	3	2
126	но в	5	2
127	нашего столетия	1	2
128	то в	1	2
129	в целом	3	2
130	представляет собой	3	2
131	в нашем	1	2
132	как он	3	2
133	о которой	2	2
134	и сам	5	2
135	свое время	1	2
136	на жизнь	1	2
137	подобно тому	1	2
138	на этом	1	2
139	в каждом	1	2
140	а затем	2	2
141	в боях	1	2
142	в них	3	2
143	нет в	1	2
144	все равно	3	2
145	соответствии с	1	2
146	с этой	3	2
147	с тем	4	2
148	он и	2	2
149	и еще	3	2
150	как бы	3	2
151	и без	2	2
152	не к	1	2
153	что я	1	2
154	одном из	1	2
155	такую же	1	2
156	тем не	3	2
157	по крайней	1	2
158	не по	7	2
159	в основе	2	2
160	в бою	1	2
161	перед ним	3	2
162	уже о	1	2
163	могут быть	1	2
164	восходит к	1	2
165	все еще	2	2
166	для того	6	2
167	в виду	2	2
168	говоря уже	1	2
169	в ее	3	2
170	это как	1	2
171	за то	2	2
172	еще не	6	2
173	для этого	1	2
174	о том	8	2
175	и что	6	2
176	для нас	1	2
177	а также	2	2
178	путь к	1	2
179	и только	1	2
180	крайней мере	1	2
181	не надо	1	2
182	впрочем не	1	2
183	было бы	3	2
184	тот же	2	2
185	одной из	3	2
186	в какой	3	2
187	друг друга	4	2
188	в твоей	1	2
189	потому что	10	2
190	уже в	2	2
191	ни было	2	2
192	из них	5	2
193	был бы	2	2
194	одно из	1	2
195	не так	3	2
196	в одном	2	2
197	т п	4	2
198	в конце	7	2
199	что и	8	2
200	вовсе не	4	2
201	при всей	2	2
202	у него	4	2
203	как раз	6	2
204	ведь мы	1	2
205	где в	1	2
206	себя и	2	2
207	что не	3	2
208	не было	2	2
209	до конца	4	2
210	в руках	1	2
211	не видит	1	2
212	как это	5	2
213	жизни а	1	2
214	из которых	2	2
215	к жизни	1	2
216	тому как	1	2
217	на свете	1	2
218	быть не	1	2
219	под названием	1	2
220	этом случае	2	2
221	при всем	2	2
222	не является	4	2
223	в результате	2	2
224	а к	1	2
225	хотя бы	4	2
226	с ним	5	2
227	не говоря	1	2
228	не знает	3	2
229	что ты	2	2
230	в свое	2	2
231	к этой	2	2
232	в своих	2	2
233	все что	3	2
234	том числе	1	2
235	эта новая	1	1
236	однако поскольку	2	1
237	два года	1	1
238	жизни где	1	1
239	отношения к	2	1
240	так я	2	1
241	с жизнью	1	1
242	начинается с	1	1
243	на поле	1	1
244	сын и	1	1
245	поэтической речи	1	1
246	перед лицом	2	1
247	здесь и	2	1
248	от своей	2	1
249	в первом	1	1
250	отношения между	1	1
251	над ней	3	1
252	из всех	2	1
253	мы имеем	1	1
254	и само	1	1
255	он знает	4	1
256	это совершенно	1	1
257	и себя	1	1
258	как мы	2	1
259	к женщине	1	1
260	а для	1	1
261	ему в	1	1
262	руках у	1	1
263	первого и	1	1
264	пребывания в	2	1
265	не от	1	1
266	он был	4	1
267	он сам	1	1
268	за это	1	1
269	бы то	2	1
270	взгляде на	1	1
271	в чем	1	1
272	один лишь	1	1
273	сказать и	1	1
274	самом деле	6	1
275	с сыном	1	1
276	свою жизнь	1	1
277	в новом	1	1
278	отличие от	2	1
279	он уверен	1	1
280	за пределы	2	1
281	глаза его	1	1
282	относится к	1	1
283	которые не	1	1
284	в произведениях	2	1
285	и я	2	1
286	более чем	5	1
287	общего с	1	1
288	как в	2	1
289	стороны и	2	1
290	этой точки	1	1
291	когда он	4	1
292	что по	1	1
293	самом начале	1	1
294	к числу	1	1
295	в действительности	1	1
296	своей страны	1	1
297	от этого	1	1
298	и хотя	2	1
299	в этот	1	1
300	для которого	1	1
301	в самом	9	1
302	заодно и	1	1
303	все эти	1	1
304	еще один	1	1
305	к достижению	1	1
306	но он	1	1
307	и те	1	1
308	после чего	2	1
309	на то	3	1
310	в случае	1	1
311	оказывается на	1	1
312	не знающий	1	1
313	в статье	1	1
314	конце концов	2	1
315	поэта и	1	1
316	в живых	1	1
317	никак не	1	1
318	на земле	1	1
319	что ни	3	1
320	и по	1	1
321	обстоит дело	2	1
322	таким образом	12	1
323	здесь мы	1	1
324	то ни	3	1
325	со всеми	1	1
326	его не	2	1
327	а по	5	1
