1	в том что	6	11
2	о том что	4	7
3	к тому что	1	4
4	в то же	3	4
5	подобно тому как	1	4
6	то же время	4	4
7	но при этом	1	3
8	тем не менее	2	3
9	том что в	1	3
10	не может быть	3	3
11	с одной стороны	1	3
12	в самом деле	3	3
13	том что она	1	2
14	как будто бы	3	2
15	до сих пор	2	2
16	не только в	2	2
17	что она не	1	2
18	того или иного	1	2
19	и т п	2	2
20	с точки зрения	8	2
21	то же самое	2	2
22	и в этом	1	2
23	и в то	1	2
24	и т д	15	2
25	к тому же	1	2
26	о том как	1	2
27	в данном случае	2	2
28	так же как	1	2
29	нет у него	1	1
30	в своей жизни	1	1
31	все более и	1	1
32	ни с чем	1	1
33	но ведь это	2	1
34	не нуждается в	3	1
35	что это за	2	1
36	все что угодно	1	1
37	и то что	1	1
38	что не только	1	1
39	что бы то	1	1
40	ни с какой	1	1
41	никогда не будет	1	1
42	личности с ее	1	1
43	о чем я	1	1
44	же как и	1	1
45	нельзя сказать что	2	1
46	заключается в том	1	1
47	да и не	1	1
48	то ни стало	1	1
49	такова же и	1	1
50	то или иное	4	1
51	и личность в	1	1
52	в себе самой	1	1
53	в голову что	1	1
54	содержит в себе	3	1
55	в это время	1	1
56	я не могу	1	1
57	то время как	3	1
58	но как только	1	1
59	одних и тех	1	1
60	приводит к тому	1	1
61	в этом отношении	1	1
62	но все же	1	1
63	в них нет	1	1
64	не то что	1	1
65	них нет ничего	1	1
66	и все его	1	1
67	и от того	1	1
68	сих пор мы	1	1
69	не в состоянии	2	1
70	чтобы не было	2	1
71	это было бы	1	1
72	так или иначе	2	1
73	с самого начала	2	1
74	той или иной	1	1
75	с нею в	2	1
76	можно сказать что	3	1
77	во что бы	1	1
78	в то время	3	1
79	обратим внимание на	1	1
80	и в том	1	1
81	что и в	1	1
82	та или иная	2	1
83	но это только	1	1
84	и то и	1	1
85	в таком случае	3	1
86	как и всякая	1	1
87	более и более	1	1
88	бы то ни	1	1
89	точно так же	1	1
90	с другой стороны	4	1
91	что несмотря на	1	1
92	то и другое	1	1
93	и тех же	1	1
94	в жизни и	1	1
95	того как он	1	1
96	но тотчас же	1	1
97	и при этом	1	1
98	все же не	1	1
99	человеческой жизни и	1	1
