N	2gram	Bakhtin_Pr_5	Komedia
1	iv в	2	34
2	и в	35	26
3	в г	1	17
4	v в	1	14
5	и не	27	14
6	и его	14	12
7	к тому	6	12
8	так и	8	12
9	тому же	3	11
10	может быть	14	11
11	в том	5	11
12	в этом	14	10
13	на протяжении	5	10
14	но и	14	10
15	столь же	2	9
16	том что	3	9
17	если бы	1	9
18	вместе с	2	9
19	что в	6	9
20	было бы	3	8
21	и на	6	7
22	не только	10	7
23	что и	3	7
24	из них	3	7
25	еще не	7	6
26	в своем	2	6
27	о том	2	6
28	в нем	16	6
29	в доме	1	6
30	таким образом	7	6
31	в то	11	6
32	того чтобы	1	6
33	потому что	8	6
34	в двух	1	6
35	во время	5	6
36	то что	10	6
37	в которой	2	5
38	с его	7	5
39	что он	24	5
40	так что	5	5
41	независимо от	1	5
42	с этим	3	5
43	для того	1	5
44	а затем	2	5
45	ни в	2	5
46	с тем	3	5
47	и с	12	5
48	один из	1	5
49	действующих лиц	1	5
50	в качестве	1	5
51	обращает на	2	5
52	к этому	1	5
53	б и	1	4
54	уже в	3	4
55	меньше всего	1	4
56	хотя и	2	4
57	в самом	6	4
58	что это	4	4
59	в целом	3	4
60	это было	2	4
61	в них	4	4
62	как и	18	4
63	в этих	2	4
64	тому что	2	4
65	не менее	2	4
66	это слово	4	4
67	как будто	4	4
68	как мы	8	4
69	что у	6	4
70	сразу же	1	4
71	можно было	2	4
72	за то	1	4
73	еще в	4	4
74	его в	4	4
75	между тем	4	4
76	в его	21	4
77	в середине	1	4
78	только в	6	4
79	же в	1	4
80	в начале	3	4
81	этот раз	2	4
82	так как	4	4
83	у него	4	4
84	на этот	2	4
85	прежде всего	12	4
86	о его	1	4
87	все же	8	4
88	и для	8	4
89	и от	3	4
90	одной из	2	4
91	точки зрения	7	4
92	например в	2	3
93	тех же	1	3
94	в котором	3	3
95	то же	15	3
96	в их	1	3
97	той же	2	3
98	надо было	2	3
99	вопрос о	2	3
100	того же	1	3
101	в ней	2	3
102	что его	2	3
103	во всех	3	3
104	но не	6	3
105	по отношению	6	3
106	как в	5	3
107	что касается	1	3
108	но в	19	3
109	в этой	1	3
110	как он	2	3
111	друг другу	4	3
112	но все	4	3
113	человека в	1	3
114	в каждом	6	3
115	по всему	1	3
116	при всем	1	3
117	в самой	1	3
118	же время	10	3
119	к концу	3	3
120	связи с	1	3
121	что на	2	3
122	но там	1	3
123	и сам	7	3
124	то время	1	3
125	и поэтому	1	3
126	к нему	13	3
127	а у	1	3
128	себя в	2	3
129	для всех	1	3
130	ответ на	1	3
131	мы знаем	2	3
132	и их	1	3
133	друг друга	2	3
134	мы можем	2	3
135	тем что	4	3
136	до начала	1	3
137	здесь в	2	3
138	о чем	1	3
139	и особенно	1	3
140	из которых	1	3
141	и столь	1	3
142	отношению к	7	3
143	да и	5	3
144	с этой	2	3
145	все это	14	3
146	или в	2	3
147	отрывки из	1	3
148	а в	7	3
149	в своей	4	3
150	того времени	2	3
151	не может	18	3
152	одним из	1	2
153	в первом	2	2
154	из его	2	2
155	мы не	1	2
156	время как	2	2
157	говорить о	3	2
158	то это	1	2
159	в виду	3	2
160	он был	1	2
161	под названием	1	2
162	бы то	3	2
163	в ее	3	2
164	и другие	1	2
165	отличие от	2	2
166	тут же	1	2
167	отнюдь не	1	2
168	в одной	3	2
169	что по	1	2
170	за собой	3	2
171	да еще	2	2
172	бы и	2	2
173	сказать о	1	2
174	роль в	1	2
175	и если	1	2
176	не следует	1	2
177	он не	13	2
178	была не	1	2
179	на этом	2	2
180	то ни	3	2
181	же не	4	2
182	об этом	1	2
183	это не	3	2
184	этом смысле	3	2
185	в один	1	2
186	всяком случае	4	2
187	в отличие	2	2
188	признать что	1	2
189	которые в	1	2
190	не в	10	2
191	в конце	5	2
192	однако в	2	2
193	вовсе не	7	2
194	даже в	5	2
195	одна из	1	2
196	же его	1	2
197	в одном	6	2
198	что их	1	2
199	такая же	2	2
200	и после	1	2
201	не является	1	2
202	с другом	4	2
203	всего в	1	2
204	и это	5	2
205	как не	1	2
206	с самого	8	2
207	так в	2	2
208	и что	6	2
209	в мире	4	2
210	с собой	2	2
211	в построении	2	2
212	или на	1	2
213	после того	1	2
214	и во	3	2
215	и все	15	2
216	нем не	1	2
217	в другой	1	2
218	наконец в	4	2
219	все время	4	2
220	с которыми	2	2
221	все больше	1	2
222	тот же	4	2
223	с ними	5	2
224	впрочем и	1	2
225	одних и	1	2
226	и ее	1	2
227	в уста	1	2
228	теперь в	4	2
229	с одной	1	2
230	и у	4	2
231	интриги в	1	2
232	не для	1	2
233	отношение к	6	2
234	в других	1	2
235	рядом с	4	2
236	нет и	4	2
237	и к	12	2
238	до сих	1	2
239	с другой	4	2
240	и тех	1	2
241	у других	1	2
242	с которым	4	2
243	что из	1	2
244	если не	1	2
245	должна была	2	2
246	по своему	4	2
247	в изображении	1	2
248	в той	4	2
249	не удалось	1	2
250	в ответ	1	2
251	как бы	31	2
252	друг с	4	2
253	затем и	1	2
254	сих пор	1	2
255	бы в	4	2
256	еще более	1	2
257	хотя бы	2	2
258	ни было	3	2
259	в речах	6	2
260	к его	1	2
261	из этого	2	2
262	и жизнь	1	2
263	во всяком	4	2
264	отношения к	1	1
265	и отчасти	2	1
266	с кем	1	1
267	самом деле	10	1
268	победы над	1	1
269	что эти	1	1
270	и этот	2	1
271	по его	1	1
272	не происходит	1	1
273	обойтись без	3	1
274	которыми он	1	1
275	этот отрывок	1	1
276	изображается в	1	1
277	та же	4	1
278	в маске	1	1
279	в сущности	14	1
280	всех без	1	1
281	они были	1	1
282	ему в	1	1
283	один пример	1	1
284	в каждой	2	1
285	теперь на	3	1
286	и самого	1	1
287	собой в	1	1
288	все эти	3	1
289	в чем	4	1
290	время он	1	1
291	в юности	1	1
292	его собственным	1	1
293	с отцом	1	1
294	в общем	3	1
295	с совершенно	1	1
296	не просто	2	1
297	из опыта	1	1
298	друг от	1	1
299	приведенным выше	1	1
300	чем же	1	1
301	ты с	1	1
302	для оценки	1	1
