N	3gram	Losev_Dial_1	Marksizm
1	с точки зрения	12	13
2	не может быть	3	10
3	то же время	4	8
4	в то же	4	8
5	в связи с	1	7
6	для того чтобы	1	6
7	в том что	7	6
8	в самом деле	1	5
9	то же самое	1	5
10	может быть и	3	5
11	но в то	1	5
12	с самого начала	1	5
13	в отношении к	1	4
14	на самом деле	2	4
15	той или иной	3	4
16	в той или	1	3
17	самом же деле	1	3
18	на самом же	1	3
19	до сих пор	2	3
20	и не в	1	3
21	одно и то	4	3
22	с одной стороны	2	3
23	и то же	4	3
24	о том что	2	3
25	лежащая в основе	2	3
26	к тому что	2	3
27	одной стороны и	2	2
28	более или менее	3	2
29	ни в коем	1	2
30	не было бы	2	2
31	по крайней мере	4	2
32	отнюдь не является	1	2
33	ни в какой	1	2
34	в коем случае	1	2
35	во всяком случае	2	2
36	мы уже знаем	1	2
37	мы можем сказать	2	2
38	точки зрения самого	2	2
39	хотя бы в	1	2
40	в нем нет	3	2
41	на то что	4	2
42	к тому же	1	2
43	но и все	1	1
44	что иное как	1	1
45	в основе всех	1	1
46	в какой мере	1	1
47	он совершенно не	1	1
48	не с точки	2	1
49	ровно ничего не	3	1
50	все это –	1	1
51	– это та	1	1
52	дело в том	1	1
53	между внутренним и	1	1
54	и как он	1	1
55	как бы реально	1	1
56	до известной степени	1	1
57	деле ничего не	1	1
58	сам по себе	6	1
59	сами по себе	1	1
60	как мы увидим	1	1
61	в первую очередь	1	1
62	в этом отношении	2	1
63	это далеко не	1	1
64	какой мере не	1	1
65	по себе в	1	1
66	несмотря на то	2	1
67	жизни и в	1	1
68	так или иначе	1	1
69	в данный момент	1	1
70	самом деле ничего	1	1
71	почти исключительно в	1	1
72	а не иначе	1	1
73	что в этих	1	1
74	было бы в	1	1
75	по сравнению с	2	1
76	тем не менее	1	1
77	во всех этих	1	1
78	внутренним и внешним	1	1
79	само по себе	5	1
80	противостоят друг другу	1	1
81	их точки зрения	1	1
82	лишь с точки	1	1
83	с другой стороны	4	1
84	это не есть	1	1
85	внутреннего и внешнего	6	1
86	по себе а	2	1
87	в этом и	1	1
88	никогда не может	2	1
89	коем случае не	1	1
90	бы это было	1	1
91	то или иное	2	1
92	что это –	2	1
93	не существует и	1	1
94	не что иное	1	1
95	и в особенности	1	1
96	но все же	1	1
97	можно сказать что	3	1
98	но только с	1	1
99	это было так	1	1
100	друг от друга	1	1
101	есть прежде всего	1	1
102	мы живем и	2	1
103	было так то	1	1
104	никакого отношения к	1	1
105	друг с другом	1	1
106	но также и	1	1
107	если бы это	1	1
108	с той или	2	1
109	так а не	1	1
110	можем сказать что	2	1
111	не нуждается в	3	1
112	– как бы	1	1
113	отношении к нему	1	1
114	выражение может быть	2	1
