N	4gram	Vygotskiy__2	Problema
1	в то же время	2	3
2	бы то ни было	1	2
3	и тем не менее	1	1
4	никогда не может быть	1	1
5	что бы то ни	1	1
6	в полном согласии с	1	1
7	и не может быть	1	1
8	бы то ни стало	1	1
9	он не нуждается ни	1	1
10	если бы не было	1	1
11	в то время как	2	1
12	едва ли может быть	1	1
13	который как бы вбирает	1	1
14	не что иное как	1	1
15	во что бы то	1	1
16	для художника и для	1	1
17	как бы вбирает в	1	1
18	не может быть признано	1	1
19	в том смысле что	1	1
20	и т д мы	1	1
21	не нуждается ни в	1	1
22	есть не что иное	1	1
23	бы вбирает в себя	1	1
