N	3gram	Ircho_Kome_3	formyVre
1	то же время	4	9
2	и т п	3	8
3	человека и его	1	7
4	и как раз	1	6
5	в то же	4	6
6	и в то	1	5
7	в связи с	3	5
8	для того чтобы	6	5
9	как раз в	1	4
10	в том числе	1	4
11	по отношению к	3	3
12	до сих пор	9	3
13	в этом отношении	2	3
14	может быть только	1	3
15	в то время	2	3
16	но все же	2	2
17	друг за другом	1	2
18	само собой разумеется	2	2
19	равно как и	1	2
20	в соответствии с	1	2
21	одной стороны и	1	2
22	с точки зрения	3	2
23	не было и	1	2
24	в отличие от	1	2
25	наряду с этим	2	2
26	том числе и	1	2
27	вместе с тем	3	2
28	и в частности	1	2
29	же что и	1	2
30	то время как	2	2
31	с одной стороны	3	2
32	по сравнению с	2	2
33	собой разумеется что	2	2
34	с самого начала	4	2
35	в том что	9	2
36	к тому же	4	2
37	в виду что	1	1
38	имеем в виду	1	1
39	самого начала не	1	1
40	и до сих	1	1
41	в самом деле	6	1
42	и по существу	1	1
43	не похож на	1	1
44	в том же	1	1
45	подсмотреть и подслушать	1	1
46	на первый план	1	1
47	по существу не	1	1
48	в зависимости от	1	1
49	и во многом	1	1
50	но очень важный	1	1
51	дошедших до нас	2	1
52	не о чем	1	1
53	и последующих веков	1	1
54	мы еще вернемся	1	1
55	так как он	1	1
56	уже за пределами	1	1
57	в самом начале	1	1
58	таким образом и	1	1
59	мы остановимся здесь	1	1
60	и все его	1	1
61	в течение которого	1	1
62	так и в	1	1
63	и в этом	1	1
64	в этот момент	1	1
65	но вместе с	1	1
66	навлекает на себя	1	1
67	вовсе не является	1	1
68	во всяком случае	3	1
69	они не были	1	1
70	и речи о	3	1
71	здесь не только	1	1
72	сих пор не	1	1
73	страсти и ее	1	1
74	что и у	1	1
75	из того же	2	1
76	и с радостью	1	1
77	в свою очередь	6	1
78	прямое отношение к	1	1
79	в этом случае	2	1
80	каким он был	1	1
81	о том что	4	1
82	в дом к	1	1
83	и в самом	3	1
84	дошедший до нас	1	1
85	в этих условиях	1	1
86	мы имеем в	1	1
87	друг с другом	1	1
