N	3gram	Medvedev_F_2	Myslijsy
1	в том что	2	16
2	смысле этого слова	1	7
3	сам по себе	3	5
4	по крайней мере	1	5
5	не в том	3	5
6	то же время	5	5
7	в то же	5	5
8	вместе с тем	4	4
9	с другой стороны	3	4
10	но и в	3	4
11	по себе а	2	4
12	более или менее	1	3
13	потому что не	1	3
14	до сих пор	1	3
15	что он не	1	3
16	с одной стороны	1	3
17	в том как	1	3
18	в свою очередь	1	3
19	и т д	5	3
20	только в том	1	3
21	в том смысле	3	3
22	тем не менее	1	3
23	для того чтобы	3	3
24	не может быть	10	3
25	что и в	1	3
26	в этом последнем	1	2
27	смысле в каком	1	2
28	в таком случае	1	2
29	в этом отношении	7	2
30	в собственном смысле	1	2
31	и т п	9	2
32	можно думать что	1	2
33	но тем не	1	2
34	в том чтобы	1	2
35	не могут быть	4	2
36	именно в том	1	2
37	внутренняя форма слова	1	2
38	мы не можем	1	2
39	так и в	3	2
40	как и в	1	2
41	с тем и	2	2
42	к тому что	2	2
43	сама по себе	1	2
44	оно имеет значение	1	1
45	и в поэзии	1	1
46	том смысле что	2	1
47	в чем не	1	1
48	а не в	1	1
49	уже потому что	1	1
50	равно как и	1	1
51	не говоря уже	1	1
52	на самом деле	3	1
53	в самом деле	5	1
54	же время и	1	1
55	что не следует	1	1
56	нам кажется что	1	1
57	и там где	1	1
58	в слове не	2	1
59	должно было быть	1	1
60	говоря уже о	1	1
61	и в других	1	1
62	так как число	1	1
63	сами по себе	2	1
64	из того что	1	1
65	в поэтическом произведении	1	1
66	не сам по	1	1
67	как в языке	1	1
68	в противном случае	1	1
69	то и другое	2	1
70	в том случае	2	1
71	звуком и значением	3	1
72	же что и	1	1
73	что не есть	1	1
74	сводится к тому	1	1
75	связи с ним	1	1
76	и в поэтическом	2	1
77	он был бы	1	1
78	том смысле в	1	1
79	в общих чертах	1	1
80	в данном случае	1	1
81	каждый из этих	1	1
82	же и в	1	1
83	к вопросу о	1	1
84	и тот же	1	1
85	но что же	1	1
86	между тем в	1	1
87	его отношение к	1	1
88	а не как	1	1
89	так или иначе	1	1
90	он уже не	1	1
91	но и с	1	1
92	тем что в	1	1
93	и в такой	1	1
94	один и тот	1	1
95	в других случаях	1	1
96	в этом рассказе	1	1
97	каждого из них	1	1
98	только то что	1	1
99	то увидим что	1	1
100	что и там	1	1
101	таким образом в	1	1
102	каждое из этих	1	1
103	тем что оно	2	1
104	она входит в	1	1
105	лишь в том	1	1
106	и тем самым	1	1
107	собственном смысле этого	1	1
108	ничего общего с	1	1
109	в поэзии то	1	1
110	в художественном произведении	1	1
111	и то и	2	1
112	по этому поводу	1	1
113	между звуком и	5	1
114	что слово есть	1	1
115	главным образом из	1	1
116	как мы видели	4	1
117	и многие другие	1	1
