N	3gram	Voloshinov_2	VerxiiNi
1	с одной стороны	3	7
2	с точки зрения	13	6
3	во всяком случае	2	6
4	более или менее	2	5
5	в том числе	1	5
6	до сих пор	3	5
7	по крайней мере	2	5
8	друг с другом	1	5
9	а с другой	1	5
10	для того чтобы	6	5
11	о том что	3	4
12	том числе и	1	4
13	но все же	1	4
14	к тому же	2	4
15	так или иначе	1	3
16	в связи с	7	3
17	тем не менее	1	3
18	в том что	6	3
19	и связанные с	1	2
20	то же самое	5	2
21	в этом отношении	1	2
22	то или иное	1	2
23	может быть и	5	2
24	то ни было	4	2
25	по сравнению с	1	2
26	бы то ни	4	2
27	так и от	2	2
28	таким образом в	1	2
29	то же время	8	2
30	с одним из	1	2
31	с самого начала	5	2
32	той или иной	4	2
33	не как на	1	2
34	можно сказать что	1	2
35	на то что	2	2
36	к одной из	1	2
37	в то же	8	2
38	и того же	4	1
39	в широком смысле	1	1
40	чуть ли не	1	1
41	по отношению к	8	1
42	в самом деле	5	1
43	одного и того	4	1
44	не совсем так	1	1
45	можно говорить лишь	1	1
46	в соответствии с	1	1
47	свидетельствует о том	1	1
48	обстоит дело с	1	1
49	а следовательно и	1	1
50	в таком случае	3	1
51	до известной степени	1	1
52	сами по себе	1	1
53	того же материала	1	1
54	что все эти	1	1
55	в первую очередь	1	1
56	щепетильность в вопросах	1	1
57	но они не	1	1
58	с тем что	1	1
59	с ними в	1	1
60	но в то	5	1
61	смысле этого слова	4	1
62	в отличие от	3	1
63	хотя бы с	1	1
64	с нашей точки	2	1
65	все более и	2	1
66	мы уже говорили	1	1
67	в этом направлении	1	1
68	тем или иным	1	1
69	до настоящего времени	2	1
70	а как на	1	1
71	с другой стороны	1	1
72	мы видели что	1	1
73	лицом к лицу	1	1
74	из одного и	2	1
75	не совпадает с	1	1
76	не может быть	10	1
77	но тем не	1	1
78	к чему не	1	1
79	так и в	1	1
80	в свою очередь	5	1
81	в этом последнем	2	1
82	ни к чему	1	1
83	более и более	2	1
84	нашей точки зрения	2	1
85	в себе не	1	1
86	в этом процессе	1	1
87	что оно является	1	1
88	так обстоит дело	1	1
