N	3gram	Voloshinov_1	Psycholo
1	для того чтобы	1	19
2	в том что	4	14
3	с одной стороны	1	12
4	в зависимости от	2	6
5	о том что	1	6
6	мы увидим что	4	6
7	в самом деле	5	5
8	до сих пор	3	5
9	по сравнению с	1	4
10	а с другой	1	4
11	таким образом что	1	3
12	иметь в виду	1	3
13	сам по себе	2	3
14	из того что	1	3
15	на этот вопрос	1	3
16	одно и то	1	3
17	и то же	1	3
18	то что он	1	3
19	с самого начала	5	3
20	и т д	1	3
21	в этом отношении	2	3
22	художественной формы и	1	2
23	сводится к тому	1	2
24	мы никогда не	1	2
25	и той же	1	2
26	в этом случае	1	2
27	как это делает	1	2
28	может быть и	1	2
29	с точки зрения	10	2
30	в отличие от	1	2
31	одной и той	1	2
32	в данном случае	3	2
33	зависимости от того	1	2
34	ответ на этот	1	2
35	все то что	2	2
36	то что мы	1	2
37	он должен был	1	2
38	не может быть	3	2
39	мы знаем что	3	2
40	можно сказать что	3	2
41	как бы в	1	2
42	и таким образом	1	2
43	на самом деле	2	2
44	свое отношение к	1	1
45	как на первую	1	1
46	сводится к следующему	1	1
47	том что в	1	1
48	увидим что и	1	1
49	в чем не	2	1
50	в нашем сознании	1	1
51	его психологическая теория	1	1
52	мы видим таким	1	1
53	только потому что	1	1
54	по этому вопросу	1	1
55	оно может быть	1	1
56	становится уже совершенно	1	1
57	дело в том	1	1
58	ни в каких	1	1
59	это означает что	1	1
60	по отношению к	9	1
61	равно как и	1	1
62	мы имели дело	1	1
63	точкой опоры для	1	1
64	одна из основных	1	1
65	том что он	2	1
66	нам кажется что	1	1
67	в своих основных	1	1
68	между собой в	1	1
69	в одной из	1	1
70	сказать что на	1	1
71	и во многих	1	1
72	до известной степени	1	1
73	того что мы	1	1
74	что он не	1	1
75	по отношению ко	2	1
76	только то что	2	1
77	к тому чтобы	3	1
78	то это означает	1	1
79	и др в	1	1
80	по крайней мере	1	1
81	то или иное	2	1
82	и аффектов с	1	1
83	он никогда не	1	1
84	черты своего происхождения	1	1
85	мы не можем	1	1
86	и вот это	1	1
87	что он был	1	1
88	во внешнем мире	3	1
89	время как бы	1	1
90	и тот же	2	1
91	которые на место	1	1
92	в себя и	1	1
93	потому что оно	1	1
94	так как они	1	1
95	все время как	1	1
96	как будто бы	1	1
97	не могут быть	3	1
98	они утверждают что	1	1
99	благодаря тому что	2	1
100	при этом совершенно	2	1
101	с помощью слов	1	1
102	там же где	1	1
103	но вместе с	2	1
104	могут быть сведены	1	1
105	энергии и потому	1	1
106	действия и поступки	1	1
107	мы все время	1	1
108	что при таком	1	1
109	данном случае в	1	1
110	один и тот	2	1
111	на нескольких примерах	1	1
112	сих пор не	1	1
113	ни в каком	1	1
114	ни в чем	2	1
115	то обстоятельство что	1	1
116	или другими словами	1	1
117	в то время	1	1
118	в свою очередь	1	1
119	в собственном смысле	1	1
120	ничего общего с	1	1
121	это основано на	1	1
122	одним из важнейших	1	1
123	в конечном счете	1	1
124	видим таким образом	1	1
125	в целом ряде	1	1
126	и что оно	1	1
127	что это не	1	1
128	и приводит к	1	1
129	мы видели что	1	1
130	сознание и бессознательное	2	1
131	но во всяком	1	1
132	чтобы разобраться в	2	1
133	мы уже указывали	3	1
134	говорит об этом	1	1
135	этом отношении совершенно	1	1
136	не может в	1	1
137	но не только	1	1
138	в жизни и	1	1
139	именно в области	1	1
140	его ни в	1	1
141	и только в	1	1
