N	2gram	Savitsky_E_1	Dialekti
1	не есть	2	40
2	и не	14	30
3	по себе	4	25
4	т е	9	25
5	и т	1	21
6	т д	1	19
7	и в	37	18
8	точки зрения	23	17
9	может быть	6	17
10	в нем	1	16
11	не имеет	4	15
12	потому что	3	14
13	значит что	1	14
14	а не	2	14
15	не только	18	13
16	и даже	6	13
17	то что	6	13
18	что в	21	13
19	в этом	12	12
20	было бы	8	12
21	с точки	17	12
22	если бы	2	12
23	и что	2	12
24	не может	9	12
25	что это	2	11
26	в себе	9	11
27	так как	7	11
28	как бы	6	11
29	это значит	2	11
30	то же	15	10
31	есть нечто	1	10
32	несмотря на	4	10
33	прежде всего	9	10
34	сказать что	4	10
35	и то	2	9
36	отнюдь не	9	9
37	так и	10	9
38	том что	6	9
39	никогда не	3	9
40	это есть	1	9
41	в том	11	9
42	но это	1	8
43	в каком	4	8
44	к нему	2	8
45	также и	7	7
46	и как	2	7
47	то в	4	7
48	что не	1	7
49	той или	4	7
50	мы находим	1	7
51	вовсе не	6	7
52	но и	14	7
53	хотя бы	15	6
54	но в	14	6
55	с другой	7	6
56	не в	5	6
57	она не	2	6
58	в то	16	6
59	с ним	1	6
60	можно сказать	4	6
61	не было	1	6
62	ни на	3	6
63	говорить о	1	5
64	в своем	14	5
65	все же	1	5
66	себе не	3	5
67	на то	6	5
68	и с	2	5
69	что оно	1	5
70	и мы	3	5
71	в этих	2	5
72	но если	5	5
73	в отношении	32	5
74	есть только	1	5
75	можно было	3	5
76	как же	2	5
77	мы должны	2	5
78	он сам	2	5
79	само по	4	5
80	говорит о	3	5
81	она есть	1	5
82	а в	2	5
83	то это	1	4
84	об этом	1	4
85	как таковой	1	4
86	и более	2	4
87	что эта	1	4
88	и притом	4	4
89	это мы	1	4
90	только и	1	4
91	же время	14	4
92	не о	1	4
93	к ней	4	4
94	к тому	8	4
95	как мы	5	4
96	быть может	1	4
97	и вообще	1	4
98	о том	3	4
99	быть и	1	4
100	мы видим	2	4
101	но не	5	4
102	в котором	2	4
103	мы можем	3	4
104	как это	4	4
105	е прежде	1	4
106	хотя и	2	4
107	так же	9	4
108	другой стороны	2	4
109	во всяком	3	4
110	должна быть	2	3
111	есть не	2	3
112	и тут	2	3
113	в ней	4	3
114	если в	2	3
115	или иное	1	3
116	стороны и	6	3
117	то или	1	3
118	более или	1	3
119	конечно не	1	3
120	от этого	5	3
121	в самом	4	3
122	та же	1	3
123	он не	2	3
124	всех этих	1	3
125	и еще	2	3
126	не значит	1	3
127	то как	1	3
128	но все	1	3
129	этом смысле	3	3
130	в них	3	3
131	всегда и	1	3
132	должно быть	1	3
133	или менее	1	3
134	в их	11	3
135	друг другу	1	3
136	при условии	2	3
137	даже в	4	3
138	тому что	1	3
139	и науки	1	3
140	вплоть до	1	3
141	на себе	1	3
142	в основе	1	3
143	та или	1	3
144	в разных	1	3
145	или иная	1	3
146	в сознании	1	3
147	уже и	3	3
148	ли это	3	3
149	могут быть	2	3
150	утверждать что	2	3
151	и о	1	3
152	и та	2	3
153	что и	3	3
154	один из	1	3
155	но с	2	3
156	только в	9	3
157	считать что	1	3
158	или иной	4	3
159	даже не	1	3
160	что для	1	3
161	света и	1	3
162	и потому	5	3
163	в данном	3	3
164	относиться к	1	3
165	что же	2	3
166	в его	2	3
167	тех или	1	3
168	не является	3	3
169	и все	2	3
170	бы в	2	3
171	еще более	2	3
172	отношении к	15	3
173	религии и	1	3
174	жизни и	2	3
175	думать что	8	3
176	гораздо более	1	3
177	же как	5	2
178	чтобы не	1	2
179	или наоборот	1	2
180	бороться с	2	2
181	что если	2	2
182	вопрос о	4	2
183	почти все	1	2
184	время как	1	2
185	в полной	4	2
186	не нужно	2	2
187	быть в	1	2
188	качестве примера	1	2
189	то мы	1	2
190	друг к	1	2
191	но как	2	2
192	точка зрения	2	2
193	относится к	1	2
194	с этим	2	2
195	что как	1	2
196	помнить что	2	2
197	и где	1	2
198	научное и	1	2
199	он на	1	2
200	бы и	3	2
201	мы получаем	1	2
202	все эти	1	2
203	тому же	1	2
204	в виде	5	2
205	не как	1	2
206	на земле	1	2
207	на этом	1	2
208	и философии	1	2
209	в мире	2	2
210	к другу	1	2
211	с другими	2	2
212	с этой	6	2
213	как и	7	2
214	одна и	2	2
215	в своей	8	2
216	всяком случае	3	2
217	это что	1	2
218	во всем	1	2
219	в которых	3	2
220	для всякого	1	2
221	в корне	1	2
222	и от	3	2
223	ко всему	2	2
224	ни было	4	2
225	же может	1	2
226	для нее	1	2
227	можем сказать	2	2
228	если и	1	2
229	не менее	1	2
230	но они	1	2
231	и другое	1	2
232	к ним	3	2
233	значит ли	1	2
234	заметить что	2	2
235	из того	2	2
236	и эта	2	2
237	этом отношении	3	2
238	которое в	2	2
239	и явление	1	2
240	как некая	1	2
241	и это	1	2
242	о которых	1	2
243	как не	2	2
244	как с	1	2
245	мог бы	2	2
246	или на	1	2
247	по сравнению	2	2
248	для этого	1	2
249	тех кто	1	2
250	это может	1	2
251	эти два	1	2
252	для того	6	2
253	вслед за	6	2
254	и следовательно	1	2
255	того что	7	2
256	эти последние	2	2
257	с ними	1	2
258	мы увидим	1	2
259	с одной	8	2
260	в качестве	14	2
261	нужно понимать	1	2
262	с живыми	1	2
263	уже не	1	2
264	если мы	1	2
265	то и	1	2
266	только тогда	1	2
267	как более	1	2
268	из них	3	2
269	тут есть	1	2
270	для него	1	2
271	и их	1	2
272	со стороны	5	2
273	именно в	4	2
274	с той	1	2
275	с ней	1	2
276	которую не	1	2
277	стороны в	2	2
278	в частности	5	2
279	или по	2	2
280	пространства и	1	2
281	как в	3	2
282	одной стороны	8	2
283	сравнению с	2	2
284	реальность и	1	2
285	или хотя	2	2
286	такой же	2	2
287	но так	1	2
288	и для	3	2
289	то не	2	2
290	тем более	4	2
291	находим в	1	2
292	и сейчас	2	2
293	что даже	1	2
294	этой точки	5	2
295	и наиболее	2	1
296	как известно	1	1
297	речь идет	1	1
298	например в	1	1
299	силы и	1	1
300	перед лицом	1	1
301	и до	1	1
302	являющаяся в	1	1
303	что эти	2	1
304	и этот	2	1
305	которая при	1	1
306	той же	1	1
307	что обе	1	1
308	мы не	4	1
309	на себя	3	1
310	но даже	4	1
311	что по	1	1
312	которых нет	1	1
313	столь же	5	1
314	от себя	1	1
315	возможности и	1	1
316	во всех	6	1
317	бы она	1	1
318	различия между	1	1
319	в ее	8	1
320	самих себя	1	1
321	мы будем	1	1
322	в сторону	2	1
323	свое существование	1	1
324	друг от	2	1
325	в оценке	1	1
326	и чем	2	1
327	один и	1	1
328	при известных	1	1
329	в той	5	1
330	его на	2	1
331	дает нам	1	1
332	только ее	1	1
333	в связи	1	1
334	вспомним что	1	1
335	что нет	1	1
336	мысль о	1	1
337	когда он	3	1
338	могли бы	1	1
339	и наконец	2	1
340	говорит об	1	1
341	его к	1	1
342	и к	3	1
343	если брать	2	1
344	есть ли	2	1
345	с максимально	1	1
346	и отчасти	2	1
347	не более	3	1
348	в общий	1	1
349	такая связь	1	1
350	как то	1	1
351	самой природе	1	1
352	большей части	2	1
353	за их	1	1
354	по преимуществу	2	1
355	с их	1	1
356	но его	1	1
357	самое бытие	1	1
358	и если	2	1
359	вообще не	3	1
360	к выводу	1	1
361	из указанных	1	1
362	при этом	1	1
363	на одну	2	1
364	эта последняя	1	1
365	не к	2	1
366	котором мы	1	1
367	в силу	2	1
368	ни была	1	1
369	полной мере	1	1
370	перед ними	1	1
371	и по	5	1
372	находим у	1	1
373	или иных	1	1
374	от других	1	1
375	таким образом	2	1
376	бы они	1	1
377	не будет	3	1
378	что все	2	1
379	в состоянии	1	1
380	тем в	3	1
381	главным образом	2	1
382	же касается	1	1
383	на ту	1	1
384	то есть	6	1
385	ли он	1	1
386	весь мир	1	1
387	и тем	3	1
388	толковать как	1	1
389	в жизни	1	1
390	кажется что	2	1
391	еще примеров	1	1
392	она и	1	1
393	далеко не	2	1
394	в этой	2	1
395	например к	1	1
396	они являются	1	1
397	жизни но	1	1
398	с такой	1	1
399	наука в	1	1
400	в развитии	2	1
401	потому и	1	1
402	имеет место	2	1
403	есть такая	1	1
404	что между	1	1
405	и культуры	1	1
406	именно и	1	1
407	в такой	1	1
408	место в	3	1
409	представление о	2	1
410	также на	1	1
411	большей степени	1	1
412	мы сказали	1	1
413	этого содержания	1	1
414	которые в	1	1
415	областей то	1	1
416	особенно интересно	1	1
417	понимать буквально	1	1
418	можно ли	3	1
419	тем самым	5	1
420	с теми	1	1
421	правда в	1	1
422	дело в	3	1
423	она никогда	1	1
424	было у	1	1
425	можно судить	1	1
426	того чтобы	6	1
427	на язык	2	1
428	больше чем	1	1
429	таковой не	1	1
430	именно с	1	1
431	что тот	1	1
432	по своей	2	1
433	мире и	1	1
434	и его	1	1
435	связи с	1	1
436	е не	1	1
437	исторического процесса	1	1
438	так то	1	1
439	как будто	2	1
440	в будущем	3	1
441	с другом	3	1
442	черное и	1	1
443	быть уверенным	1	1
444	не могут	2	1
445	когда мы	1	1
446	мы все	1	1
447	должны быть	1	1
448	с полной	1	1
449	этих областей	5	1
450	оно не	1	1
451	но сама	1	1
452	применить к	1	1
453	и всецело	2	1
454	но по	2	1
455	от друга	2	1
456	указывать на	1	1
457	в каких	1	1
458	бы дать	1	1
459	культуры и	2	1
460	то время	1	1
461	к любой	1	1
462	будет существовать	1	1
463	и когда	1	1
464	и сам	1	1
465	много других	1	1
466	мире как	1	1
467	по природе	1	1
468	еще в	1	1
469	в результате	3	1
470	имеется в	1	1
471	связанное с	1	1
472	приближается к	3	1
473	науки с	1	1
474	но необходимо	1	1
475	конечно это	1	1
476	язык и	1	1
477	собою образ	1	1
478	любви к	1	1
479	власти этого	1	1
480	того или	4	1
481	положения и	1	1
482	заключается в	2	1
483	между тем	8	1
484	переходит в	1	1
485	и всякая	1	1
486	самые основные	1	1
487	и наука	1	1
488	и только	3	1
489	нельзя сказать	1	1
490	в ту	1	1
491	мы хотим	1	1
492	раз на	1	1
493	а именно	2	1
494	для каких	2	1
495	его собственная	2	1
496	борьбы за	1	1
497	в новой	1	1
498	известных условиях	1	1
499	в какой	2	1
500	как нечто	1	1
501	ибо то	1	1
502	в стороне	3	1
503	или же	1	1
504	бы ни	3	1
505	об их	1	1
506	играет роль	1	1
507	высшее и	3	1
508	есть в	2	1
509	не можем	2	1
510	уже в	1	1
511	море и	2	1
512	борьбы с	1	1
513	есть непосредственная	1	1
514	не дает	3	1
515	при помощи	2	1
516	и других	2	1
517	но совершенно	1	1
518	но от	1	1
519	два факта	1	1
520	мир в	1	1
521	был бы	1	1
522	себе в	3	1
523	каком смысле	1	1
524	бы совершенно	2	1
525	для них	2	1
526	в случаях	1	1
527	от того	1	1
528	поскольку эта	1	1
529	более близкие	1	1
530	вне ее	1	1
531	имеет значение	1	1
532	своем значении	1	1
533	видим как	2	1
534	и неизвестно	1	1
535	его ни	1	1
536	во власти	2	1
537	на примере	1	1
538	и можно	2	1
539	или иначе	1	1
540	время совершенно	1	1
541	эти две	1	1
542	будет ли	2	1
543	уверенным что	1	1
544	по большей	1	1
545	связано с	3	1
546	их можно	1	1
547	а на	1	1
548	можно представить	1	1
549	зависит от	1	1
550	если даже	1	1
551	вопрос можно	1	1
552	и утверждается	1	1
553	там где	3	1
554	реальности в	1	1
555	сложнее чем	1	1
556	становится ясным	1	1
557	если не	1	1
558	входить в	1	1
559	видели в	1	1
560	вместе с	2	1
561	эта идея	1	1
562	как одно	1	1
563	представить себе	1	1
564	в европе	1	1
565	поэтому если	1	1
566	можно быть	1	1
567	тех и	1	1
568	о реальном	1	1
569	а если	1	1
570	не дают	2	1
571	наряду с	2	1
572	последнем случае	1	1
573	его жизни	1	1
574	находятся в	1	1
575	происходит в	2	1
576	что схема	1	1
577	с которым	1	1
578	для понимания	2	1
579	своего развития	1	1
580	друг с	3	1
581	действительности как	1	1
582	что мы	1	1
583	между прочим	7	1
584	плоти и	1	1
585	кроме того	1	1
586	всего в	2	1
587	является ли	3	1
588	только одна	1	1
589	в полном	1	1
590	известной степени	3	1
591	этих случаях	1	1
592	есть некоторая	1	1
593	указать на	1	1
594	при таком	1	1
595	она может	1	1
596	это можно	1	1
597	мира и	3	1
598	о котором	1	1
599	но также	2	1
600	для нас	4	1
601	но именно	2	1
602	к этой	1	1
603	возникает вопрос	1	1
604	и земли	1	1
605	а также	7	1
606	по самой	1	1
607	исключительно в	2	1
608	поскольку это	1	1
609	жизни в	3	1
610	логическую и	1	1
611	всего мира	1	1
612	между ними	2	1
613	не быть	1	1
614	в последнем	1	1
615	сам в	1	1
616	есть то	1	1
617	будучи в	1	1
618	и другие	1	1
619	понимать что	1	1
620	который не	1	1
621	в таком	3	1
622	все что	1	1
