N	3gram	Losev_Vlad_3	Psycholo
1	в том что	10	17
2	для того чтобы	1	13
3	в самом деле	1	11
4	с точки зрения	6	10
5	заключается в том	1	10
6	не может быть	6	8
7	на то что	2	6
8	то же самое	1	6
9	до сих пор	1	5
10	в этом отношении	2	5
11	мы знаем что	1	4
12	том случае если	2	4
13	сам по себе	2	4
14	можно было бы	1	4
15	в том случае	3	4
16	так же как	2	4
17	в данном случае	2	4
18	тем не менее	9	4
19	о том что	8	4
20	только в том	3	4
21	том что он	1	3
22	с тем что	1	3
23	точно так же	4	3
24	в конце концов	5	3
25	в то время	4	3
26	само по себе	3	3
27	несмотря на все	1	3
28	что и в	3	3
29	том что в	3	2
30	это то что	1	2
31	это было бы	1	2
32	так как в	1	2
33	в том и	1	2
34	те же самые	1	2
35	ли из этого	1	2
36	и то что	4	2
37	то время как	2	2
38	и что в	1	2
39	бы то ни	3	2
40	во всяком случае	3	2
41	том и заключается	1	2
42	этой точки зрения	1	2
43	в этой области	1	2
44	и в том	2	2
45	надо сказать что	1	2
46	ни в каком	2	2
47	то же время	2	2
48	это значит что	6	2
49	с другой стороны	2	2
50	в то же	3	2
51	к тому что	2	2
52	мы видим что	1	2
53	на то как	1	2
54	в согласии с	2	2
55	что иное как	1	1
56	идет только о	1	1
57	само собой разумеется	2	1
58	все дело в	1	1
59	то ни стало	2	1
60	то это значит	4	1
61	потому что в	1	1
62	что такая точка	1	1
63	на все эти	1	1
64	в этом смысле	3	1
65	свидетельствует о том	2	1
66	он не только	1	1
67	о том как	1	1
68	в этом случае	1	1
69	что же касается	5	1
70	то прежде всего	1	1
71	же как и	1	1
72	во что бы	2	1
73	а не к	1	1
74	в таком случае	2	1
75	в отличие от	3	1
76	не имеет никакого	1	1
77	только то что	1	1
78	с тем чтобы	1	1
79	и заключается что	1	1
80	этой проблемы и	1	1
81	несмотря на свою	1	1
82	а с другой	2	1
83	случае если мы	1	1
84	только при помощи	1	1
85	в основе своей	1	1
86	в противном случае	1	1
87	так же поступает	1	1
88	с этой точки	1	1
89	является такой же	1	1
90	вместе с тем	6	1
91	и тем не	1	1
92	он никогда не	2	1
93	одно и то	1	1
94	это едва ли	2	1
95	что бы то	2	1
96	потому что он	1	1
97	целым рядом других	1	1
98	то ни было	1	1
99	а не только	2	1
100	и если в	1	1
101	она вошла в	1	1
102	с одной стороны	3	1
103	себе представление о	1	1
104	для себя ни	1	1
105	и то же	1	1
106	которые мы находим	1	1
107	к этим трем	1	1
108	как будто бы	1	1
109	ясно что в	1	1
110	благодаря тому что	1	1
111	все же не	1	1
112	в связи с	2	1
113	только как на	1	1
114	а потому и	1	1
115	и так как	1	1
116	тем что в	1	1
117	есть вместе с	1	1
118	бросается в глаза	2	1
119	такая точка зрения	1	1
120	и в таком	2	1
121	что с этой	1	1
122	указать на то	1	1
123	более или менее	5	1
124	и только на	1	1
125	такой взгляд на	1	1
126	собой разумеется что	1	1
127	того что люди	1	1
128	не впадая в	1	1
129	нечего и говорить	1	1
130	нет ничего кроме	1	1
131	ничего общего с	2	1
132	то что это	2	1
133	к нему и	2	1
134	при этом что	1	1
135	с самого начала	1	1
136	не только не	1	1
137	не соглашаться с	1	1
138	и что все	1	1
139	можно не соглашаться	1	1
140	не только на	1	1
141	оно не может	2	1
142	выходит за пределы	1	1
143	может и не	1	1
144	именно в этой	1	1
145	и должны быть	1	1
146	и что эта	1	1
147	если бы не	1	1
148	бы если бы	2	1
149	по этому поводу	1	1
150	в том смысле	1	1
151	не что иное	1	1
152	те или иные	2	1
153	мы никак не	1	1
154	не имеет ничего	2	1
155	бы само собой	1	1
156	но когда оно	1	1
157	бросаются в глаза	1	1
