N	2gram	Voloshinov_1	Hudozhes
1	и в	38	28
2	том что	3	19
3	в ее	3	18
4	и не	14	18
5	в том	2	15
6	а не	6	14
7	в этом	10	13
8	не в	6	13
9	о том	4	12
10	перед нами	3	11
11	не только	27	11
12	при этом	9	11
13	как и	10	11
14	в его	6	11
15	уже не	4	10
16	в себе	9	9
17	но и	13	9
18	так и	6	8
19	между тем	3	8
20	что он	2	8
21	себя в	4	8
22	в жизни	2	8
23	в душе	2	8
24	может быть	13	8
25	о чем	1	8
26	я не	1	7
27	в мире	2	7
28	об этом	3	7
29	к тому	4	7
30	в частности	3	7
31	как это	5	7
32	и все	4	7
33	с ним	2	7
34	я и	2	6
35	в котором	3	6
36	то же	14	6
37	не было	2	6
38	и с	5	6
39	в своей	2	6
40	в то	9	6
41	тем что	2	6
42	если бы	4	6
43	можно сказать	4	6
44	это не	3	6
45	а в	5	6
46	то что	8	6
47	жизни и	3	6
48	жизни как	1	5
49	с его	7	5
50	в этой	6	5
51	как в	2	5
52	в самом	4	5
53	что это	4	5
54	не могла	1	5
55	в своем	1	5
56	не менее	1	5
57	у него	1	5
58	никогда не	7	5
59	ничего не	8	5
60	и его	7	5
61	она не	1	5
62	и сам	2	5
63	только на	3	5
64	для него	3	5
65	наряду с	1	5
66	как бы	28	5
67	да и	4	5
68	что в	1	5
69	и другие	1	5
70	но не	2	4
71	своей жизни	5	4
72	в художественном	1	4
73	то в	1	4
74	наш взгляд	1	4
75	на наш	2	4
76	человека в	2	4
77	он не	2	4
78	и уже	3	4
79	тем не	1	4
80	тому что	5	4
81	же время	7	4
82	внутренней жизни	3	4
83	как будто	1	4
84	и о	1	4
85	того чтобы	7	4
86	в конечном	1	4
87	вслед за	1	4
88	только в	6	4
89	в качестве	4	4
90	что и	3	4
91	как раз	1	4
92	для того	9	4
93	превращается в	1	4
94	не может	12	4
95	тому как	1	4
96	о своем	3	4
97	бы и	2	4
98	была бы	1	3
99	чтобы не	1	3
100	человека и	1	3
101	на себя	1	3
102	и он	2	3
103	в ней	8	3
104	но при	3	3
105	еще не	3	3
106	и на	6	3
107	столь же	1	3
108	со стороны	1	3
109	и читатель	1	3
110	бы не	2	3
111	как он	1	3
112	в нем	4	3
113	можно было	4	3
114	мы уже	10	3
115	с другими	2	3
116	было бы	7	3
117	несмотря на	2	3
118	в этих	2	3
119	что было	3	3
120	на него	4	3
121	о них	1	3
122	отдельного человека	1	3
123	как только	4	3
124	же самое	5	3
125	и это	7	3
126	ни слова	2	3
127	что у	3	3
128	когда в	1	3
129	все его	1	3
130	к нему	2	3
131	одной из	2	3
132	с ними	1	3
133	для нас	3	3
134	теперь же	2	3
135	конечном счете	1	3
136	в одном	3	3
137	с другой	1	3
138	все время	5	3
139	а с	5	3
140	прежде всего	21	3
141	так же	4	3
142	в состоянии	1	3
143	все это	4	3
144	или в	2	3
145	будто бы	1	3
146	все они	1	3
147	самом деле	4	3
148	все что	1	3
149	к людям	1	2
150	же как	1	2
151	и то	3	2
152	думал о	1	2
153	той же	5	2
154	говорить о	1	2
155	они были	1	2
156	на кого	1	2
157	тем как	1	2
158	если в	1	2
159	ответ на	2	2
160	отношение к	2	2
161	более чем	1	2
162	внутри себя	2	2
163	все же	7	2
164	не думал	1	2
165	как уже	2	2
166	и к	4	2
167	но в	5	2
168	со своей	1	2
169	точкой зрения	5	2
170	та же	3	2
171	в нашем	5	2
172	из этих	1	2
173	тому же	2	2
174	чего не	1	2
175	мысли и	1	2
176	о которой	1	2
177	не как	1	2
178	на этом	1	2
179	прежде чем	2	2
180	однако в	2	2
181	могла бы	1	2
182	не будет	3	2
183	зрения на	2	2
184	не с	3	2
185	лишь в	4	2
186	его в	4	2
187	характер и	1	2
188	и тогда	2	2
189	место в	2	2
190	в г	1	2
191	от своего	1	2
192	с точки	5	2
193	жизни с	1	2
194	что я	1	2
195	нельзя было	1	2
196	вместе со	1	2
197	дело не	1	2
198	того как	1	2
199	одна из	1	2
200	только не	1	2
201	ему в	1	2
202	в основе	2	2
203	к той	1	2
204	приходит к	1	2
205	как мы	9	2
206	мысль о	1	2
207	роль в	3	2
208	с собой	2	2
209	те же	4	2
210	с самим	2	2
211	до сих	1	2
212	во второй	3	2
213	и внешней	3	2
214	и т.д	21	2
215	в другом	1	2
216	и просто	1	2
217	того или	5	2
218	жизни он	1	2
219	нуждается в	2	2
220	один из	4	2
221	звезды и	1	2
222	здесь не	2	2
223	дело с	1	2
224	ли он	2	2
225	он уже	1	2
226	теперь в	3	2
227	с какой	1	2
228	было так	1	2
229	же и	1	2
230	в виде	1	2
231	его и	3	2
232	себе в	2	2
233	из них	3	2
234	вовсе не	2	2
235	этими словами	1	2
236	сих пор	2	2
237	или иной	4	2
238	именно в	1	2
239	как же	1	2
240	еще и	2	2
241	личностью в	1	2
242	именно так	1	2
243	нет ничего	2	2
244	вместе с	5	2
245	от страха	1	2
246	что личность	1	2
247	этот мотив	1	2
248	он будет	1	2
249	или иного	5	2
250	что же	8	2
251	и от	7	2
252	не является	5	2
253	и для	3	2
254	отнюдь не	10	2
255	в голову	3	2
256	это уже	1	2
257	у которого	5	2
258	потому что	5	2
259	хотя бы	18	2
260	в ресторане	1	2
261	точки зрения	10	2
262	а о	1	2
263	между ними	3	2
264	и эта	3	2
265	сказать что	3	2
266	но еще	1	2
267	разговоре с	1	2
268	тем самым	7	2
269	гораздо более	2	2
270	жизнь человека	1	1
271	отношения к	3	1
272	одним из	1	1
273	например в	1	1
274	не остается	1	1
275	это и	1	1
276	другому человеку	1	1
277	мы имели	2	1
278	которой так	1	1
279	перед лицом	1	1
280	и так	6	1
281	иное место	1	1
282	на две	1	1
283	жизни ее	1	1
284	целого произведения	2	1
285	обойтись без	1	1
286	также и	2	1
287	пока он	1	1
288	мы имеем	2	1
289	своего внутреннего	1	1
290	мы не	9	1
291	во внешнюю	2	1
292	ответить на	2	1
293	нам в	3	1
294	в сущности	1	1
295	принадлежит к	1	1
296	но то	1	1
297	в будущем	3	1
298	не совсем	1	1
299	так а	1	1
300	жизни это	2	1
301	из ее	1	1
302	в каждой	1	1
303	имя и	1	1
304	этом разговоре	1	1
305	не нужно	2	1
306	между собой	2	1
307	и личность	1	1
308	установки на	2	1
309	во всех	6	1
310	природы и	2	1
311	то он	3	1
312	самой природы	1	1
313	второй фразы	1	1
314	к которой	1	1
315	в сторону	1	1
316	в общем	1	1
317	иногда и	1	1
318	себе и	2	1
319	не просто	2	1
320	происходит ли	1	1
321	нет и	3	1
322	или иное	4	1
323	оно произносится	1	1
324	за пределы	1	1
325	в течение	1	1
326	в одной	1	1
327	в той	5	1
328	как к	1	1
329	яснее и	1	1
330	на минуту	1	1
331	и нет	2	1
332	как нам	1	1
333	остановиться на	1	1
334	дистанция между	1	1
335	хотя и	3	1
336	когда он	1	1
337	но для	3	1
338	мнения и	1	1
339	себе не	1	1
340	от этого	1	1
341	с действительной	1	1
342	за собой	1	1
343	в которой	7	1
344	ни один	2	1
345	представляет собой	2	1
346	он в	1	1
347	все эти	2	1
348	самое время	2	1
349	и отношения	1	1
350	чужое слово	1	1
351	купца и	1	1
352	но ведь	6	1
353	лица и	1	1
354	человек не	2	1
355	так сказать	4	1
356	все ее	1	1
357	что без	1	1
358	его но	1	1
359	только себя	1	1
360	к миру	2	1
361	в общении	1	1
362	еще раньше	1	1
363	при виде	1	1
364	нее и	1	1
365	и когда	2	1
366	в силу	1	1
367	содержит в	1	1
368	ведь ему	1	1
369	их в	3	1
370	общей для	1	1
371	лишь с	1	1
372	не должно	2	1
373	но все	4	1
374	значительной степени	2	1
375	слова не	2	1
376	здесь мы	3	1
377	происходит и	1	1
378	и ответ	2	1
379	он просто	1	1
380	тем в	1	1
381	и характер	1	1
382	и внутренняя	3	1
383	то есть	4	1
384	дома и	1	1
385	и стала	1	1
386	живых людей	1	1
387	то все	1	1
388	зрения и	1	1
389	и тем	6	1
390	его места	1	1
391	и соответствующего	1	1
392	в слове	3	1
393	не всегда	2	1
394	на своего	1	1
395	которой он	1	1
396	легче всего	2	1
397	не мог	3	1
398	и при	2	1
399	никак не	1	1
400	в казенной	2	1
401	таким же	1	1
402	взгляд на	1	1
403	в следующем	1	1
404	наших дней	1	1
405	на месте	1	1
406	установка на	1	1
407	то для	1	1
408	на руси	1	1
409	на свою	1	1
410	было легко	1	1
411	теперь как	1	1
412	свое существование	1	1
413	и уж	1	1
414	обращение к	1	1
415	в конце	6	1
416	пламя и	1	1
417	том же	1	1
418	в словах	3	1
419	слов о	1	1
420	же мы	5	1
421	же такое	2	1
422	произведения и	1	1
423	его внешнего	1	1
424	раз и	1	1
425	стоит только	1	1
