N	3gram	Ircho_Kome_2	Problemy
1	то же время	3	12
2	в то же	3	12
3	с самого начала	1	8
4	и т п	2	6
5	не может быть	1	6
6	по отношению к	3	5
7	и в то	1	5
8	во всяком случае	2	5
9	в этом смысле	2	4
10	с точки зрения	1	4
11	бы то ни	2	4
12	то ни было	2	4
13	на протяжении всего	1	4
14	в самом деле	1	3
15	и для себя	1	3
16	и в самом	1	3
17	с другой стороны	1	3
18	может быть даже	1	3
19	сводится к тому	1	2
20	и к тому	1	2
21	вместе с тем	4	2
22	в отличие от	2	2
23	а может быть	1	2
24	что в нем	1	2
25	как мы знаем	1	2
26	о том что	4	2
27	так и в	1	2
28	той или иной	1	2
29	тем не менее	1	2
30	друг с другом	2	2
31	в большинстве случаев	1	2
32	к тому же	10	2
33	как мы видели	1	2
34	в пределах одного	1	2
35	должны были бы	1	1
36	сплошь да рядом	1	1
37	так и не	1	1
38	одних и тех	2	1
39	в чем же	1	1
40	потому что в	1	1
41	как и во	1	1
42	в том же	1	1
43	быть даже в	1	1
44	же время он	1	1
45	до сих пор	2	1
46	что он не	1	1
47	то что в	1	1
48	за то что	4	1
49	и тех же	2	1
50	благодаря тому что	1	1
51	к тому что	2	1
52	и столь же	3	1
53	ни в одном	1	1
54	на этот раз	4	1
55	всяком случае в	1	1
56	в один из	1	1
57	как будто бы	1	1
58	и с этой	2	1
59	мы можем сказать	1	1
60	то что он	2	1
61	в нем не	2	1
62	так и для	1	1
63	и в том	1	1
64	и во всяком	1	1
65	а вместе с	1	1
66	и дает основание	1	1
67	в свою очередь	1	1
68	они и в	1	1
69	но все эти	1	1
70	но в этом	1	1
71	но все же	1	1
72	как можно более	1	1
73	для того чтобы	4	1
74	в том что	5	1
75	что и в	2	1
76	можем сказать что	1	1
