N	2gram	Vinokur_St_2	FransuaR
1	и в	29	49
2	прежде всего	5	19
3	в его	13	18
4	и на	6	17
5	не только	19	17
6	и его	6	17
7	в этом	21	15
8	и не	9	15
9	в году	3	13
10	в них	2	13
11	в эпоху	1	13
12	только в	2	13
13	но и	19	13
14	во время	2	12
15	как и	2	11
16	как бы	5	11
17	в этой	2	10
18	вовсе не	6	10
19	xvii века	1	9
20	в нем	4	9
21	для него	4	9
22	и др	2	9
23	все это	11	9
24	в романе	4	9
25	в сущности	1	8
26	отношение к	1	8
27	до нас	1	8
28	то же	2	7
29	все же	6	7
30	все эти	2	7
31	таким образом	10	7
32	как мы	1	7
33	один из	1	7
34	не может	2	7
35	о мире	2	7
36	жизни и	1	7
37	именно в	4	6
38	в истории	2	6
39	с их	1	6
40	так и	9	6
41	и с	4	6
42	времени и	4	6
43	точки зрения	5	6
44	но он	3	6
45	xviii века	2	6
46	в то	2	6
47	же время	1	6
48	то что	11	6
49	в творчестве	1	6
50	так как	2	6
51	сказать что	2	6
52	с точки	2	5
53	с его	2	5
54	из этих	1	5
55	но не	3	5
56	в своем	9	5
57	выражение в	2	5
58	при этом	2	5
59	в эту	3	5
60	в своей	7	5
61	никогда не	3	5
62	роль в	1	5
63	тот же	1	5
64	уже в	1	5
65	в начале	3	5
66	может быть	2	5
67	в особенности	2	5
68	и потому	2	5
69	и до	1	4
70	и к	4	4
71	но в	8	4
72	в себе	2	4
73	но все	7	4
74	в этих	3	4
75	и более	2	4
76	одна из	1	4
77	в области	2	4
78	характер и	1	4
79	она была	1	4
80	с другой	4	4
81	и во	1	4
82	в известной	1	4
83	а в	1	4
84	тем что	3	4
85	в форме	1	4
86	до сих	6	4
87	не было	3	4
88	там где	2	4
89	и о	4	4
90	сих пор	5	4
91	том что	27	4
92	в духе	2	4
93	в свое	1	4
94	в своих	1	4
95	значение в	1	4
96	как на	9	4
97	также и	2	3
98	в самом	7	3
99	на первом	2	3
100	место в	1	3
101	почти все	2	3
102	не был	3	3
103	точка зрения	1	3
104	для которого	1	3
105	раз в	2	3
106	да и	1	3
107	но именно	1	3
108	свое время	1	3
109	можно было	1	3
110	а затем	2	3
111	на все	1	3
112	было бы	5	3
113	из них	3	3
114	ни в	3	3
115	несмотря на	2	3
116	мы видели	1	3
117	в г	7	3
118	нельзя было	1	3
119	в одном	6	3
120	даже в	2	3
121	но они	2	3
122	в комических	1	3
123	только с	2	3
124	и это	2	3
125	в ее	2	3
126	так в	1	3
127	связанных с	1	3
128	и вообще	2	3
129	в виду	7	3
130	о том	17	3
131	в значительной	2	3
132	наконец в	3	3
133	века и	2	3
134	же в	1	3
135	что он	13	3
136	не дает	2	3
137	этого процесса	1	3
138	этом отношении	9	3
139	связан с	3	3
140	что для	1	3
141	нужно сказать	1	3
142	связь с	2	3
143	о чем	5	3
144	в течение	6	3
145	в книге	1	3
146	с полной	1	3
147	но эти	1	3
148	и все	1	3
149	в том	27	3
150	жизни в	1	3
151	другой стороны	3	3
152	как известно	2	2
153	одним из	6	2
154	до него	2	2
155	на самом	3	2
156	своего романа	1	2
157	по преимуществу	1	2
158	в какой-то	1	2
159	и значение	1	2
160	на материале	1	2
161	в ней	7	2
162	литературы и	1	2
163	еще не	1	2
164	он был	2	2
165	себе и	1	2
166	это и	1	2
167	за пределы	1	2
168	что они	2	2
169	его романа	1	2
170	это был	2	2
171	целый ряд	1	2
172	нового и	1	2
173	к числу	1	2
174	что слово	1	2
175	на то	2	2
176	вследствие этого	1	2
177	на его	2	2
178	по словам	4	2
179	перестает быть	1	2
180	и еще	1	2
181	в понимании	1	2
182	на совершенно	1	2
183	так например	7	2
184	значительной степени	2	2
185	в свет	5	2
186	был на	1	2
187	на этой	1	2
188	зрения на	1	2
189	должен был	4	2
190	по поводу	8	2
191	можно найти	1	2
192	в отношении	2	2
193	и без	1	2
194	уже к	1	2
195	что касается	1	2
196	в их	3	2
197	его современников	1	2
198	в условиях	1	2
199	было связано	1	2
200	и эти	1	2
201	что в	19	2
202	в устах	2	2
203	вплоть до	1	2
204	того как	7	2
205	того чтобы	6	2
206	ничего не	4	2
207	связанное с	1	2
208	что только	1	2
209	к ней	1	2
210	связи с	4	2
211	был для	4	2
212	здесь не	1	2
213	без всякого	1	2
214	средних веков	1	2
215	в пределах	1	2
216	особенно в	2	2
217	еще в	2	2
218	не были	1	2
219	по сравнению	1	2
220	другом месте	2	2
221	в другом	4	2
222	одного из	1	2
223	же более	1	2
224	можно сказать	1	2
225	нуждается в	1	2
226	всего что	1	2
227	в ту	1	2
228	сомнению что	1	2
229	одной из	3	2
230	очень много	1	2
231	всяком случае	3	2
232	в качестве	5	2
233	себе в	1	2
234	в конце	2	2
235	мы можем	1	2
236	у него	1	2
237	в первую	1	2
238	ссылается на	1	2
239	и даже	3	2
240	в предисловии	3	2
241	связано с	1	2
242	до конца	3	2
243	из наиболее	1	2
244	одну из	1	2
245	в связи	1	2
246	для них	1	2
247	вместе с	7	2
248	так же	3	2
249	xix века	3	2
250	сравнению с	1	2
251	такого рода	2	2
252	на эту	1	2
253	статье о	1	2
254	в тех	2	2
255	по существу	2	2
256	для понимания	1	2
257	своего времени	4	2
258	всем что	1	2
259	эти два	1	2
260	но это	3	2
261	вряд ли	3	2
262	не подлежит	1	2
263	еще раз	1	2
264	хотя и	4	2
265	и смысл	1	2
266	и другие	2	2
267	очень хорошо	2	2
268	нашло свое	2	2
269	совершенно не	2	2
270	из лучших	1	2
271	ее в	2	2
272	яркое выражение	1	2
273	во всяком	3	2
274	все что	1	2
275	например в	3	1
276	романа эти	1	1
277	с кем	1	1
278	и то	1	1
279	самом деле	3	1
280	только потому	2	1
281	к своей	1	1
282	тем же	2	1
283	в котором	7	1
284	той же	1	1
285	из всех	1	1
286	в несколько	1	1
287	г в	5	1
288	и была	2	1
289	характер его	1	1
290	для своего	2	1
291	основным источником	1	1
292	уже после	2	1
293	бы что	1	1
294	еще до	4	1
295	дикого и	1	1
296	который был	1	1
297	их с	1	1
298	не вполне	1	1
299	все здесь	1	1
300	трагедия не	2	1
301	мы и	1	1
302	конечно и	2	1
303	можно предполагать	1	1
304	того же	2	1
305	после выхода	1	1
306	о роли	1	1
307	и он	3	1
308	драмы в	1	1
309	на них	1	1
310	формам в	1	1
311	нельзя недооценивать	1	1
312	формах не	1	1
313	в чем	1	1
314	в создании	1	1
315	могло быть	3	1
316	не говорят	1	1
317	присутствует в	2	1
318	по отношению	1	1
319	в общем	3	1
320	в комментариях	2	1
321	обращении к	2	1
322	и речи	2	1
323	для борьбы	1	1
324	так что	3	1
325	чем же	1	1
326	же цели	1	1
327	в одной	2	1
328	независимо от	1	1
329	как в	3	1
330	не сливаются	1	1
331	и положений	2	1
332	еще больше	1	1
333	не будем	1	1
334	наиболее ярких	1	1
335	своих современников	1	1
336	в материал	1	1
337	об истории	2	1
338	это просто	1	1
339	конечно не	1	1
340	именно эта	1	1
341	них как	1	1
342	где все	1	1
343	характер как	1	1
344	точкой зрения	1	1
345	в которой	11	1
346	с самого	3	1
347	средство для	1	1
348	формы в	1	1
349	всего к	1	1
350	что к	1	1
351	безусловно был	1	1
352	и тот	1	1
353	важна не	1	1
354	только один	1	1
355	этого образа	2	1
356	и те	2	1
357	он не	9	1
358	чем для	1	1
359	но нельзя	1	1
360	и новым	1	1
361	действительности и	1	1
362	том чтобы	1	1
363	новое и	1	1
364	его от	1	1
365	века это	1	1
366	и по	3	1
367	на этом	1	1
368	в борьбе	1	1
369	говоря в	1	1
370	в основу	1	1
371	что все	1	1
372	это лучшее	1	1
373	в совершенно	1	1
374	об этом	6	1
375	была в	1	1
376	тридцатых годов	1	1
377	его в	2	1
378	первую очередь	1	1
379	что один	1	1
380	оказалась не	1	1
381	кажется что	3	1
382	я считаю	1	1
383	и рядом	1	1
384	само собою	2	1
385	о которых	2	1
386	с этой	2	1
387	времени была	1	1
388	в развитии	1	1
389	в один	2	1
390	отрывков из	1	1
391	не мог	3	1
392	отрицательное значение	1	1
393	места в	1	1
394	но если	1	1
395	ли можно	1	1
396	то для	1	1
397	что вся	1	1
398	условиях и	1	1
399	народу в	1	1
400	представление о	1	1
401	значение для	1	1
402	не менее	3	1
403	вышедшая в	1	1
404	и той	1	1
405	народа это	1	1
406	силу и	1	1
407	не в	4	1
408	времени не	2	1
409	была не	2	1
410	том же	2	1
411	что этот	2	1
412	где нет	2	1
413	и почти	1	1
414	что эта	3	1
415	освободиться от	1	1
416	и вся	2	1
417	она не	1	1
418	своего социального	1	1
419	суждения о	2	1
420	иной раз	1	1
421	после того	4	1
422	дело в	4	1
423	первая часть	1	1
424	тому кто	1	1
425	было не	1	1
426	самого и	1	1
427	можно судить	1	1
428	для всего	1	1
429	он с	1	1
430	только не	2	1
431	ссылались на	1	1
432	традиция в	1	1
433	больше чем	1	1
434	на французском	1	1
435	на тему	1	1
436	в форму	1	1
437	таким путем	1	1
438	совершенно неправильно	1	1
439	я не	7	1
440	к концу	1	1
441	как она	1	1
442	у шекспира	4	1
443	потому что	9	1
444	и теперь	2	1
445	свидетельствуют о	2	1
446	не поняли	1	1
447	по первому	1	1
448	вместо обычного	1	1
449	формы для	1	1
450	с тем	7	1
451	не существовало	1	1
452	не создает	1	1
453	и стиля	1	1
454	с и	2	1
455	и именно	3	1
456	не могут	1	1
457	и сам	2	1
458	на немецкий	7	1
459	народа в	2	1
460	он имел	1	1
461	вокруг него	1	1
462	к тому	10	1
463	но также	4	1
464	служить и	1	1
465	они и	1	1
466	слова с	1	1
467	для того	7	1
468	оно не	3	1
469	значения и	1	1
470	знаменитое письмо	1	1
471	как не	1	1
472	него самого	2	1
473	и совершенно	1	1
474	путешествие в	1	1
475	в образе	3	1
476	таково было	1	1
477	знали и	2	1
478	и которые	1	1
479	во многом	2	1
480	не место	1	1
481	выхода в	4	1
482	во второй	1	1
483	поэтому в	1	1
484	если бы	2	1
485	образом в	1	1
486	говорит здесь	1	1
487	свою историческую	1	1
488	и здесь	3	1
489	сам был	1	1
490	настоящее время	1	1
491	второй половине	1	1
492	и который	2	1
493	должно было	3	1
494	с властью	1	1
495	на всех	1	1
496	с теми	1	1
497	в знаменитой	1	1
498	судить о	1	1
499	всем в	1	1
500	раньше чем	4	1
501	борьбе с	1	1
502	что и	2	1
503	отметить что	2	1
504	литературных и	1	1
505	в свете	1	1
506	в лице	1	1
507	не относится	1	1
508	конце концов	1	1
509	и всего	1	1
510	того что	5	1
511	наконец и	1	1
512	года в	3	1
513	как например	2	1
514	хотя бы	3	1
515	и дело	2	1
516	в какой	2	1
517	была для	1	1
518	и действительно	1	1
519	еще и	3	1
520	успехом в	1	1
521	серьезностью и	1	1
522	поэтому и	1	1
523	все они	1	1
524	что из	1	1
525	с нею	3	1
526	был так	1	1
527	литературных оценок	1	1
528	своего рода	5	1
529	всем его	1	1
530	ни одного	3	1
531	борьбы с	3	1
532	себя и	1	1
533	что во	1	1
534	а это	1	1
535	ни с	2	1
536	одно из	1	1
537	и их	1	1
538	еще отметить	1	1
539	они делают	1	1
540	не о	1	1
541	известно что	1	1
542	свое выражение	2	1
543	не считались	1	1
544	как раз	8	1
545	он почти	1	1
546	в очень	1	1
547	дошедшие до	1	1
548	только на	1	1
549	с общим	1	1
550	лишь та	1	1
551	о своей	2	1
552	простого народа	2	1
553	и низким	1	1
554	в обращении	2	1
555	что человек	1	1
556	по своим	1	1
557	к которому	1	1
558	темам и	1	1
559	несколько примеров	1	1
560	которой был	1	1
561	первое издание	1	1
562	говорит о	2	1
563	них и	1	1
564	и литературной	1	1
565	на этот	2	1
566	не на	2	1
567	занимает в	1	1
568	а не	5	1
569	и далее	1	1
570	а по	1	1
571	литература в	1	1
572	здесь этот	1	1
573	которыми так	1	1
574	не существует	1	1
575	он и	1	1
576	т v	1	1
577	и ему	1	1
578	если не	2	1
579	в руках	1	1
580	в частности	4	1
581	ни на	1	1
582	это те	1	1
583	относятся к	3	1
584	если она	1	1
585	над ним	1	1
586	к своему	2	1
587	по своему	2	1
588	предисловии к	2	1
589	что за	2	1
590	это были	2	1
591	на тот	2	1
592	романа в	1	1
593	пишет в	1	1
594	одновременно и	1	1
595	и всей	1	1
596	со всею	1	1
597	поняли и	1	1
598	человек с	1	1
599	говорил об	1	1
600	действительно не	2	1
601	материал для	3	1
602	он чувствует	1	1
603	все как	1	1
604	этом случае	1	1
605	его за	1	1
606	характера в	1	1
607	письме к	8	1
608	народных массах	1	1
609	сторона этого	1	1
610	французского языка	1	1
611	французском языке	2	1
612	в более	1	1
613	не является	3	1
614	и для	1	1
615	как своего	2	1
616	к будущему	1	1
617	в двадцатых	1	1
618	и от	1	1
619	только таким	1	1
620	показателен для	1	1
621	место для	1	1
622	а все	1	1
623	в настоящее	1	1
624	совсем особый	1	1
625	для нас	1	1
