N	3gram	Losev_Prob_2	RusskieA
1	в том что	4	15
2	и т д	6	9
3	том что в	2	6
4	вместе с тем	1	6
5	в этом случае	7	5
6	в связи с	5	4
7	о том что	14	4
8	в настоящее время	16	3
9	мы не можем	1	3
10	тем не менее	12	3
11	что иное как	3	2
12	что в этом	1	2
13	мы не будем	1	2
14	но это не	1	2
15	может быть и	2	2
16	и многие другие	2	2
17	друг к другу	2	2
18	но тем не	1	2
19	не только на	1	2
20	к выводу что	1	2
21	но все же	1	2
22	по этому поводу	2	2
23	не что иное	3	2
24	и н г	1	1
25	что в истории	1	1
26	только потому что	1	1
27	иметь в виду	1	1
28	точно так же	3	1
29	на самом деле	2	1
30	всяком случае не	2	1
31	подобно тому как	2	1
32	в советской науке	2	1
33	же как и	1	1
34	том что это	1	1
35	не может считаться	1	1
36	и не только	1	1
37	в таком случае	10	1
38	или совсем не	1	1
39	можно говорить о	2	1
40	можно судить по	1	1
41	на самом же	1	1
42	в этом отношении	1	1
43	что не только	1	1
44	в собственном смысле	1	1
45	в свете того	1	1
46	можно было бы	2	1
47	как мы еще	1	1
48	и в своем	1	1
49	этого видно что	1	1
50	не потому что	1	1
51	не только в	2	1
52	в нашей стране	1	1
53	имеет ничего общего	2	1
54	как будто бы	5	1
55	и в этом	3	1
56	ничего не знает	2	1
57	во многих отношениях	1	1
58	и один из	1	1
59	но вместе с	1	1
60	во всяком случае	10	1
61	по содержанию своему	2	1
62	так же как	1	1
63	только о том	1	1
64	самом же деле	1	1
65	не имеет ничего	2	1
66	здесь мы имеем	1	1
67	и все другие	1	1
68	не отличается ни	1	1
69	в то время	1	1
70	об этом мы	1	1
71	ничего общего с	2	1
72	никак не может	2	1
73	вопрос о том	2	1
74	ни одна из	1	1
75	этом случае он	1	1
76	но оно в	1	1
77	можно сказать что	3	1
78	или может быть	1	1
79	на то что	4	1
80	в этих случаях	1	1
81	как мы уже	1	1
82	которые фигурируют в	1	1
83	для нас не	1	1
84	потому что они	1	1
85	только тогда когда	3	1
86	между прочим в	1	1
87	которую можно назвать	1	1
88	в данном случае	5	1
