N	2gram	Tiupa_Anal_3	Myslijsy
1	то есть	10	34
2	потому что	1	33
3	то что	2	29
4	может быть	9	26
5	таким образом	4	24
6	в этом	14	23
7	в том	9	23
8	и в	18	23
9	в слове	5	22
10	и не	12	18
11	что в	9	17
12	при этом	11	15
13	только в	2	15
14	то же	3	14
15	в себе	2	14
16	как и	14	14
17	того что	1	14
18	если бы	1	13
19	не было	3	12
20	а не	9	12
21	том что	12	12
22	не в	6	11
23	по себе	4	11
24	но и	13	11
25	не может	2	11
26	по отношению	7	10
27	не только	22	10
28	мы можем	2	10
29	тем что	2	10
30	что мы	2	10
31	и потому	2	10
32	между тем	5	9
33	не есть	4	9
34	мы не	3	8
35	в своем	4	8
36	но в	2	8
37	было бы	3	8
38	о том	6	8
39	сказать что	2	8
40	отношению к	7	8
41	очевидно что	2	7
42	как в	3	7
43	с этим	3	7
44	на то	1	7
45	в нем	2	7
46	в силу	1	7
47	мысли и	1	7
48	это не	2	7
49	что и	5	7
50	вовсе не	1	7
51	с тем	2	7
52	понятия о	1	7
53	могут быть	2	7
54	этого слова	2	7
55	что если	1	6
56	независимо от	1	6
57	и к	4	6
58	когда мы	2	6
59	мысль о	3	6
60	так и	14	6
61	тех пор	2	6
62	что не	3	6
63	до тех	1	6
64	для того	1	6
65	вместе с	2	6
66	говорить о	3	5
67	один и	1	5
68	хотя и	2	5
69	бы и	2	5
70	как бы	10	5
71	так сказать	2	5
72	должно быть	1	5
73	по крайней	4	5
74	не менее	4	5
75	с ним	1	5
76	образом в	1	5
77	внимание на	4	5
78	крайней мере	4	5
79	так что	1	5
80	есть в	1	5
81	не можем	1	5
82	уже в	3	5
83	в его	7	5
84	для него	6	5
85	само по	1	5
86	этом случае	1	5
87	все это	3	5
88	тем более	1	5
89	а в	10	5
90	таким же	1	5
91	во всяком	2	5
92	а между	1	4
93	сам по	1	4
94	есть не	2	4
95	и о	1	4
96	в истории	1	4
97	могли бы	2	4
98	его в	3	4
99	с другими	1	4
100	мы имеем	5	4
101	точки зрения	3	4
102	сих пор	1	4
103	тем не	2	4
104	на мысль	1	4
105	в то	3	4
106	того чтобы	1	4
107	со своим	1	4
108	и может	1	4
109	можно сказать	4	4
110	что он	4	4
111	хотя бы	1	4
112	в одном	4	4
113	тогда как	20	4
114	до сих	1	4
115	а именно	1	4
116	в данном	4	4
117	в той	2	4
118	да и	2	4
119	и все	2	4
120	в сравнении	2	4
121	между ними	1	4
122	только как	1	4
123	по поводу	3	4
124	тем самым	4	4
125	в таком	1	4
126	например в	2	3
127	человека и	1	3
128	самом деле	2	3
129	на самом	1	3
130	и есть	1	3
131	в первом	2	3
132	и до	1	3
133	слова в	1	3
134	мы уже	1	3
135	той же	5	3
136	что между	1	3
137	еще не	6	3
138	и на	4	3
139	то мы	1	3
140	тот человек	1	3
141	там где	2	3
142	и хотя	1	3
143	в самом	5	3
144	все эти	2	3
145	бы не	1	3
146	так в	3	3
147	и тот	1	3
148	на его	2	3
149	нашего времени	3	3
150	и по	2	3
151	в нее	1	3
152	ни был	1	3
153	в каждом	3	3
154	не будет	3	3
155	лишь в	5	3
156	от одного	1	3
157	в них	2	3
158	не всегда	3	3
159	ведет к	1	3
160	с точки	2	3
161	но это	1	3
162	не от	2	3
163	на себе	1	3
164	только не	3	3
165	никогда не	5	3
166	же время	3	3
167	связи с	1	3
168	к тому	6	3
169	слова с	1	3
170	что у	1	3
171	те же	2	3
172	связь между	1	3
173	и только	1	3
174	с ними	1	3
175	этот вопрос	1	3
176	то в	2	3
177	и так	1	3
178	этим словом	1	3
179	с нею	2	3
180	уже не	5	3
181	слова не	1	3
182	себе в	1	3
183	и их	1	3
184	всяком случае	2	3
185	со стороны	9	3
186	именно в	3	3
187	до этого	1	3
188	в переносном	1	3
189	более чем	2	3
190	со словом	1	3
191	между прочим	1	3
192	известной степени	3	3
193	в искусстве	2	3
194	таком случае	1	2
195	нам кажется	2	2
196	уже по	2	2
197	и себя	1	2
198	как мы	1	2
199	что иное	1	2
200	оно есть	1	2
201	я не	1	2
202	мы и	1	2
203	в ней	2	2
204	проявляется в	1	2
205	иное как	1	2
206	нам представляется	2	2
207	столь же	4	2
208	тем как	1	2
209	к ним	1	2
210	одном из	1	2
211	в отдельных	1	2
212	что по	4	2
213	имеет в	1	2
214	не дано	1	2
215	так или	1	2
216	из этих	3	2
217	его части	2	2
218	во многих	1	2
219	с языком	1	2
220	что она	2	2
221	не следует	1	2
222	он не	6	2
223	переносном смысле	1	2
224	состоит в	4	2
225	не как	2	2
226	из виду	1	2
227	подобно тому	3	2
228	человека в	1	2
229	значительной степени	2	2
230	здесь мы	1	2
231	в мире	5	2
232	об этом	2	2
233	это было	1	2
234	и без	3	2
235	оно живет	1	2
236	от его	2	2
237	вопрос о	1	2
238	теми же	1	2
239	лишь один	1	2
240	даже в	2	2
241	же мы	1	2
242	судить по	1	2
243	до известной	3	2
244	в сущности	5	2
245	дело не	3	2
246	имеем дело	4	2
247	и его	13	2
248	что на	1	2
249	у нас	1	2
250	не могут	1	2
251	уже было	1	2
