N	2gram	Losev_Dial_2	RusskieA
1	и в	19	36
2	не только	19	22
3	том что	10	19
4	что в	7	19
5	в том	14	17
6	т е	30	17
7	но и	12	16
8	так как	14	15
9	во время	2	14
10	в этом	8	12
11	в других	1	11
12	и т	17	10
13	и на	1	10
14	это не	10	10
15	как и	10	10
16	как мы	3	10
17	вместе с	2	10
18	потому что	14	10
19	т д	15	9
20	об этом	3	9
21	а в	4	9
22	и по	4	8
23	с тем	2	8
24	о том	5	8
25	из них	3	8
26	может быть	20	8
27	как это	7	8
28	е в	3	8
29	что они	6	7
30	так и	10	7
31	между тем	2	7
32	что и	5	7
33	мы не	1	6
34	в виде	2	6
35	таким образом	4	6
36	при этом	4	6
37	видно что	1	6
38	не имеет	1	6
39	уже не	3	6
40	в них	1	6
41	и не	30	6
42	все это	4	6
43	будто бы	3	6
44	то что	14	6
45	как в	2	5
46	все же	4	5
47	во многих	1	5
48	показывает что	1	5
49	того как	2	5
50	как будто	7	5
51	год и	1	5
52	с ними	2	5
53	одно из	4	5
54	как бы	14	5
55	мы имеем	3	4
56	еще не	4	4
57	во всех	2	4
58	в эти	1	4
59	что по	2	4
60	после этого	3	4
61	из этих	1	4
62	в их	2	4
63	что этот	3	4
64	тому что	2	4
65	одна из	1	4
66	связи с	4	4
67	что на	2	4
68	к тому	2	4
69	его с	3	4
70	еще в	1	4
71	и что	5	4
72	и их	3	4
73	тем что	2	4
74	и др	1	4
75	в некоторых	2	4
76	в тех	2	4
77	того что	6	4
78	по существу	1	4
79	но это	7	4
80	в связи	4	4
81	не может	9	4
82	только в	5	4
83	их и	1	3
84	если в	2	3
85	которые не	2	3
86	в своем	4	3
87	что это	10	3
88	связанные с	1	3
89	на этом	2	3
90	то же	12	3
91	но все	2	3
92	далеко не	1	3
93	несмотря на	2	3
94	в москве	1	3
95	в этих	3	3
96	точки зрения	12	3
97	с точки	8	3
98	она в	1	3
99	тем не	2	3
100	на небо	1	3
101	их в	2	3
102	не менее	3	3
103	в разных	3	3
104	ничего не	3	3
105	в поле	1	3
106	вывод что	1	3
107	приводит к	1	3
108	к жизни	1	3
109	начиная с	1	3
110	или на	2	3
111	от них	1	3
112	только на	1	3
113	в одном	4	3
114	к ним	1	3
115	в области	2	3
116	и из	3	3
117	о чем	3	3
118	так же	2	3
119	в это	3	3
120	не будем	1	3
121	в целях	3	3
122	и к	7	3
123	но эти	1	3
124	как известно	2	2
125	например в	2	2
126	между двумя	1	2
127	но она	1	2
128	что иное	3	2
129	как не	2	2
130	это время	3	2
131	в ней	2	2
132	он был	1	2
133	иное как	3	2
134	природы и	1	2
135	на самом	2	2
136	но не	6	2
137	не просто	12	2
138	отнюдь не	6	2
139	однако как	1	2
140	независимо от	4	2
141	что именно	1	2
142	с этим	3	2
143	мы можем	1	2
144	и как	10	2
145	но в	2	2
146	с г	1	2
147	та же	4	2
148	в целом	1	2
149	все эти	2	2
150	в дальнейшем	1	2
151	и до	1	2
152	выводу что	1	2
153	как он	4	2
154	к выводу	1	2
155	что она	14	2
156	в нем	10	2
157	всех этих	3	2
158	не значит	3	2
159	в силу	5	2
160	когда на	1	2
161	в каждом	2	2
162	же не	3	2
163	главным образом	1	2
164	и с	5	2
165	разница между	2	2
166	с целью	2	2
167	в жизни	2	2
168	в один	3	2
169	далее в	2	2
170	и более	3	2
171	в древней	1	2
172	нас к	1	2
173	она не	8	2
174	что ему	1	2
175	у него	1	2
176	с религией	1	2
177	но даже	1	2
178	не знали	1	2
179	и здесь	1	2
180	могут быть	4	2
181	сходство с	1	2
182	и другим	1	2
183	они и	1	2
184	как они	3	2
185	мы наблюдаем	1	2
186	что у	2	2
187	в образе	1	2
188	подойти к	1	2
189	составные части	1	2
190	с ним	4	2
191	на все	2	2
192	и поэтому	1	2
193	на что	1	2
194	в различных	1	2
195	сходство между	1	2
196	в его	1	2
197	на еду	1	2
198	них в	1	2
199	значит что	12	2
200	на другие	1	2
201	в какой	2	2
202	их не	1	2
203	так что	7	2
204	это показывает	1	2
205	его и	1	2
206	в прошлом	1	2
207	но что	7	2
208	тут же	4	2
209	не было	3	2
210	в особенности	1	2
211	чем в	1	2
212	себя и	1	2
213	и пр	5	2
214	только по	1	2
215	не на	2	2
216	а не	16	2
217	и непосредственно	1	2
218	его как	1	2
219	в частности	2	2
220	нет надобности	1	2
221	и потому	5	2
222	там где	1	2
223	быть и	4	2
224	только для	1	2
225	судить о	1	2
226	мы видим	2	2
227	тем и	1	2
228	или в	2	2
229	когда он	1	2
230	мы должны	2	2
231	не что	3	2
232	в отдельности	1	2
233	в своих	2	2
234	который должен	1	1
235	говоря о	1	1
236	также и	2	1
237	же как	3	1
238	таком случае	3	1
239	чтобы не	6	1
240	самом деле	4	1
241	только потому	2	1
242	тех же	1	1
243	многих отношениях	1	1
244	зависимости от	2	1
245	по преимуществу	1	1
246	что эти	2	1
247	и ее	1	1
248	оно было	1	1
249	должна быть	5	1
250	становится ясной	1	1
251	по его	1	1
252	поэзии и	4	1
253	мы уже	8	1
254	народного просвещения	1	1
255	этого нет	3	1
256	что если	3	1
