N	3gram	Propp_Isto_4	Formalny
1	не может быть	4	10
2	в связи с	2	10
3	и т д	24	5
4	вместе с тем	1	4
5	как мы видели	3	4
6	не могут быть	1	4
7	и не может	1	3
8	в зависимости от	1	3
9	но и в	1	3
10	может быть и	1	3
11	в большинстве случаев	1	3
12	не в том	1	3
13	с другой стороны	4	3
14	так и в	2	3
15	а в связи	1	2
16	т е как	1	2
17	но все же	4	2
18	к тому что	1	2
19	мы знаем что	7	1
20	что иное как	3	1
21	в этом рассказе	1	1
22	и в особенности	1	1
23	в этом случае	3	1
24	до сих пор	5	1
25	должен был получиться	1	1
26	и в других	1	1
27	что он не	1	1
28	как мы увидим	1	1
29	с помощью своего	1	1
30	во всех этих	1	1
31	но он не	1	1
32	ничего не говорят	1	1
33	на этот вопрос	2	1
34	и с помощью	1	1
35	и в этих	1	1
36	и связанные с	1	1
37	мы не можем	1	1
38	т е в	3	1
39	не в своей	1	1
40	в данном случае	3	1
41	они были не	1	1
42	тем что он	2	1
43	необходимо отличать от	1	1
44	при помощи которой	2	1
45	на задний план	2	1
46	смысле этого слова	2	1
47	в том как	1	1
48	главным образом на	1	1
49	сам он становится	1	1
50	это и есть	1	1
51	то что он	2	1
52	нет есть только	1	1
53	что же это	1	1
54	в других случаях	1	1
55	в широком смысле	1	1
56	он уже не	1	1
57	есть не что	1	1
58	в общих чертах	1	1
59	таким образом мы	1	1
60	здесь не может	1	1
61	и тем самым	1	1
62	связанные с ними	1	1
63	ничего общего с	1	1
64	же это за	1	1
65	мы имеем в	2	1
66	в узком смысле	1	1
67	не что иное	3	1
68	тем не менее	2	1
69	то что они	1	1
70	как и в	1	1
71	что и в	1	1
