N	3gram	Voloshinov_1	Problema
1	то же самое	1	9
2	для того чтобы	1	8
3	в данном случае	1	8
4	в этом смысле	3	6
5	о том что	2	5
6	в том что	1	5
7	на самом деле	4	4
8	в связи с	1	4
9	той или иной	1	4
10	дело в том	1	3
11	с точки зрения	6	3
12	до сих пор	3	3
13	именно то что	1	3
14	во всяком случае	3	3
15	но отнюдь не	2	3
16	можно сказать что	3	3
17	и того же	1	2
18	что иное как	1	2
19	случае не может	1	2
20	в самом деле	2	2
21	по крайней мере	3	2
22	а может быть	1	2
23	так как он	1	2
24	так же как	2	2
25	и в этом	2	2
26	не может быть	3	2
27	что может быть	1	2
28	одного и того	1	2
29	а часто и	1	2
30	не что иное	1	2
31	можно было бы	1	2
32	подобно тому как	1	2
33	может быть даже	1	2
34	если бы он	1	1
35	со всем его	1	1
36	и может быть	2	1
37	бы он был	1	1
38	вместе с тем	1	1
39	бы оно ни	1	1
40	он может быть	1	1
41	но даже и	1	1
42	есть прежде всего	1	1
43	а потом и	1	1
44	на первый план	1	1
45	как мы сказали	1	1
46	пр можно сказать	1	1
47	на этой ступени	2	1
48	друг на друга	2	1
49	в этом отношении	1	1
50	знаем что такое	1	1
51	и пр можно	1	1
52	свой смысл и	1	1
53	же как и	1	1
54	на первый взгляд	1	1
55	входить в эту	1	1
56	так и в	1	1
57	этим и объясняется	1	1
58	не могут быть	2	1
59	бы то ни	1	1
60	поры до времени	1	1
61	в его целом	2	1
62	связи с этим	1	1
63	не чем иным	1	1
64	же самое и	1	1
65	мы еще не	1	1
66	оно ни было	1	1
67	только на путях	1	1
68	чем иным как	1	1
69	что в этой	1	1
70	может быть это	3	1
71	мы можем сказать	2	1
72	мы на самом	1	1
73	ничего не говорит	1	1
74	и как мы	1	1
75	перевести на язык	1	1
76	и что он	1	1
77	что в них	1	1
78	по которой можно	1	1
79	до поры до	1	1
80	да притом еще	1	1
