N	4gram	Tiupa_Narr_1	DiskursI
1	в то же время	3	4
2	состоит в том что	2	2
3	дело в том что	1	2
4	одного и того же	1	2
5	между жизнью и смертью	1	2
6	должен не у-влекать слушателей	1	1
7	и характерное для восприятия	1	1
8	притче была впервые освоена	1	1
9	авторитетное слово там же	1	1
10	в той мере в	1	1
11	характерное для восприятия сказания	1	1
12	совершенно иными границами между	1	1
13	чужому слову чего не	1	1
14	интонации и оценки и	1	1
15	анекдот не знает к	1	1
16	случайности полноценная биография возможна	1	1
17	и возможность иного языка	1	1
18	в классическом романе реалистической	1	1
19	приводит к интонации доверительной	1	1
20	суть равнодостойные субъекты смыслополагания	1	1
21	биография и не дает	1	1
22	диалогизм биографического слова не	1	1
23	опыта их свободного согласия	1	1
24	не дает позвоночника роману	1	1
25	смыслополагания между которыми устанавливаются	1	1
26	от нудительной серьезности бахтин	1	1
27	позиции изобразителя жизни повествователя	1	1
28	он от позиции учителя	1	1
29	присутствия в мире на	1	1
30	преодолеваемая даль и сближение	1	1
31	так называемого чувства юмора	1	1
32	всего в том что	1	1
33	именно это ощущение составляет	1	1
34	сам текст анекдота выбор	1	1
35	диалогизированного слова прямой речи	1	1
36	кощунство и непристойность необыкновенное	1	1
37	становящегося человека с его	1	1
38	которого анекдот легко может	1	1
39	умения отрешиться от нудительной	1	1
40	видения мира романного образа	1	1
41	человеческому существованию вследствие которого	1	1
42	герою жизнеописания чего анекдот	1	1
43	равнодостойные субъекты смыслополагания между	1	1
44	реакцию предварительное знакомство слушателей	1	1
45	адресата от героя окажется	1	1
46	герою определяемое отсутствием ценностной	1	1
47	запрета есть профанация священного	1	1
48	невозможно притчевое нормативное самоотождествление	1	1
49	где образ становящегося человека	1	1
50	границами между вещами и	1	1
51	священного новелла ночной жанр	1	1
52	и сближение но не	1	1
53	или острота наизнанку глупость	1	1
54	прежде всего в том	1	1
55	автора с читателем к	1	1
56	ее содержание к собственной	1	1
57	в мире это требует	1	1
58	называемого чувства юмора умения	1	1
59	к чужому слову чего	1	1
60	живого голоса зримого жеста	1	1
61	пространственно-временных масштабов и соотношений	1	1
62	новелле есть нарушение запрета	1	1
63	опыт жизни а также	1	1
64	притчевое нормативное самоотождествление с	1	1
65	особое отношение к своему	1	1
66	стабильно дифференцированном и оцененном	1	1
67	в придании истории смысла	1	1
68	наличие так называемого чувства	1	1
69	той мере в какой	1	1
70	от позиции учителя жизни	1	1
71	бы непосредственного присутствия рассказчика	1	1
72	с читателем к иллюзии	1	1
73	новелла ночной жанр посрамляющий	1	1
74	благоговейного приятия и ученичества	1	1
75	же сказания или притчи	1	1
76	иллюзии живого голоса зримого	1	1
77	освоена в анекдоте подготовившем	1	1
78	острота или острота наизнанку	1	1
79	принципиально недопустимая в сказании	1	1
80	ценностно-смысловой картины мира с	1	1
81	слова эта возможность иного	1	1
82	но и характерное для	1	1
83	слово там же сказания	1	1
84	заинтересовывать судьбой отдельных лиц	1	1
85	несет в себе рецептивную	1	1
86	слушателей с содержанием анекдота	1	1
87	здесь обычно является сюжетообразующим	1	1
88	носителей различного жизненного опыта	1	1
89	составляет преломляющая несобственно-прямая речь	1	1
90	случая непредсказуемое стечение обстоятельств	1	1
91	и запечатлевающий основу такой	1	1
92	иными соседствами именно это	1	1
93	может обладать собственным смыслом	1	1
94	юмора умения отрешиться от	1	1
95	развития самоопределяющегося субъекта жизни	1	1
96	дает позвоночника роману человек	1	1
97	например в значительной степени	1	1
98	недопустимая в сказании или	1	1
99	о ней установка не	1	1
100	субъект объект и адресат	1	1
101	объект и адресат протороманного	1	1
102	притчу в принципе можно	1	1
103	жизнеописания вполне самобытно но	1	1
104	двуголосого слова манифестирующего двоякий	1	1
105	без благоговейного приятия и	1	1
106	позицию опираясь на индивидуальный	1	1
107	словесное кощунство и непристойность	1	1
108	рассеянной чужой речи и	1	1
109	беседы автора с читателем	1	1
110	императивной нормы ни в	1	1
111	и оценки и иных	1	1
112	протороманного коммуникативного события суть	1	1
113	преломляющая несобственно-прямая речь включая	1	1
114	нормативное самоотождествление с человеком	1	1
115	готовом стабильно дифференцированном и	1	1
116	призван обладать проективной компетентностью	1	1
117	анекдотическому дискурсу речевая маска	1	1
118	человеком неким ибо предметно-тематическое	1	1
119	жизнеописания чего анекдот не	1	1
120	и как бы непосредственного	1	1
121	быть субъектом ролевого действия	1	1
122	или притче была впервые	1	1
123	нарративного высказывания состоит в	2	1
124	существованию вследствие которого он	1	1
125	содержание жизнеописания вполне самобытно	1	1
126	бы то ни было	3	1
127	жеста и как бы	1	1
128	голоса зримого жеста и	1	1
129	текст анекдота выбор лексики	1	1
130	другом и другого в	1	1
131	и развития самоопределяющегося субъекта	1	1
132	понимание излагаемой жизни как	1	1
133	масштабов и соотношений такая	1	1
134	в новелле есть нарушение	1	1
135	жанр посрамляющий умершее солнце	1	1
136	до которого анекдот легко	1	1
137	и иных пространственно-временных масштабов	1	1
138	состоит в напряжении событийного	1	1
139	нарушение запрета есть профанация	1	1
140	мире случайности полноценная биография	1	1
141	ибо предметно-тематическое содержание жизнеописания	1	1
142	острота наизнанку глупость неуместность	1	1
143	иной конкретной ценностно-смысловой картины	1	1
144	для восприятия сказания или	1	1
145	то есть субъектом самоопределения	1	1
146	жизни повествователя о ней	1	1
147	доверительной и раскованной беседы	1	1
148	различного жизненного опыта их	1	1
149	ценностно-смысловой позиции в мире	1	1
150	есть биография и не	1	1
151	вполне самобытно но и	1	1
152	нем звучит один голос	1	1
153	ошибка оговорка где слово	1	1
154	и не быть субъектом	1	1
155	в значительной степени зависим	1	1
156	не знает к его	1	1
157	первую очередь по отношению	1	1
158	как притчу в принципе	1	1
159	ни для рассказчика ни	1	1
160	ними здесь невозможно притчевое	1	1
161	игра случая непредсказуемое стечение	1	1
162	не у-влекать слушателей преодолевая	1	1
163	реализатором самобытного смысла развертывающейся	1	1
164	состоит в придании истории	1	1
165	сводится к этим моментам	1	1
166	мысль о том что	1	1
167	родственным анекдотическому дискурсу речевая	1	1
168	неуместность ошибка оговорка где	1	1
169	иных пространственно-временных масштабов и	1	1
170	но раз-влекать их предлагая	1	1
171	глазами анекдота это игра	1	1
172	сказания или анекдота ценностное	1	1
173	подготовившем почву для жизнеописания	1	1
174	опыт запечатлеваемый и запечатлевающий	1	1
175	преодолевая их внутреннюю обособленность	1	1
176	фон романного видения мира	1	1
177	эта возможность иного включает	1	1
178	и другого в себе	1	1
179	мире императивной нормы ни	1	1
180	свою жизненную позицию опираясь	1	1
181	учителя жизни постоянно переходит	1	1
182	проектировать свою жизненную позицию	1	1
183	интонации доверительной и раскованной	1	1
184	не столько от содержания	1	1
185	к иллюзии живого голоса	1	1
186	реальному человеческому существованию вследствие	1	1
187	лексики например в значительной	1	1
188	анекдот но без благоговейного	1	1
189	слова не сводится к	1	1
190	полноценная биография возможна только	1	1
191	и реализатором самобытного смысла	1	1
192	с человеком неким ибо	1	1
193	составляет необходимый фон романного	1	1
194	обладать собственным смыслом ни	1	1
195	к позиции изобразителя жизни	1	1
196	при этом и сам	1	1
197	анекдота не столько от	1	1
198	анекдота выбор лексики например	1	1
199	имеем дело не с	1	1
200	за которым обнаруживается преодолеваемая	1	1
201	анекдот легко может быть	1	1
202	дискурса призван обладать проективной	1	1
203	была впервые освоена в	1	1
204	этом и сам текст	1	1
205	иными границами между вещами	1	1
206	вследствие которого он от	1	1
207	и раскованной беседы автора	1	1
208	и возможность иной интонации	1	1
209	тогда как притчу в	1	1
210	сближение но не слияние	1	1
211	конкретной ценностно-смысловой картины мира	1	1
212	коммуникативного события суть равнодостойные	1	1
213	ни анекдот ни притча	1	1
214	интрига нарративного высказывания состоит	1	1
215	позиции в мире это	1	1
216	анекдоте подготовившем почву для	1	1
217	непристойность необыкновенное в новелле	1	1
218	глупость неуместность ошибка оговорка	1	1
219	дискурса принципиальное различие между	1	1
220	формы скрытой полускрытой рассеянной	1	1
221	как бы непосредственного присутствия	1	1
222	жизни то есть субъектом	1	1
223	чего не требует анекдот	1	1
224	жизненный опыт запечатлеваемый и	1	1
225	это ощущение составляет необходимый	1	1
226	столько от содержания сколько	1	1
227	в мире императивной нормы	1	1
228	речь включая разные формы	1	1
229	постоянно переходит к позиции	1	1
230	от содержания сколько от	1	1
231	в том что в	1	1
232	повествователя о ней установка	1	1
