N	2gram	Vinokur_Ku_2	DiskursI
1	в качестве	8	34
2	не только	20	28
3	в том	19	23
4	а не	10	22
5	том что	11	19
6	может быть	15	17
7	как и	2	16
8	и в	23	16
9	в этом	18	15
10	еще не	5	14
11	но и	7	14
12	при этом	2	13
13	но не	6	11
14	прежде всего	8	11
15	и не	16	11
16	как в	3	10
17	далеко не	1	10
18	с другой	8	10
19	по отношению	1	9
20	в нем	4	9
21	не может	9	9
22	состоит в	2	9
23	с одной	2	9
24	одной стороны	1	9
25	в частности	2	9
26	отнюдь не	4	8
27	но в	11	8
28	своего рода	4	8
29	о том	1	8
30	так и	4	8
31	а также	3	8
32	не было	4	7
33	в себе	1	7
34	то же	6	7
35	не в	8	7
36	роль в	2	7
37	со стороны	4	7
38	в его	5	7
39	только в	5	7
40	в своем	2	6
41	и как	1	6
42	ни к	15	6
43	и на	6	5
44	отличие от	2	5
45	в рамках	1	5
46	природе своей	1	5
47	тому же	1	5
48	в силу	7	5
49	в котором	1	5
50	в их	2	5
51	в отличие	2	5
52	в процессе	3	5
53	в себя	1	5
54	сводится к	3	5
55	по природе	1	5
56	в эпоху	1	5
57	или иной	1	5
58	можно сказать	4	5
59	в данном	4	5
60	как бы	4	5
61	к тому	4	5
62	а в	3	5
63	то что	9	5
64	в своей	2	5
65	и о	4	4
66	в которых	2	4
67	с его	1	4
68	отношение к	1	4
69	и к	1	4
70	уже не	8	4
71	в целом	1	4
72	не как	2	4
73	лишь в	5	4
74	в них	4	4
75	потому что	25	4
76	могут быть	4	4
77	внимание на	1	4
78	же время	3	4
79	между тем	6	4
80	как правило	1	4
81	одной из	1	4
82	что он	5	4
83	для него	1	4
84	в особенности	4	4
85	что не	6	4
86	связи с	3	4
87	такого рода	1	4
88	не предполагает	1	4
89	что в	10	4
90	также и	5	3
91	того же	3	3
92	и потому	2	3
93	в основании	2	3
94	столь же	1	3
95	с этим	3	3
96	перед нами	4	3
97	в самом	12	3
98	заключается в	2	3
99	это не	6	3
100	ведет к	1	3
101	точки зрения	14	3
102	в своих	2	3
103	однако в	1	3
104	бы быть	1	3
105	по себе	10	3
106	в то	4	3
107	таким образом	5	3
108	ли не	2	3
109	должны быть	2	3
110	как не	3	3
111	свою очередь	2	3
112	в ее	1	3
113	не с	1	3
114	и даже	2	3
115	что и	3	3
116	хотя бы	9	3
117	различного рода	1	3
118	к ним	1	3
119	тем что	3	3
120	именно в	3	3
121	имеет место	1	3
122	и составляет	1	3
123	себе не	2	3
124	по своему	1	3
125	для обозначения	2	3
126	того что	3	3
127	один из	5	3
128	все же	7	3
129	в свою	2	3
130	сказать что	4	3
131	другой стороны	7	3
132	говорящего к	1	3
133	в действительности	1	3
134	отношения к	2	2
135	языка с	1	2
136	и есть	2	2
137	едва ли	1	2
138	в году	2	2
139	мы имеем	5	2
140	в сущности	9	2
141	совпадает с	1	2
142	этого термина	2	2
143	в виду	3	2
144	первого и	1	2
145	сказать и	1	2
146	научная дисциплина	1	2
147	но как	1	2
148	определяется не	1	2
149	как к	1	2
150	что касается	2	2
151	хотя и	4	2
152	когда он	1	2
153	целый ряд	5	2
154	не приходится	1	2
155	в этой	6	2
156	эпохи и	1	2
157	по словам	2	2
158	не следует	5	2
159	в принципе	1	2
160	силу своей	1	2
161	том чтобы	1	2
162	и по	3	2
163	на этом	3	2
164	так например	1	2
165	в каждом	1	2
166	могла бы	2	2
167	различие между	3	2
168	об этом	5	2
169	того или	2	2
170	и тем	5	2
171	соответствии с	2	2
172	не всегда	2	2
173	и без	1	2
174	по крайней	6	2
175	не менее	7	2
176	дело не	2	2
177	к такому	1	2
178	в наше	2	2
179	и его	3	2
180	крайней мере	6	2
181	уже о	3	2
182	отличается от	3	2
183	значительной степени	1	2
184	мысли о	1	2
185	не есть	1	2
186	оно не	2	2
187	и он	1	2
188	как мы	3	2
189	с ее	1	2
190	говоря уже	2	2
191	говорит и	1	2
192	данном случае	2	2
193	языка и	8	2
194	характер и	2	2
195	в пределах	4	2
196	приводит к	5	2
197	и иные	1	2
198	на том	2	2
199	но зато	2	2
200	в другом	2	2
201	словесной культуры	1	2
202	и вообще	2	2
203	а по	1	2
204	во всяком	5	2
205	и что	8	2
206	одного из	2	2
207	в значительной	1	2
208	на протяжении	1	2
209	и требует	1	2
210	она здесь	1	2
211	в форме	3	2
212	большей или	3	2
213	дело с	1	2
214	в какой	1	2
215	наше время	2	2
216	тот или	1	2
217	есть в	3	2
218	уже в	3	2
219	свидетельствует о	1	2
220	или даже	1	2
221	слова в	6	2
222	в одном	1	2
223	сами по	1	2
224	в современном	2	2
225	заметить что	1	2
226	никогда не	2	2
227	чем он	1	2
228	и др	1	2
229	обратить внимание	2	2
230	более того	1	2
231	в соответствии	3	2
232	однако и	2	2
233	произведение в	1	2
234	то она	1	2
235	более чем	1	2
236	из уст	1	2
237	что же	5	2
238	за рамки	2	2
239	в ряду	1	2
240	и было	1	2
241	этом своем	1	2
242	представляет себе	1	2
243	или в	4	2
244	о котором	2	2
245	своей собственной	3	2
246	и все	2	2
247	не более	2	2
248	будто бы	2	2
249	указывает на	1	2
250	или меньшей	3	2
251	может и	1	2
252	не говоря	2	2
253	что даже	1	2
254	речи как	1	2
255	это в	2	2
256	они не	1	2
257	к этому	4	2
258	широкое распространение	2	1
259	можно говорить	2	1
260	речь идет	2	1
261	в обычном	2	1
262	обычно в	1	1
263	чтобы не	2	1
264	мы к	1	1
265	от простейших	1	1
266	сам по	1	1
267	и то	5	1
268	самом деле	9	1
269	на самом	2	1
270	это и	3	1
271	идет о	1	1
272	думал о	1	1
273	не хочет	2	1
274	и до	2	1
275	и должен	1	1
276	жизни для	1	1
277	той же	2	1
278	языка которое	1	1
279	вторая часть	1	1
280	говорить о	4	1
281	я не	5	1
282	но уже	2	1
283	которое не	1	1
284	мы и	1	1
285	меньшей степени	3	1
286	еще у	1	1
287	себе вопрос	1	1
288	на них	1	1
289	как таковая	1	1
290	могло быть	1	1
291	они имеют	2	1
292	а только	3	1
293	не то	2	1
294	только потому	8	1
295	конечном счете	2	1
296	внимание не	1	1
297	себе и	1	1
298	слову в	1	1
299	нет и	1	1
300	что они	2	1
301	речи но	2	1
302	независимо от	1	1
303	характеристики и	1	1
304	в противном	1	1
305	этом же	1	1
306	такое слово	1	1
307	бы я	1	1
308	это представляется	1	1
309	тем же	2	1
310	всего лишь	3	1
311	в которой	1	1
312	бы и	4	1
313	что это	7	1
314	не был	1	1
315	в нашем	7	1
316	из этих	1	1
317	по преимуществу	2	1
318	что к	1	1
319	значение так	1	1
320	другом случае	1	1
321	самых простых	1	1
322	на то	4	1
323	в случае	1	1
324	быть только	2	1
325	этот процесс	1	1
326	что она	3	1
327	противном случае	1	1
328	этом пути	1	1
329	случае перед	1	1
330	он не	3	1
331	они в	1	1
332	всех этих	3	1
333	в первую	1	1
334	к одному	1	1
335	данном отношении	2	1
336	свое время	2	1
337	если хотим	1	1
338	как от	1	1
339	как нельзя	1	1
340	или иных	1	1
341	но все	4	1
342	русском языке	10	1
343	не будет	1	1
344	где нет	1	1
345	на все	2	1
346	осознанию и	1	1
347	первую очередь	1	1
348	на почве	1	1
349	этом смысле	5	1
350	например для	1	1
351	который по	1	1
352	же образом	2	1
353	действия а	1	1
354	о которых	3	1
355	их как	1	1
356	с этой	2	1
357	с тем	2	1
358	в слове	1	1
359	и вне	1	1
360	мы видели	2	1
361	фигурирует в	1	1
362	оно имеет	1	1
363	мы не	1	1
364	слова и	5	1
365	потому и	1	1
366	не мог	1	1
367	являются наиболее	1	1
368	в этих	1	1
369	бы на	2	1
370	и при	1	1
371	сошлюсь хотя	1	1
372	что такое	3	1
373	таким же	2	1
374	свою речь	4	1
375	лежат в	1	1
376	а как	1	1
377	не становится	1	1
378	с точки	8	1
379	если можно	2	1
380	в первый	3	1
381	нейтральное к	1	1
382	на такие	2	1
383	результате этого	2	1
384	смысле а	1	1
385	поэтому в	1	1
386	которые в	1	1
387	его к	2	1
388	данного речевого	2	1
389	тем не	6	1
390	даже к	1	1
391	и более	2	1
392	всякое явление	1	1
393	том и	1	1
394	ничего предосудительного	1	1
395	не должно	2	1
396	и вся	1	1
397	и тому	1	1
398	если и	3	1
399	стоит в	2	1
400	до конца	3	1
401	тем самым	2	1
402	как можно	2	1
403	она сводится	1	1
404	виду что	1	1
405	самого начала	1	1
406	уст в	1	1
407	не имеет	4	1
408	дело в	1	1
409	какой он	1	1
410	образования как	1	1
411	образом в	2	1
412	но только	4	1
413	в структуре	1	1
414	для всего	1	1
415	имеет отношение	1	1
416	немного в	1	1
417	собственной природе	1	1
418	речи не	3	1
419	и приводит	2	1
420	не все	3	1
421	действительно в	1	1
422	языка это	1	1
423	во всем	1	1
424	это слово	4	1
425	бытовом речевом	1	1
426	как будто	2	1
427	этом отношении	3	1
428	которому мы	1	1
429	что на	4	1
430	в каком	4	1
431	такие же	1	1
432	не могут	5	1
433	выход из	1	1
434	максимальное количество	1	1
435	когда мы	1	1
436	здесь совершенно	1	1
437	всего в	3	1
438	согласно которому	1	1
439	но также	4	1
440	не встречается	1	1
441	этом последнем	1	1
442	все еще	1	1
443	если же	1	1
444	и это	3	1
445	с работой	2	1
446	наблюдений над	1	1
447	в театре	1	1
448	хотим мы	1	1
449	ни даже	1	1
450	здесь не	3	1
451	в буквальном	2	1
452	и от	2	1
453	общекультурное значение	1	1
454	только то	1	1
455	с самого	1	1
456	с языком	1	1
457	обращаясь к	1	1
458	те же	3	1
459	не трудно	1	1
460	он говорит	1	1
461	здесь как	1	1
462	в плоскости	2	1
463	мог бы	1	1
464	в берлине	1	1
465	не исчерпывается	1	1
466	основана на	1	1
467	если бы	12	1
468	собой и	1	1
469	деятельности в	1	1
470	к языку	1	1
471	но здесь	2	1
472	имеет право	1	1
473	то они	1	1
474	при котором	1	1
475	иное значение	1	1
476	теперь и	1	1
477	нас в	1	1
478	английского языка	2	1
479	в конечном	2	1
480	к нему	2	1
481	том или	1	1
482	тем или	1	1
483	состоит не	1	1
484	vi в	1	1
485	а потому	1	1
486	отметить что	1	1
487	вслед за	1	1
488	в середине	1	1
489	отсутствии в	1	1
490	по содержанию	1	1
491	что здесь	1	1
492	известном смысле	1	1
493	которое было	2	1
494	с ними	2	1
495	традиции в	1	1
496	и весьма	1	1
497	термина они	1	1
498	которое мы	1	1
499	например с	1	1
500	он уже	2	1
501	по мнению	1	1
502	или же	2	1
503	во введении	2	1
504	в уста	1	1
505	чаще всего	1	1
506	я в	1	1
507	вопроса о	6	1
508	в большинстве	1	1
509	этого понятия	1	1
510	в нашей	4	1
511	то и	3	1
512	следовало бы	2	1
513	в виде	1	1
514	за счет	2	1
515	слова не	3	1
516	большинстве случаев	2	1
517	в известном	1	1
518	его и	1	1
519	но для	3	1
520	очевидно что	2	1
521	и их	1	1
522	всяком случае	5	1
523	речи что	1	1
524	в конце	4	1
525	может служить	2	1
526	мы можем	1	1
527	не случайно	1	1
528	в сотый	1	1
529	при отсутствии	2	1
530	следует понимать	1	1
531	как раз	3	1
532	или ином	1	1
533	тем чем	1	1
534	но эти	1	1
535	выходит за	2	1
536	в области	11	1
537	себе они	2	1
538	на примере	2	1
539	до сих	1	1
540	сюда же	2	1
541	а именно	2	1
542	в каких	1	1
543	с той	2	1
544	и прежде	1	1
545	было бы	15	1
546	представляет собою	1	1
547	еще и	2	1
548	или о	2	1
549	от этого	2	1
550	отношения в	1	1
551	пушкина как	1	1
552	не на	2	1
553	за год	2	1
554	такова задача	1	1
555	с достаточно	1	1
556	а своего	1	1
557	что так	1	1
558	на который	2	1
559	этом случае	2	1
560	в одно	1	1
561	несмотря на	5	1
562	в связи	4	1
563	с помощью	7	1
564	но оно	2	1
565	не способна	1	1
566	границы могут	1	1
567	процессе речи	1	1
568	вместе с	5	1
569	усомниться в	1	1
570	в некое	1	1
571	как это	5	1
572	в иных	2	1
573	вниманием к	1	1
574	что вся	1	1
575	в официальных	1	1
576	в область	1	1
577	если оно	1	1
578	лицом к	1	1
579	наряду с	1	1
580	в той	2	1
581	да и	6	1
582	в современной	2	1
583	к чему	1	1
584	этого слова	5	1
585	только о	2	1
586	однако он	1	1
587	в первые	1	1
588	быть и	1	1
589	аналогии с	3	1
590	установки и	1	1
591	сих пор	1	1
592	читателя или	1	1
593	в чем	1	1
594	тех или	1	1
595	в книге	1	1
596	и часто	1	1
597	указать на	1	1
598	возможности выбора	1	1
599	речевом общении	1	1
600	иных отношениях	1	1
601	понятно что	1	1
602	в результате	4	1
603	вопрос о	9	1
604	это как	1	1
605	или иным	1	1
606	на максимальное	2	1
607	у них	1	1
608	у достоевского	1	1
609	от того	4	1
610	тем более	1	1
611	мы должны	2	1
612	в большей	3	1
613	но это	3	1
614	том случае	2	1
615	в новых	1	1
616	можно так	1	1
617	или не	1	1
618	лежит в	1	1
619	сказать нельзя	1	1
620	в период	1	1
621	не знает	3	1
622	отношением к	1	1
623	на более	1	1
624	для каждой	1	1
625	речи и	5	1
626	легко заметить	1	1
627	или иного	2	1
628	в свое	2	1
629	строится на	2	1
630	в голову	1	1
631	этот термин	2	1
632	и другие	1	1
633	случае если	2	1
634	именно здесь	1	1
635	традиции но	1	1
636	который не	1	1
