N	2gram	Propp_Isto_2	Problema
1	то что	12	38
2	вовсе не	1	37
3	и не	11	37
4	и в	15	35
5	не только	18	24
6	сказать что	2	24
7	том что	7	19
8	что такое	1	18
9	у нас	1	18
10	о том	3	18
11	может быть	17	18
12	в этом	11	17
13	но и	14	16
14	что мы	3	14
15	только в	6	14
16	не менее	1	13
17	потому что	9	13
18	не может	5	13
19	и что	6	13
20	тем не	1	12
21	того что	3	12
22	в том	6	12
23	хотя бы	2	12
24	не просто	2	11
25	не будет	1	11
26	так что	6	11
27	прежде всего	5	11
28	что в	12	11
29	в таком	1	11
30	и то	2	10
31	говорить о	1	10
32	еще не	9	10
33	ничего не	7	10
34	и с	4	10
35	а не	5	10
36	да и	2	10
37	есть знак	1	10
38	едва ли	1	9
39	в этой	4	9
40	если мы	1	9
41	только на	1	9
42	что же	1	9
43	для нас	4	9
44	тут же	2	8
45	все же	9	8
46	по себе	1	8
47	в виду	2	8
48	было бы	5	8
49	уже не	1	8
50	при помощи	2	8
51	только о	1	8
52	все эти	4	7
53	мы не	3	7
54	тем самым	2	7
55	так и	5	7
56	казалось бы	1	7
57	в его	6	7
58	так как	14	7
59	этом случае	5	7
60	и т	19	6
61	есть не	1	6
62	с другой	2	6
63	но как	1	6
64	а только	1	6
65	но в	6	6
66	так или	1	6
67	на то	3	6
68	т д	18	6
69	был бы	2	6
70	а а	1	6
71	мы можем	8	6
72	как будто	3	6
73	когда мы	2	6
74	другими словами	4	6
75	ни в	2	6
76	или иначе	1	6
77	а именно	3	6
78	о чем	1	6
79	но это	4	6
80	и для	2	6
81	в то	1	6
82	то же	10	5
83	по своему	1	5
84	отнюдь не	1	5
85	с этим	5	5
86	в самом	1	5
87	в себе	4	5
88	с другими	2	5
89	но уже	1	5
90	как и	2	5
91	представление о	2	5
92	и более	2	5
93	под этим	1	5
94	связи с	8	5
95	будто бы	2	5
96	указывает на	1	5
97	и это	3	5
98	как мы	1	5
99	можно было	5	5
100	и на	4	5
101	с одной	4	5
102	одной стороны	3	5
103	что не	1	5
104	другой стороны	2	5
105	в частности	1	5
106	так же	13	5
107	кроме того	2	5
108	в связи	5	5
109	есть то	1	5
110	самом деле	2	4
111	на самом	2	4
112	и есть	5	4
113	не вполне	1	4
114	но не	2	4
115	не все	2	4
116	и той	1	4
117	и как	1	4
118	что она	5	4
119	же именно	1	4
120	всех этих	3	4
121	их в	2	4
122	таким образом	7	4
123	далеко не	1	4
124	в этих	11	4
125	но если	3	4
126	не будем	4	4
127	на свете	1	4
128	до сих	6	4
129	что на	1	4
130	в каком	1	4
131	именно как	1	4
132	не могут	1	4
133	и вполне	2	4
134	все еще	2	4
135	что при	5	4
136	и о	1	4
137	без всякого	1	4
138	и здесь	9	4
139	и только	2	4
140	значит что	1	4
141	всякого рода	1	4
142	тот же	1	4
143	что он	24	4
144	не можем	1	4
145	тем что	4	4
146	и следовательно	1	4
147	подобного рода	1	4
148	или по	1	4
149	в область	4	4
150	как бы	6	4
151	это значит	1	4
152	сих пор	7	4
153	все это	3	4
154	в результате	1	4
155	а в	12	4
156	можно говорить	1	3
157	мы здесь	6	3
158	это и	1	3
159	и этот	1	3
160	в их	3	3
161	мы уже	6	3
162	вопрос о	4	3
163	что иное	2	3
164	то это	6	3
165	мы еще	1	3
166	а тем	1	3
167	что они	10	3
168	в истории	1	3
169	нельзя было	1	3
170	просто как	1	3
171	не было	2	3
172	и к	1	3
173	в целом	1	3
174	из этих	3	3
175	и тот	1	3
176	при этом	4	3
177	и по	2	3
178	здесь мы	3	3
179	его в	10	3
180	для них	1	3
181	с тем	9	3
182	несмотря на	1	3
183	никто не	1	3
184	оказывается что	2	3
185	должны были	8	3
186	но эта	1	3
187	или что	1	3
188	в таких	2	3
189	с которой	2	3
190	как о	1	3
191	одна из	2	3
192	в науке	1	3
193	можно судить	1	3
194	только не	1	3
195	мы бы	1	3
196	не знаем	1	3
197	как только	1	3
198	не знает	2	3
199	если же	1	3
200	она не	5	3
201	с самого	2	3
202	это только	2	3
203	имеется в	2	3
204	мы в	2	3
205	он сам	1	3
206	иное как	2	3
207	которые мы	1	3
208	и можно	1	3
209	в свете	2	3
210	и наконец	5	3
211	и пусть	2	3
212	один из	8	3
213	по этому	1	3
214	все на	1	3
215	уже в	2	3
216	в нашей	2	3
217	а это	1	3
218	и их	2	3
219	пока не	4	3
220	могут сказать	1	3
221	и если	2	3
222	тому как	3	3
223	к понятию	1	3
224	от нас	1	3
225	к тому	5	3
226	о котором	1	3
227	то не	2	3
228	мы должны	4	3
229	не что	2	3
230	точно так	6	3
231	значения этого	1	2
232	нам кажется	1	2
233	в зависимости	1	2
234	той же	2	2
235	часто бывает	1	2
236	и ничего	2	2
237	бы что	1	2
238	большую роль	1	2
239	что под	2	2
240	зависимости от	1	2
241	в ней	4	2
242	представляет собой	5	2
243	еще пока	1	2
244	здесь не	2	2
245	во всех	2	2
246	от его	1	2
247	не то	1	2
248	друг от	1	2
249	в поисках	2	2
250	в той	1	2
251	как нам	1	2
252	перед нами	2	2
253	идет речь	1	2
254	роль в	3	2
255	имеем в	5	2
256	человек не	1	2
257	он не	8	2
258	пор мы	2	2
259	одной и	1	2
260	подобно тому	3	2
261	в нее	2	2
262	и ее	2	2
263	но все	5	2
264	который он	1	2
265	об этом	11	2
266	здесь то	1	2
267	на этой	2	2
268	входит в	1	2
269	и которые	1	2
270	или другого	1	2
271	он является	2	2
272	в них	1	2
273	она и	2	2
274	говорится о	1	2
275	ничем не	1	2
