N	2gram	Nazirov_Tv_2	Problema
1	и в	20	30
2	в своей	6	22
3	то есть	5	21
4	не только	13	18
5	то что	3	18
6	в этом	8	17
7	том что	4	17
8	и даже	5	14
9	таким образом	10	13
10	но и	8	13
11	потому что	7	13
12	о том	5	12
13	в его	10	12
14	в том	8	12
15	и не	9	12
16	так что	2	11
17	у него	6	11
18	в этой	5	10
19	в виде	2	10
20	для нас	1	10
21	все же	5	9
22	на земле	1	9
23	но в	4	9
24	и вообще	2	9
25	который в	1	9
26	только в	2	9
27	сказать что	1	9
28	хотя и	4	8
29	в конце	6	8
30	вовсе не	2	8
31	но не	5	7
32	как и	6	7
33	не в	4	7
34	никогда не	11	7
35	на землю	2	7
36	связи с	1	7
37	у нас	2	7
38	в дальнейшем	4	7
39	так и	6	7
40	что он	6	7
41	может быть	8	7
42	в связи	1	7
43	в результате	1	7
44	вместе с	3	7
45	и на	5	6
46	тут же	2	6
47	и как	1	6
48	в нем	3	6
49	при помощи	2	6
50	его в	3	6
51	несмотря на	1	6
52	и его	9	6
53	и что	2	6
54	что и	1	6
55	уже не	3	6
56	так как	3	6
57	с другой	2	6
58	прежде всего	8	6
59	как бы	11	6
60	и для	1	6
61	а в	4	6
62	другой стороны	2	6
63	для себя	1	5
64	в году	16	5
65	не просто	1	5
66	в которой	2	5
67	за это	1	5
68	в силу	1	5
69	и с	8	5
70	еще в	1	5
71	но он	1	5
72	что этот	2	5
73	не менее	2	5
74	и о	1	5
75	что у	4	5
76	и у	2	5
77	и их	1	5
78	а не	6	5
79	не может	7	5
80	так же	5	5
81	как раз	1	5
82	будто бы	1	5
83	в самом	3	5
84	что в	7	5
85	человека и	3	4
86	едва ли	2	4
87	и он	2	4
88	отнюдь не	4	4
89	и к	1	4
90	в себе	3	4
91	при этом	8	4
92	же не	2	4
93	об этом	4	4
94	а его	1	4
95	было бы	1	4
96	ни в	1	4
97	не содержится	1	4
98	не мог	1	4
99	не так	2	4
100	по крайней	2	4
101	необходимо сказать	1	4
102	в то	10	4
103	как о	2	4
104	за что	1	4
105	и сам	5	4
106	ясно что	1	4
107	некоторого рода	1	4
108	крайней мере	2	4
109	для людей	1	4
110	а с	3	4
111	если не	4	4
112	в частности	2	4
113	и вполне	1	4
114	под названием	1	4
115	жизни в	3	4
116	из этого	2	4
117	в виду	1	3
118	еще не	5	3
119	он сам	3	3
120	что его	2	3
121	в ее	2	3
122	что они	4	3
123	в противоположность	1	3
124	бы не	2	3
125	с одной	1	3
126	он не	3	3
127	в другом	1	3
128	нас не	1	3
129	или вернее	1	3
130	сам же	1	3
131	однако в	1	3
132	в русской	2	3
133	но только	1	3
134	не столь	1	3
135	как будто	1	3
136	в духе	4	3
137	только еще	1	3
138	указывает на	1	3
139	он видит	1	3
140	то время	1	3
141	что от	1	3
142	жизнь и	1	3
143	с ним	3	3
144	русской литературе	1	3
145	все время	2	3
146	тот же	1	3
147	в начале	3	3
148	в одном	2	3
149	для них	1	3
150	именно в	6	3
151	и никогда	1	3
152	жизнь в	1	3
153	этой трагедии	1	3
154	еще более	1	3
155	и другие	1	3
156	точно так	1	3
157	таком случае	2	2
158	самом деле	2	2
159	и до	1	2
160	то же	7	2
161	и за	1	2
162	из всех	1	2
163	мы не	4	2
164	и тут	1	2
165	я не	2	2
166	в таком	3	2
167	все эти	4	2
168	в чем	4	2
169	не то	1	2
170	не все	1	2
171	по отношению	3	2
172	отношение к	1	2
173	на то	1	2
174	в одной	3	2
175	как в	4	2
176	и нет	1	2
177	когда он	4	2
178	бы с	1	2
179	тоже не	2	2
180	античной мифологии	1	2
181	на стадии	1	2
182	если он	5	2
183	на его	4	2
184	а скорее	2	2
185	не к	1	2
186	по словам	2	2
187	и дальше	1	2
188	страстей и	1	2
189	которого не	1	2
190	это не	7	2
191	античной литературе	1	2
192	но уже	3	2
193	в них	1	2
194	о своем	1	2
195	с такой	1	2
196	и тогда	2	2
197	преступления и	2	2
198	более всего	2	2
199	от боли	1	2
200	и без	2	2
201	в котором	3	2
202	представление о	7	2
203	зла и	1	2
204	в поэме	1	2
205	такую же	1	2
206	и более	1	2
207	в таких	1	2
208	дело в	1	2
209	на него	2	2
210	гёте и	1	2
211	ничего не	4	2
212	при всем	1	2
213	и является	1	2
214	месте в	1	2
215	тем что	3	2
216	в области	1	2
217	свое собственное	1	2
218	не могут	1	2
219	обыкновенным человеком	1	2
220	ли не	2	2
221	к тому	1	2
222	как мы	1	2
223	можно было	1	2
224	он был	1	2
225	по себе	1	2
226	любви к	3	2
227	в драме	1	2
228	между тем	3	2
229	и только	2	2
230	в античной	3	2
231	в середине	1	2
232	образом как	1	2
233	ли он	1	2
234	трагедии и	1	2
235	по мнению	3	2
236	или же	1	2
237	уже в	2	2
238	из них	2	2
239	участие в	1	2
240	свой собственный	1	2
241	всяком случае	2	2
242	то у	2	2
243	на свое	1	2
244	до сих	3	2
245	представляет собою	1	2
246	что не	3	2
247	и люди	1	2
248	мы и	1	2
249	эта идея	1	2
250	он говорит	1	2
251	наряду с	7	2
252	такого рода	1	2
253	в первой	2	2
254	с этой	3	2
255	сих пор	3	2
256	только для	2	2
257	один из	3	2
258	от матери	1	2
259	это уже	2	2
260	этот образ	1	2
261	человек и	1	2
262	себя самого	1	2
263	всякого рода	2	2
264	пусть в	1	2
265	в целях	1	2
266	в свою	1	2
267	была бы	1	2
268	человека сердце	1	2
269	отношению к	3	2
270	по поводу	1	2
271	к этому	3	2
272	после его	1	2
273	во всяком	2	2
274	том числе	1	2
275	каким его	1	1
276	если б	1	1
277	и гёте	1	1
278	и т	13	1
279	должен быть	1	1
280	в стороне	2	1
281	это и	1	1
282	было то	1	1
283	и есть	2	1
284	человеческой души	1	1
285	из его	1	1
286	в их	3	1
287	мы уже	1	1
288	что если	1	1
289	на место	1	1
290	из своих	1	1
291	автора так	1	1
292	и стиль	1	1
293	не вполне	1	1
294	на себя	1	1
295	жизни как	1	1
296	и ее	2	1
297	с большим	3	1
298	этого счастья	1	1
299	в xix	2	1
300	ту эпоху	1	1
301	не был	1	1
302	нам представляется	1	1
303	с его	1	1
304	не без	1	1
305	в создании	1	1
306	то мы	1	1
307	то он	1	1
308	а только	1	1
309	и всякий	1	1
