N	3gram	Bakhtin_Pr_2	Literetu
1	в том что	4	11
2	в отличие от	1	5
3	то же время	3	5
4	в то же	3	5
5	в данном случае	1	4
6	не только в	1	4
7	прежде всего в	1	3
8	в русской литературе	2	3
9	этой точки зрения	2	3
10	дело в том	1	2
11	по отношению к	8	2
12	подобно тому как	2	2
13	с точки зрения	9	2
14	в этом отношении	2	2
15	о том что	3	2
16	культуры нового времени	1	2
17	тем не менее	1	2
18	бы ни были	1	1
19	в другом месте	1	1
20	то что я	1	1
21	а прежде всего	1	1
22	на самом деле	1	1
23	на то что	2	1
24	как раз и	1	1
25	герой нашего времени	1	1
26	в романе достоевского	1	1
27	в зависимости от	3	1
28	в наше время	1	1
29	резко отличается от	1	1
30	можно было бы	1	1
31	в той мере	1	1
32	в лучшем случае	1	1
33	по крайней мере	2	1
34	жизни и в	1	1
35	не приводит к	1	1
36	собственного сознания а	1	1
37	а не только	2	1
38	преступления и наказания	1	1
39	но в то	3	1
40	в самом деле	3	1
41	в xix веке	2	1
42	как один из	1	1
43	в равной степени	1	1
44	не слышат друг	1	1
45	и в этом	6	1
46	слышат друг друга	2	1
47	что он сам	1	1
48	а не как	1	1
49	а потому и	1	1
50	же время не	1	1
51	но только в	1	1
52	в целом ряде	2	1
53	с другой стороны	1	1
54	не может быть	6	1
55	по ту сторону	1	1
56	в этом есть	1	1
57	ничего общего с	1	1
58	далеко не всегда	1	1
59	и того же	1	1
60	до сих пор	2	1
61	с самого начала	1	1
62	более того он	1	1
63	не может стать	1	1
64	но все же	2	1
65	нормативного сознания и	1	1
66	одного и того	1	1
67	тем более что	1	1
68	и даже отчасти	1	1
69	в большинстве случаев	2	1
70	единого и единственного	1	1
71	как и всякое	1	1
72	в художественном мире	2	1
73	в том числе	2	1
74	в сущности не	1	1
75	тех или иных	1	1
76	быть не может	1	1
77	к тому же	1	1
78	сознания а в	1	1
79	что я люблю	1	1
