N	2gram	Vygotskiy__1	Marksizm
1	может быть	22	28
2	и пр	1	25
3	и в	31	19
4	как бы	5	19
5	и не	16	19
6	в процессе	5	18
7	не может	17	18
8	точки зрения	15	17
9	то же	5	16
10	и его	7	16
11	как мы	2	15
12	в этом	12	15
13	языка и	1	15
14	в сущности	10	14
15	таким образом	20	14
16	не только	13	13
17	с точки	2	13
18	связи с	1	13
19	в нем	2	11
20	если бы	6	11
21	вовсе не	6	11
22	не в	11	10
23	так и	3	10
24	но и	2	10
25	в пределах	1	10
26	том что	16	10
27	самом деле	9	9
28	при этом	19	9
29	как и	16	9
30	для него	1	9
31	в основе	2	9
32	а не	13	9
33	на почве	2	9
34	с его	1	8
35	в то	5	8
36	только в	14	8
37	слова в	3	8
38	отнюдь не	6	8
39	не является	5	8
40	на самом	2	7
41	его в	2	7
42	и более	1	7
43	одна из	4	7
44	никогда не	8	7
45	чужую речь	1	7
46	в том	30	7
47	прежде всего	4	7
48	в связи	2	7
49	и для	5	7
50	но в	3	7
51	в таком	3	7
52	и значение	1	6
53	во всех	1	6
54	и как	2	6
55	в самом	11	6
56	если мы	12	6
57	слова и	1	6
58	ни в	9	6
59	того чтобы	7	6
60	в направлении	1	6
61	к тому	4	6
62	для того	6	6
63	речи мы	1	6
64	же самое	2	6
65	и следовательно	2	6
66	между тем	4	6
67	мы можем	4	6
68	и все	5	6
69	хотя бы	1	6
70	ни было	1	6
71	в свою	1	6
72	смысле слова	3	5
73	того же	2	5
74	и на	1	5
75	все же	5	5
76	выражение в	1	5
77	является не	1	5
78	в их	1	5
79	самого начала	1	5
80	свою очередь	1	5
81	с самого	1	5
82	и здесь	2	5
83	к нему	2	5
84	в его	6	5
85	в той	1	5
86	этого слова	4	5
87	и того	1	5
88	значения слова	1	5
89	совершенно не	5	5
90	к этому	4	5
91	так же	12	5
92	тем же	3	4
93	все те	1	4
94	должна быть	3	4
95	а как	1	4
96	и ее	1	4
97	бы то	1	4
98	переживания и	1	4
99	конечно не	1	4
100	только на	3	4
101	в себе	4	4
102	на то	10	4
103	в данной	1	4
104	это не	1	4
105	было бы	6	4
106	и тем	2	4
107	в слове	3	4
108	мы видели	2	4
109	одного и	2	4
110	тому что	4	4
111	ничего не	2	4
112	следует что	1	4
113	точном смысле	1	4
114	русском языке	2	4
115	для себя	1	4
116	в точном	1	4
117	выражения и	2	4
118	в русском	2	4
119	того что	10	4
120	с ними	1	4
121	что он	7	4
122	речь в	1	4
123	и их	2	4
124	речь и	2	4
125	как раз	2	4
126	смысле этого	2	4
127	бы в	2	4
128	то что	32	4
129	сказать что	7	4
130	таком случае	2	3
131	основная тенденция	1	3
132	и то	2	3
133	в котором	4	3
134	на материале	1	3
135	в ней	1	3
136	еще не	1	3
137	столь же	4	3
138	в ее	5	3
139	отличие от	4	3
140	за пределы	1	3
141	относится к	1	3
142	чем же	1	3
143	с этим	3	3
144	перед нами	1	3
145	учение о	1	3
146	в этой	3	3
147	он не	3	3
148	не к	1	3
149	в корне	1	3
150	одно и	1	3
151	не будет	3	3
152	конечно в	1	3
153	той же	3	3
154	форму и	2	3
155	по себе	9	3
156	в этих	4	3
157	в своей	3	3
158	в отличие	3	3
159	мысли и	2	3
160	в каком	2	3
161	у нас	4	3
162	могут быть	11	3
163	для его	1	3
164	конкретной исторической	1	3
165	не есть	3	3
166	и это	3	3
167	оно может	1	3
168	на основе	2	3
169	направлении к	1	3
170	развития языка	2	3
171	громадное значение	1	3
172	о том	7	3
173	что и	13	3
174	слов и	1	3
175	в двух	1	3
176	одной из	1	3
177	в какой	5	3
178	вступить в	1	3
179	с одной	5	3
180	в качестве	2	3
181	его и	3	3
182	и значения	1	3
183	так как	18	3
184	до сих	3	3
185	с другой	5	3
186	к которым	3	3
187	не было	3	3
188	одной стороны	6	3
189	хоть сколько-нибудь	1	3
190	она является	1	3
191	для понимания	1	3
192	должно быть	1	3
193	и от	2	3
194	сих пор	3	3
195	не существует	2	3
196	как система	1	3
197	что оно	3	3
198	только что	2	3
199	в различных	1	3
200	а в	6	3
201	во всяком	8	3
202	совершенно справедливо	1	2
203	категорий и	1	2
204	связана с	1	2
205	собственном смысле	3	2
206	в зависимости	5	2
207	вопрос о	3	2
208	зависимости от	6	2
209	целое и	1	2
210	именно эти	3	2
211	иное как	1	2
212	то мы	1	2
213	оно уже	1	2
214	но как	2	2
215	дело обстоит	1	2
216	значение и	1	2
217	ответ на	1	2
218	что они	2	2
219	в собственном	3	2
220	в одной	3	2
221	независимо от	2	2
222	стороны и	3	2
223	в своем	3	2
224	его к	1	2
225	более или	2	2
226	что это	6	2
227	в тех	1	2
228	тому же	3	2
229	не следует	1	2
230	эта система	1	2
231	мы полагаем	1	2
232	этого мышления	1	2
233	субъективизм в	1	2
234	подход к	1	2
235	различие между	4	2
236	и с	2	2
237	на все	1	2
238	то есть	26	2
239	может стать	3	2
240	в жизни	2	2
241	критика теории	1	2
242	далеко не	2	2
243	и потому	2	2
244	всегда и	1	2
245	мы не	12	2
246	и тогда	2	2
247	восприятия и	1	2
248	или менее	2	2
249	нас не	1	2
250	слова при	1	2
251	точку зрения	3	2
252	совершенно иначе	1	2
253	существует для	1	2
254	как о	1	2
255	в коем	1	2
256	или как	2	2
257	только с	1	2
258	ли это	2	2
259	сравнительно с	1	2
260	лежит в	1	2
261	должны быть	3	2
262	о происхождении	1	2
263	одним и	1	2
264	если же	2	2
265	должен быть	1	2
266	и о	4	2
267	формы и	5	2
268	приводит к	2	2
269	здесь как	1	2
270	все то	3	2
271	поэтому в	1	2
272	и даже	6	2
273	чтобы понять	4	2
274	сводится к	1	2
275	но к	3	2
276	в значительной	1	2
277	ее от	3	2
278	в индивидуальной	1	2
279	всяком случае	6	2
280	все время	4	2
281	в самый	1	2
282	мы вовсе	1	2
283	но не	3	2
284	мы увидим	4	2
285	которой мы	1	2
286	коем случае	1	2
287	эти моменты	1	2
288	и у	4	2
289	уже в	3	2
290	но для	1	2
291	мы знаем	3	2
292	не так	1	2
293	но что	2	2
294	у него	4	2
295	поколения к	1	2
296	в особенности	1	2
297	именно в	1	2
298	здесь в	1	2
299	мы никогда	4	2
300	а с	1	2
301	до конца	6	2
302	о чем	2	2
303	вместе с	8	2
304	границы между	1	2
305	из форм	1	2
306	там где	4	2
307	и философии	1	2
308	как из	1	2
309	в более	1	2
310	или в	1	2
311	от него	2	2
312	следовательно и	1	2
313	в системе	1	2
314	между ними	1	2
315	жизни и	3	2
316	что в	23	2
317	как на	3	2
318	этом совершенно	1	1
319	не иначе	1	1
320	то на	2	1
321	речь идет	3	1
322	например в	3	1
323	для построения	1	1
324	он также	1	1
325	формам как	1	1
326	и действительно	1	1
327	человека и	2	1
328	форм есть	1	1
329	в разные	2	1
330	основе всех	1	1
331	и научить	1	1
332	то в	1	1
333	общественная психология	1	1
334	что эти	3	1
335	ее границ	1	1
336	к созданию	1	1
337	этих индивидуальных	1	1
338	и могут	1	1
339	к уничтожению	1	1
340	без помощи	1	1
341	его не	2	1
342	на тех	1	1
343	всякое реальное	1	1
344	это совершенно	1	1
345	из жизненных	1	1
346	бы что	2	1
347	сведена к	2	1
348	является уже	1	1
349	именно к	1	1
350	не была	1	1
351	почти все	2	1
352	совпадает с	4	1
353	что иное	1	1
354	этого целого	1	1
355	эпохи в	3	1
356	которое не	1	1
357	то это	1	1
358	для нашей	1	1
359	самый материал	1	1
360	которое в	1	1
361	образом оказывается	1	1
362	из ее	1	1
363	но при	1	1
364	между собой	1	1
365	не найдем	1	1
366	время в	1	1
367	так если	1	1
368	там и	1	1
369	нему и	1	1
370	а следовательно	1	1
371	совершенно прав	2	1
372	из этих	6	1
373	видели что	2	1
374	совсем не	3	1
375	очень важным	1	1
376	то он	1	1
377	в голове	2	1
378	а только	2	1
379	точка зрения	4	1
380	только при	3	1
381	формы художественного	2	1
382	только тогда	7	1
383	при условии	1	1
384	или иное	2	1
385	и чем	1	1
386	необходимый для	1	1
387	пониманию и	1	1
388	в центре	1	1
389	как в	9	1
390	что именно	1	1
391	в художественном	3	1
392	в различные	1	1
393	и нет	1	1
394	в распоряжении	1	1
395	когда он	2	1
396	могли бы	1	1
397	и наконец	1	1
398	и каждое	1	1
399	не являются	1	1
400	здесь форма	1	1
401	себе не	3	1
402	увидим что	2	1
403	данной эпохи	2	1
404	нет никакой	3	1
405	искусство и	4	1
406	и хотя	1	1
407	к чему	2	1
408	истины и	1	1
409	в которой	4	1
410	как это	4	1
411	всякое понимание	1	1
412	формы в	4	1
413	у каждого	3	1
414	и принципиальной	1	1
415	в последнее	4	1
416	образами и	1	1
417	с их	1	1
418	за порогом	1	1
419	элементов в	1	1
420	формы не	1	1
421	как он	2	1
422	а вовсе	1	1
423	и если	4	1
424	труда и	1	1
425	к выводу	1	1
426	что она	6	1
427	как оно	1	1
428	главным образом	2	1
429	в статье	1	1
430	в обратном	1	1
431	поскольку он	1	1
432	в нашей	1	1
433	и самый	1	1
434	момента в	1	1
435	его конкретной	1	1
436	как увидим	1	1
437	к одному	1	1
438	этого вопроса	2	1
439	в силу	3	1
440	и вот	3	1
441	широком смысле	1	1
442	есть особая	1	1
443	этот тезис	1	1
444	понимание и	1	1
445	в нее	1	1
446	в основу	2	1
447	но все	1	1
448	человека в	1	1
