N	3gram	Medvedev_V_1	formyVre
1	то же время	5	9
2	и т п	9	8
3	в то же	5	6
4	и в то	3	5
5	в связи с	3	5
6	для того чтобы	3	5
7	в том числе	2	4
8	по отношению к	7	3
9	до сих пор	1	3
10	в этом отношении	13	3
11	одно и то	1	3
12	прежде всего необходимо	1	3
13	не может быть	8	3
14	между этими двумя	1	3
15	в то время	1	3
16	и то же	1	3
17	в ее основных	1	2
18	равно как и	4	2
19	также и в	2	2
20	в соответствии с	1	2
21	одной стороны и	2	2
22	же как и	1	2
23	как если бы	1	2
24	но и в	1	2
25	том числе и	2	2
26	и др в	3	2
27	но по существу	1	2
28	вместе с тем	3	2
29	то время как	1	2
30	так же как	1	2
31	не только в	2	2
32	с одной стороны	2	2
33	может быть и	1	2
34	по сравнению с	1	2
35	в точном смысле	2	2
36	все то что	1	2
37	лишь в пределах	2	2
38	той или иной	1	2
39	в том что	5	2
40	к тому же	1	2
41	в другом месте	2	1
42	и может быть	1	1
43	в той или	1	1
44	и как оно	1	1
45	его таким образом	1	1
46	же в этом	1	1
47	по этому вопросу	1	1
48	и во всех	1	1
49	одном и том	2	1
50	в виду что	1	1
51	чтобы покончить с	1	1
52	имеем в виду	1	1
53	в самом деле	1	1
54	в том же	1	1
55	главным образом в	1	1
56	в зависимости от	5	1
57	сами по себе	1	1
58	ту же ночь	1	1
59	дошедших до нас	1	1
60	часто приводит к	1	1
61	во всей ее	1	1
62	т п все	1	1
63	в значительной мере	3	1
64	со всех сторон	1	1
65	говорит о том	1	1
66	всего бросается в	1	1
67	разрешал эту проблему	1	1
68	в одном и	1	1
69	что во всех	1	1
70	в ту же	1	1
71	в данном случае	1	1
72	между ними не	1	1
73	но в то	1	1
74	не было в	2	1
75	таким образом и	1	1
76	при помощи которой	1	1
77	и том же	2	1
78	но она не	1	1
79	к этому типу	1	1
80	не могут быть	1	1
81	значительной мере и	1	1
82	во всяком случае	1	1
83	в этом и	2	1
84	и речи о	1	1
85	в новое время	1	1
86	бросается в глаза	1	1
87	во всех этих	1	1
88	сих пор не	1	1
89	прежде всего бросается	1	1
90	в свою очередь	1	1
91	единого и целостного	2	1
92	быть и речи	1	1
93	та или иная	1	1
94	о том что	3	1
95	одна из форм	1	1
96	объединения их в	1	1
97	мы говорим о	1	1
98	и ту же	1	1
99	в искусстве и	1	1
100	отнюдь не являются	1	1
101	сама по себе	1	1
102	в последнем счете	1	1
103	во всех его	2	1
104	все это не	1	1
105	одну и ту	1	1
