N	3gram	Bakhtin_sl_2	KulturaY
1	и т п	33	41
2	с точки зрения	3	16
3	для того чтобы	2	11
4	тем не менее	1	9
5	до сих пор	2	8
6	в том что	4	8
7	и т д	2	8
8	в зависимости от	4	7
9	той или иной	5	5
10	в этом случае	6	4
11	с одной стороны	5	4
12	в связи с	2	4
13	того или иного	1	3
14	т п но	2	3
15	не только в	2	3
16	не только как	1	3
17	с другой стороны	1	3
18	не может быть	15	3
19	так и в	3	3
20	о том что	1	3
21	т п в	2	3
22	в той или	3	2
23	в какой мере	1	2
24	по отношению к	4	2
25	в том числе	1	2
26	в отличие от	12	2
27	слов и выражений	1	2
28	т п все	3	2
29	точки зрения на	1	2
30	которые в таком	1	2
31	не могут быть	2	2
32	в русском языке	1	2
33	более или менее	2	2
34	сама по себе	3	2
35	как мы видели	1	2
36	уже не только	1	2
37	в этом его	1	1
38	литературного языка но	1	1
39	и в поэзии	1	1
40	но она может	1	1
41	точка зрения на	1	1
42	хотя и не	1	1
43	в целом ряде	1	1
44	еще раз подчеркнуть	1	1
45	в чем же	1	1
46	раз подчеркнуть что	1	1
47	а вовсе не	2	1
48	таких моментов которые	1	1
49	далеко не все	1	1
50	также и в	1	1
51	эта установка на	1	1
52	и не может	1	1
53	и в то	1	1
54	а также в	1	1
55	что он не	1	1
56	говорить об особой	1	1
57	литературный язык как	1	1
58	отдельных слов и	1	1
59	для этой цели	1	1
60	но и в	1	1
61	дело идет об	1	1
62	но в этом	1	1
63	в собственном смысле	3	1
64	или иной степени	3	1
65	слове можно говорить	1	1
66	не только не	1	1
67	п все это	2	1
68	моменты в слове	1	1
69	свой смысл и	1	1
70	может быть и	2	1
71	хотя бы и	2	1
72	и не могут	1	1
73	на фоне этого	1	1
74	о слове как	1	1
75	в письменной речи	1	1
76	как уже сказано	2	1
77	как и слово	1	1
78	по себе еще	1	1
79	а не с	1	1
80	это не значит	1	1
81	тем или иным	1	1
82	во всяком случае	2	1
83	языка но это	1	1
84	целом ряде случаев	1	1
85	того же языка	1	1
86	а в том	1	1
87	создает благоприятную почву	1	1
88	может быть до	2	1
89	то же время	4	1
90	вовсе не в	1	1
91	мы не можем	1	1
92	в процессе развития	1	1
93	никогда не может	2	1
94	в свою очередь	2	1
95	и остается в	1	1
96	но все же	4	1
97	мы говорим о	1	1
98	не с точки	1	1
99	говорить о слове	1	1
100	поэтическое слово в	2	1
101	в то же	4	1
102	для нас в	1	1
103	и в той	1	1
104	между словом и	3	1
105	те или иные	1	1
106	тех или иных	1	1
107	должна быть также	1	1
108	представить себе как	1	1
109	т п то	1	1
110	конечно далеко не	1	1
111	мы увидим что	1	1
112	именно в том	1	1
