N	3gram	Bakhtin_Pr_1	Komedia
1	в том что	3	9
2	и т п	13	5
3	в то время	1	5
4	с другой стороны	4	5
5	то время как	1	4
6	то же время	3	4
7	в то же	3	4
8	и т д	1	4
9	по отношению к	19	3
10	в этом отношении	2	3
11	с одной стороны	3	3
12	не говоря уже	1	2
13	то же самое	2	2
14	говоря уже о	1	2
15	но и в	2	2
16	до сих пор	1	2
17	как и в	1	2
18	то ни было	2	2
19	бы то ни	3	2
20	в тех же	1	2
21	на протяжении всего	1	2
22	у нас в	1	2
23	на то что	1	2
24	таким образом в	1	2
25	что иное как	1	1
26	хотя и не	1	1
27	следует отметить что	1	1
28	или хотя бы	1	1
29	содержания и формы	1	1
30	подобно тому как	1	1
31	мы ничего не	1	1
32	идет речь в	1	1
33	а между тем	1	1
34	в том же	2	1
35	в чем не	2	1
36	следует что в	1	1
37	остается равнодушной к	1	1
38	не остается равнодушной	2	1
39	можно было бы	3	1
40	со всех сторон	2	1
41	в коем случае	2	1
42	в значительной степени	1	1
43	в применении к	3	1
44	именно на эту	1	1
45	в исследованиях по	1	1
46	в данном случае	4	1
47	не только в	2	1
48	в высшей степени	5	1
49	смысле этого слова	1	1
50	в отличие от	5	1
51	в нашу задачу	1	1
52	но едва ли	1	1
53	и в их	1	1
54	во всех отношениях	1	1
55	которых мы можем	1	1
56	о которых идет	1	1
57	о которых мы	1	1
58	и в том	1	1
59	ни в чем	2	1
60	и независимо от	1	1
61	ни в коем	2	1
62	ни одной из	1	1
63	и прежде всего	5	1
64	не что иное	1	1
65	к нему с	1	1
66	и о других	1	1
67	может и не	2	1
68	по аналогии с	1	1
69	которые могут быть	1	1
70	в другом случае	1	1
71	в большинстве случаев	5	1
72	как мы уже	1	1
73	к тому что	1	1
74	и вот на	1	1
75	тем не менее	3	1
76	для того чтобы	2	1
77	которых идет речь	1	1
78	нуждается в более	1	1
