N	2gram	Vinokur_Ku_3	Tvorches
1	и в	23	21
2	как бы	5	17
3	в то	3	15
4	то же	6	13
5	в его	11	13
6	как и	5	12
7	же время	1	12
8	что в	13	12
9	том что	11	11
10	все это	2	10
11	как в	4	8
12	он не	3	8
13	то что	4	8
14	и на	1	7
15	но в	2	7
16	не только	17	7
17	при этом	6	7
18	тем самым	4	7
19	и не	10	7
20	в том	22	7
21	в свою	1	7
22	в этом	16	6
23	в котором	2	6
24	не менее	12	6
25	и его	1	6
26	по природе	1	6
27	он сам	1	6
28	о том	6	6
29	что он	6	6
30	для него	1	6
31	xix века	3	6
32	а в	5	6
33	отнюдь не	3	5
34	все же	5	5
35	таким образом	9	5
36	вовсе не	5	5
37	в русской	1	5
38	потому что	12	5
39	как будто	1	5
40	только в	6	5
41	может быть	14	5
42	а не	11	5
43	но это	5	5
44	это уже	3	5
45	хотя бы	9	5
46	не имеют	1	4
47	из всех	1	4
48	конечном счете	1	4
49	в своем	4	4
50	и как	2	4
51	в целом	4	4
52	это не	3	4
53	в своей	4	4
54	мысли и	2	4
55	своего рода	2	4
56	не случайно	4	4
57	в конечном	1	4
58	одной из	1	4
59	проблемы поэтики	1	4
60	прежде всего	9	4
61	на эту	1	4
62	не может	6	4
63	и от	1	4
64	один из	4	4
65	с большой	1	4
66	я и	3	3
67	ту же	1	3
68	и т	54	3
69	на самом	3	3
70	это и	3	3
71	той же	3	3
72	я не	5	3
73	время в	3	3
74	что я	1	3
75	хотя и	5	3
76	в самом	13	3
77	в россии	2	3
78	в каждом	1	3
79	что все	2	3
80	и с	3	3
81	на протяжении	2	3
82	далеко не	5	3
83	времени на	1	3
84	в их	6	3
85	представление о	1	3
86	даже в	1	3
87	дело не	2	3
88	не по	3	3
89	никогда не	1	3
90	вот почему	1	3
91	приходит к	1	3
92	и другие	1	3
93	в дальнейшем	2	3
94	того что	11	3
95	который в	1	3
96	во времени	1	3
97	уже не	8	3
98	уже в	3	3
99	в виде	1	3
100	не так	3	3
101	так как	9	3
102	в которой	1	3
103	с другой	7	3
104	но и	3	3
105	ни на	2	3
106	подхода к	2	3
107	но не	3	3
108	но если	3	3
109	это в	2	3
110	так же	2	3
111	вряд ли	1	2
112	в нашей	4	2
113	того же	4	2
114	самом деле	14	2
115	на деле	1	2
116	в первом	5	2
117	когда человек	1	2
118	по преимуществу	3	2
119	есть не	3	2
120	но она	1	2
121	в ней	3	2
122	в отличие	2	2
123	не нужно	1	2
124	в чем	5	2
125	не то	2	2
126	отличие от	2	2
127	в одной	1	2
128	же с	1	2
129	как к	2	2
130	что как	3	2
131	когда он	2	2
132	говорит что	1	2
133	то в	3	2
134	в себе	1	2
135	что она	5	2
136	тем не	9	2
137	так сказать	2	2
138	многие русские	1	2
139	в принципе	1	2
140	отношений между	2	2
141	у пушкина	1	2
142	здесь мы	1	2
143	не будет	1	2
144	о котором	1	2
145	а по	1	2
146	известно что	1	2
147	и тем	6	2
148	в беседе	1	2
149	когда я	1	2
150	в данном	7	2
151	ведет к	1	2
152	такой же	2	2
153	и того	2	2
154	в этих	2	2
155	не столько	4	2
156	каждом человеке	1	2
157	не в	5	2
158	но он	1	2
159	по крайней	1	2
160	т п	41	2
161	однако в	2	2
162	в основе	1	2
163	но только	1	2
164	иными словами	8	2
165	свидетельствует о	1	2
166	могут быть	6	2
167	к тому	3	2
168	а что	2	2
169	отказаться от	1	2
170	в виду	8	2
171	данном случае	4	2
172	приводит к	1	2
173	на том	2	2
174	так и	6	2
175	можно сказать	2	2
176	может не	1	2
177	и будет	1	2
178	одного из	1	2
179	что и	6	2
180	крайней мере	1	2
181	вслед за	1	2
182	в двух	2	2
183	тот же	6	2
184	наше время	1	2
185	в качестве	2	2
186	же и	1	2
187	следовало бы	1	2
188	при помощи	1	2
189	был бы	3	2
190	не означает	2	2
191	мы находим	3	2
192	в современном	1	2
193	к осознанию	1	2
194	своей известной	1	2
195	именно в	3	2
196	так вот	1	2
197	что не	4	2
198	от мысли	1	2
199	что для	1	2
200	зависит от	1	2
201	в частности	2	2
202	вместе с	2	2
203	русской литературы	1	2
204	до этого	1	2
205	в него	1	2
206	намек на	1	2
207	к жизни	1	2
208	эти слова	2	2
209	еще более	2	2
210	общения с	1	2
211	в первой	1	2
212	перед нами	1	2
213	не мог	1	2
214	ли в	1	2
215	для этой	1	2
216	только что	2	2
217	не знает	2	2
218	сказать что	7	2
219	одновременно и	1	2
220	что ты	1	2
221	вся история	1	2
222	к этому	1	2
223	говорили о	1	1
224	в сфере	1	1
225	же как	1	1
226	в движение	1	1
227	чтобы не	2	1
228	и через	2	1
229	связана с	1	1
230	сплошь и	3	1
231	п где	1	1
232	и есть	5	1
233	очень много	2	1
234	из самых	1	1
235	совсем еще	1	1
236	был и	1	1
237	уже по	1	1
238	виктор шкловский	1	1
239	также и	5	1
240	о внутренней	2	1
241	мы имеем	2	1
242	что если	2	1
243	в сущности	4	1
244	время как	1	1
245	говорить о	6	1
246	в полной	1	1
247	через которые	2	1
248	то это	3	1
249	не совсем	1	1
250	откуда же	1	1
251	большей частью	1	1
252	который может	1	1
253	вопрос об	2	1
254	еще не	9	1
255	по этому	1	1
256	между собой	1	1
257	столь же	4	1
258	бы то	1	1
259	тем как	1	1
260	наряду с	1	1
261	внутри этой	1	1
262	действия и	1	1
263	к слову	1	1
264	по отношению	3	1
265	стал у	1	1
266	тогда как	1	1
267	мы снова	1	1
268	а самый	1	1
269	с этим	1	1
270	он перестает	1	1
271	это был	1	1
272	кроме того	2	1
273	и где	1	1
274	целый ряд	4	1
275	как уже	1	1
276	к этой	1	1
277	гораздо существеннее	1	1
278	и к	3	1
279	и читать	1	1
280	нет никакой	1	1
281	этой цели	1	1
282	или иную	1	1
283	за собой	1	1
284	жизни есть	1	1
285	для которого	2	1
286	со своей	1	1
287	всего лишь	1	1
288	бы и	3	1
289	что это	3	1
290	под ним	1	1
291	формы в	1	1
292	он в	2	1
293	все эти	7	1
294	без особой	1	1
295	чуть ли	1	1
296	так в	2	1
297	учение о	2	1
298	в известном	2	1
299	это тот	1	1
300	им в	1	1
301	имеем в	1	1
302	тому же	3	1
303	и те	1	1
304	если он	1	1
305	фраза из	1	1
306	и если	2	1
307	связанные с	1	1
308	в статье	2	1
309	т д	8	1
310	пушкина и	1	1
311	всех этих	1	1
