N	3gram	Propp_Isto_6	Hudozhes
1	по отношению к	2	10
2	более или менее	1	5
3	с другой стороны	8	5
4	в том что	5	5
5	одно и то	1	3
6	и то же	1	3
7	тем не менее	1	3
8	можно сказать что	1	3
9	в этом мире	1	2
10	и не могло	1	2
11	в таком случае	1	2
12	не могло быть	2	2
13	с одной стороны	7	2
14	а с другой	1	2
15	так или иначе	1	2
16	для того чтобы	1	2
17	том числе и	1	2
18	в том числе	1	2
19	однако и в	1	1
20	если он не	1	1
21	что иное как	1	1
22	в чистом виде	1	1
23	мы видим в	1	1
24	подобно тому как	1	1
25	в этом случае	6	1
26	в одной из	1	1
27	в зависимости от	1	1
28	только то что	2	1
29	точно так же	2	1
30	и др в	1	1
31	с этой точки	1	1
32	из этих двух	1	1
33	то или иное	1	1
34	но в таком	1	1
35	который может быть	1	1
36	таким образом и	2	1
37	он не будет	1	1
38	в сравнении с	1	1
39	как бы в	1	1
40	так же как	1	1
41	и в том	1	1
42	в свое время	1	1
43	по ту сторону	1	1
44	в то время	3	1
45	в частности в	1	1
46	есть не что	1	1
47	о том что	4	1
48	этой точки зрения	1	1
49	и тем самым	1	1
50	и тем более	1	1
51	речь идет о	1	1
52	связь со смертью	1	1
53	мы имеем в	4	1
54	в этих случаях	1	1
55	больше и больше	2	1
56	не что иное	1	1
57	том что он	1	1
58	не может быть	3	1
59	как и в	2	1
60	в более или	1	1
