N	3gram	Bakhtin_Pr_2	NovoeSre
1	в высшей степени	1	6
2	не может быть	6	4
3	подобно тому как	2	3
4	в наше время	1	3
5	во всех сферах	1	3
6	лицом к лицу	1	3
7	в этом смысле	5	2
8	он не может	1	2
9	в нем нет	1	2
10	так же как	3	2
11	это не значит	1	2
12	с другой стороны	1	2
13	культуры нового времени	1	2
14	в том и	1	2
15	она не может	2	2
16	и того же	1	1
17	что она не	1	1
18	и т.п так	1	1
19	которые господствовали в	1	1
20	и в высшей	1	1
21	по существу своему	1	1
22	только для себя	1	1
23	то время как	1	1
24	одного и того	1	1
25	в том числе	2	1
26	во времени в	1	1
27	же как и	2	1
28	потому что не	1	1
29	но это было	1	1
30	до сих пор	2	1
31	и не может	2	1
32	в зависимости от	3	1
33	сами по себе	1	1
34	в отличие от	1	1
35	тому как в	1	1
36	образ человека и	1	1
37	том числе и	2	1
38	в то что	1	1
39	можно было бы	1	1
40	может быть только	2	1
41	социальные и культурные	1	1
42	не только в	1	1
43	слова а не	1	1
44	по природе своей	1	1
45	но для чего	1	1
46	то что он	1	1
47	это конечно не	1	1
48	я не могу	1	1
49	и еще не	1	1
50	хотя и в	1	1
51	о том что	3	1
52	в то время	1	1
53	и про себя	1	1
54	не удалось но	1	1
55	в новое время	1	1
56	совершенно так же	2	1
57	в большинстве случаев	2	1
58	и быть не	1	1
59	в том смысле	1	1
60	нового времени что	1	1
61	быть не может	1	1
62	в том что	4	1
