N	3gram	Losev_Prob_4	FransuaR
1	о том что	3	5
2	в то же	2	5
3	с одной стороны	1	4
4	о котором мы	1	3
5	до сих пор	1	3
6	сказать что в	1	2
7	никак не может	1	2
8	с точки зрения	11	2
9	в литературе и	1	2
10	и то что	1	2
11	в данном случае	5	2
12	а также и	2	2
13	почти во всех	1	2
14	с другой стороны	6	2
15	то есть только	1	2
16	то есть в	6	2
17	начало и конец	1	2
18	в том что	8	2
19	конечно не в	1	2
20	и прежде всего	2	2
21	и говорить о	1	1
22	в той или	7	1
23	в основе своей	1	1
24	в чем же	1	1
25	дело в том	1	1
26	более или менее	2	1
27	в настоящее время	1	1
28	все это есть	1	1
29	свидетельствует о том	1	1
30	о том как	1	1
31	что же касается	1	1
32	в нем и	1	1
33	здесь вовсе не	1	1
34	как мы сказали	1	1
35	что именно в	1	1
36	на самом же	2	1
37	в себе и	2	1
38	совершенно ясно что	1	1
39	в мировой литературе	1	1
40	и даже в	1	1
41	на первом плане	1	1
42	общего и частного	1	1
43	все эти образы	2	1
44	в значительной мере	2	1
45	мы не будем	2	1
46	вместе с тем	3	1
47	не подлежит никакому	1	1
48	сам по себе	6	1
49	только то что	1	1
50	в этой области	1	1
51	и для всех	1	1
52	то это было	1	1
53	подлежит никакому сомнению	1	1
54	прежде всего с	1	1
55	в конце концов	1	1
56	и как бы	1	1
57	до того что	1	1
58	в связи с	3	1
59	все эти моменты	1	1
60	друг к другу	1	1
61	ничего подобного не	1	1
62	и почти во	1	1
63	мы все время	2	1
64	для того чтобы	2	1
65	из общего и	1	1
66	же деле здесь	1	1
67	в зависимости от	3	1
68	в то время	2	1
69	что не имеет	1	1
70	которые находятся в	1	1
71	заключается в том	2	1
72	но и для	1	1
73	не только в	4	1
74	той или иной	11	1
75	но все же	1	1
76	за то что	1	1
77	или иной мере	3	1
78	в предисловии к	1	1
79	не существует но	1	1
80	самом же деле	2	1
81	том что он	1	1
82	нечего и говорить	1	1
83	то что не	1	1
