N	2gram	Propp_Isto_3	UchenyiS
1	и в	22	14
2	а не	6	10
3	не только	14	10
4	прежде всего	3	8
5	и не	12	8
6	не может	4	7
7	вот почему	2	7
8	в этом	17	7
9	то что	7	7
10	может быть	11	6
11	то же	6	5
12	и только	1	5
13	все это	1	5
14	хотя бы	1	5
15	перестает быть	1	5
16	художественного творчества	1	5
17	с другой	7	4
18	но и	12	4
19	что такое	1	4
20	в этой	5	4
21	конечно не	1	4
22	и то	2	3
23	это не	6	3
24	было бы	3	3
25	как и	3	3
26	для этого	1	3
27	в частности	5	3
28	в своей	1	3
29	к сожалению	1	3
30	в то	2	3
31	все же	5	3
32	но в	10	3
33	не следует	1	3
34	только к	1	3
35	у нас	4	3
36	другой стороны	7	3
37	не как	1	3
38	же не	2	2
39	одним из	4	2
40	как труп	1	2
41	и с	4	2
42	и через	1	2
43	до сих	5	2
44	а как	1	2
45	самом деле	1	2
46	в буквальном	1	2
47	должна быть	1	2
48	в некоторых	5	2
49	превращается в	3	2
50	мы не	1	2
51	о чем	1	2
52	является в	1	2
53	на эту	1	2
54	знакомая нам	1	2
55	если бы	6	2
56	что мы	1	2
57	ничего не	6	2
58	как таковой	2	2
59	если не	2	2
60	том что	8	2
61	мы и	1	2
62	нас в	1	2
63	но конечно	2	2
64	но не	7	2
65	дело конечно	1	2
66	в сторону	2	2
67	не все	6	2
68	в его	3	2
69	что и	9	2
70	по себе	1	2
71	более чем	1	2
72	сих пор	5	2
73	но это	3	2
74	в том	9	2
75	это уже	1	2
76	и для	2	2
77	что он	9	2
78	при таком	1	2
79	неудивительно что	1	2
80	между тем	2	2
81	и у	3	2
82	только в	4	2
83	материал как	1	2
84	не в	4	2
85	все они	1	2
86	не есть	1	2
87	его и	4	2
88	всех этих	2	2
89	их и	3	2
90	могут быть	5	2
91	смысле этого	1	2
92	материал не	1	2
93	тем что	4	2
94	что она	5	2
95	таким образом	10	2
96	нас до	1	1
97	и это	2	1
98	об этом	1	1
99	же как	2	1
100	в исторической	1	1
101	связанных с	2	1
102	в этот	2	1
103	но по	3	1
104	человека и	1	1
105	даже не	2	1
106	входит в	1	1
107	данном случае	3	1
108	или иначе	1	1
109	сюда же	2	1
110	материалов и	1	1
111	и прежде	1	1
112	происходит уже	1	1
113	и быть	1	1
114	в пределах	4	1
115	или по	5	1
116	и др	2	1
117	к которой	1	1
118	никогда не	3	1
119	но прежде	1	1
120	так и	2	1
121	и возвращается	2	1
122	одной стороны	2	1
123	той же	2	1
124	целого но	1	1
125	относится к	2	1
126	столько же	1	1
127	отсюда и	1	1
128	часто бывает	2	1
129	с тем	2	1
130	мы имеем	19	1
131	со своими	2	1
132	и вне	1	1
133	и всякого	1	1
134	и даже	2	1
135	знакомый нам	1	1
136	можно сказать	2	1
137	смысле и	1	1
138	не вполне	6	1
139	один пример	1	1
140	в порядке	1	1
141	как на	1	1
142	о том	3	1
143	в ней	2	1
144	и потому	2	1
145	в котором	2	1
146	героя не	2	1
147	только для	1	1
148	и что	2	1
149	она в	1	1
150	была у	1	1
151	но такое	1	1
152	в различных	1	1
153	быть в	1	1
154	где же	1	1
155	в течение	6	1
156	не самый	1	1
157	в данном	4	1
158	с момента	1	1
159	что же	1	1
160	не то	1	1
161	не входит	1	1
162	того что	5	1
163	друг другу	2	1
164	в которых	2	1
165	образом на	1	1
166	их в	3	1
167	друг с	1	1
168	на его	3	1
169	форма в	1	1
170	это значит	1	1
171	что этот	1	1
172	нет и	1	1
173	на то	1	1
174	отнюдь не	1	1
175	она не	4	1
176	этом случае	5	1
177	независимо от	2	1
178	его на	2	1
179	так он	1	1
180	обычно просто	1	1
181	но тут	1	1
182	в своем	2	1
183	изучение этого	1	1
184	но для	1	1
185	имеет свою	3	1
186	которой и	1	1
187	и все	3	1
188	того как	1	1
189	она должна	1	1
190	у кого	1	1
191	тот же	1	1
192	которых она	1	1
193	на своем	1	1
194	было у	1	1
195	уже знакомый	1	1
196	так всегда	1	1
197	наталкиваемся на	1	1
198	есть ли	2	1
199	и действительно	2	1
200	не существует	1	1
201	впрочем для	1	1
202	имеются не	1	1
203	почему в	3	1
204	на большую	1	1
205	больше чем	1	1
206	это то	1	1
207	не было	2	1
208	так или	1	1
209	находятся в	1	1
210	он в	1	1
211	с одной	2	1
212	впрочем в	1	1
213	в качестве	2	1
214	что по	2	1
215	как основной	1	1
216	не ставит	1	1
217	бы только	1	1
218	буквальном смысле	1	1
219	уже не	7	1
220	далеко не	3	1
221	имеем в	4	1
222	толстой в	1	1
223	то и	6	1
224	же в	2	1
225	они находятся	1	1
226	и всей	1	1
227	в виде	2	1
228	ли для	1	1
229	что было	2	1
230	в нем	9	1
231	или даже	1	1
232	или просто	1	1
233	с другом	1	1
234	но если	1	1
235	он не	5	1
236	сказать что	3	1
237	состоит из	1	1
238	они в	2	1
239	очень часто	3	1
240	одно из	1	1
241	в первую	1	1
242	часто встречается	2	1
243	равно как	3	1
244	и так	2	1
245	весь и	1	1
246	он и	3	1
247	что еще	2	1
248	этот процесс	1	1
249	в отдельности	1	1
250	несомненно что	2	1
251	но он	4	1
252	у него	3	1
253	мы можем	6	1
254	всего что	1	1
255	так то	1	1
256	ее в	3	1
257	и эта	1	1
258	это в	1	1
259	что при	1	1
260	к этому	7	1
261	что в	15	1
262	в таком	1	1
263	все что	3	1
264	бы это	1	1
