N	3gram	Potebnia_M_3	Vladivir
1	в том что	16	10
2	тем не менее	3	9
3	о том что	1	8
4	вместе с тем	4	6
5	не может быть	3	6
6	там же с	6	6
7	это значит что	1	6
8	более или менее	3	5
9	к тому же	1	5
10	и то что	1	4
11	у него в	1	4
12	в то время	4	4
13	только в том	3	3
14	в том случае	1	3
15	с одной стороны	3	3
16	в то же	5	3
17	само по себе	3	3
18	как мы видели	1	3
19	что и в	3	3
20	сводится к тому	1	2
21	при таких условиях	1	2
22	одной стороны и	1	2
23	в таком случае	2	2
24	сам по себе	5	2
25	в этом отношении	2	2
26	нельзя сказать что	2	2
27	в данном случае	1	2
28	мы видели выше	1	2
29	то время как	1	2
30	так или иначе	1	2
31	с другой стороны	4	2
32	и в том	2	2
33	бросается в глаза	1	2
34	и не есть	1	2
35	и в таком	1	2
36	то же время	5	2
37	ничего общего с	1	2
38	на то что	1	2
39	к тому что	2	2
40	потому что он	3	1
41	не есть отрицание	1	1
42	того что и	1	1
43	потому что в	1	1
44	есть представление и	1	1
45	а потому и	1	1
46	так же и	1	1
47	том что это	1	1
48	а не другим	2	1
49	это было бы	1	1
50	в этом последнем	2	1
51	представить себе что	1	1
52	могла быть в	1	1
53	так что в	1	1
54	том что он	2	1
55	в том же	2	1
56	может и не	1	1
57	в сущности совершенно	1	1
58	к чему стремится	1	1
59	до сих пор	3	1
60	и то и	1	1
61	и притом не	1	1
62	того что мы	2	1
63	сама по себе	2	1
64	в строгом смысле	1	1
65	каждой из этих	1	1
66	только то что	1	1
67	несмотря на свою	1	1
68	в настоящем случае	1	1
69	имеет значение не	2	1
70	так что все	1	1
71	только при помощи	1	1
72	значении этого слова	1	1
73	еще и теперь	1	1
74	самая вещь и	1	1
75	зависит не только	1	1
76	то и другое	1	1
77	одно и то	5	1
78	по этому поводу	1	1
79	как мы ее	2	1
80	можно думать что	2	1
81	и что в	1	1
82	в смысле совокупности	1	1
83	далеко не всегда	1	1
84	в этой работе	1	1
85	если бы мы	1	1
86	не только в	4	1
87	не говоря уже	1	1
88	как на нечто	1	1
89	а тем что	1	1
90	то к чему	1	1
91	и то же	5	1
92	что собственно говоря	1	1
93	он уже не	1	1
94	не есть ни	4	1
95	том что и	1	1
96	притом не только	1	1
97	в противном случае	1	1
98	но вместе с	2	1
99	место в системе	2	1
100	с такой точки	1	1
101	от своих признаков	1	1
102	все то что	1	1
103	потому что они	1	1
104	тем и другим	1	1
105	а вместе с	1	1
106	что даже в	1	1
107	но и то	1	1
108	оно есть представление	1	1
109	каждое из этих	1	1
110	мы ее понимаем	1	1
111	мы не можем	2	1
112	в одно целое	1	1
113	а в смысле	2	1
114	а об отношении	1	1
115	не только не	2	1
116	но никак не	2	1
117	в самом деле	1	1
118	что же именно	1	1
119	в каждой из	1	1
120	но что же	1	1
121	не было ни	1	1
122	возможно только в	2	1
123	таким а не	1	1
124	заключается в том	1	1
125	бы для него	1	1
126	именно то что	2	1
127	в том смысле	3	1
128	и совсем не	1	1
129	том случае когда	1	1
130	в буквальном смысле	2	1
131	не только от	1	1
132	тем что в	1	1
133	для того чтобы	3	1
134	что есть и	1	1
135	в себе не	2	1
136	лишь в том	1	1
137	те же самые	1	1
138	то же самое	1	1
139	на наш взгляд	1	1
140	если бы эти	1	1
