N	3gram	Bakhtin_Fr_7	Istorich
1	в том что	3	5
2	как мы видели	4	5
3	мы видим что	1	4
4	что иное как	1	3
5	в данном случае	1	3
6	в связи с	1	3
7	мы уже видели	2	3
8	не что иное	1	3
9	по отношению к	2	2
10	таким образом и	2	2
11	мы уже знаем	1	2
12	во всяком случае	1	2
13	таким образом мы	1	2
14	о том что	1	2
15	в одном из	1	2
16	мы имеем в	2	2
17	на том свете	1	2
18	как и в	2	2
19	к тому же	1	2
20	уже знаем что	1	1
21	что в этом	1	1
22	в чем же	1	1
23	тесно связан с	1	1
24	в том числе	4	1
25	с точки зрения	3	1
26	еще тем что	1	1
27	но и в	1	1
28	на самом же	1	1
29	теперь я могу	1	1
30	с тем что	1	1
31	что в нем	1	1
32	нет ничего удивительного	1	1
33	можно было бы	2	1
34	но этот же	1	1
35	то что было	1	1
36	как мы сейчас	2	1
37	не только в	1	1
38	мы здесь не	1	1
39	говорят о том	1	1
40	мы уже говорили	3	1
41	мы сейчас увидим	2	1
42	и в том	1	1
43	это не совсем	1	1
44	есть не что	1	1
45	то обстоятельство что	1	1
46	в свою очередь	3	1
47	это и есть	1	1
48	и прежде всего	1	1
49	в них и	1	1
50	на самом деле	1	1
51	ничего общего с	1	1
52	к которой он	1	1
53	с самого начала	1	1
54	видим что в	1	1
55	друг от друга	1	1
56	заметить что в	1	1
57	в большинстве случаев	2	1
58	после того как	4	1
59	но есть и	1	1
60	вот теперь я	1	1
61	самом же деле	1	1
62	о том чтобы	1	1
63	с представлениями о	1	1
64	на этот вопрос	1	1
65	встречается очень часто	1	1
