N	3gram	Losev_Vesc_1	Istorich
1	и т д	19	18
2	с другой стороны	2	8
3	с одной стороны	3	7
4	вместе с тем	1	6
5	о том что	4	4
6	мы видим что	1	4
7	тем не менее	3	4
8	на этой стадии	1	3
9	т е в	7	3
10	так же как	1	3
11	не может быть	6	3
12	для того чтобы	2	3
13	о том как	1	2
14	до сих пор	1	2
15	в данном случае	2	2
16	в том чтобы	1	2
17	не только в	4	2
18	но так как	1	2
19	мы видели что	1	2
20	это значит что	19	2
21	мы не знаем	1	2
22	друг с другом	1	2
23	в том что	4	2
24	на то что	2	2
25	что и в	1	2
26	есть как бы	3	1
27	это было бы	1	1
28	из того что	2	1
29	все еще не	1	1
30	но то что	1	1
31	существования и что	1	1
32	свидетельствует о том	3	1
33	и все эти	1	1
34	ее не только	1	1
35	одной стороны и	1	1
36	с точки зрения	3	1
37	и не только	4	1
38	в зависимости от	1	1
39	сам по себе	3	1
40	со всем что	1	1
41	в себе и	1	1
42	и тем не	1	1
43	что не только	1	1
44	с тем что	1	1
45	может быть речи	1	1
46	это одна из	1	1
47	и здесь мы	1	1
48	что все это	1	1
49	с этой точки	1	1
50	у него нет	1	1
51	он думает что	1	1
52	в ней не	1	1
53	то время как	1	1
54	с ним и	1	1
55	то что у	2	1
56	не в том	1	1
57	еще ничего не	1	1
58	но уже сейчас	2	1
59	и что он	1	1
60	которых идет речь	1	1
61	только один из	1	1
62	только в виде	1	1
63	и потому что	1	1
64	в одном случае	1	1
65	еще и потому	1	1
66	о которых идет	1	1
67	т д все	1	1
68	во всяком случае	2	1
69	в одно целое	1	1
70	что у него	1	1
71	этой точки зрения	1	1
72	д и т	5	1
73	в то время	1	1
74	в свою очередь	4	1
75	само по себе	1	1
76	хотя бы в	2	1
77	но и для	1	1
78	вопрос о том	1	1
79	в самом деле	4	1
80	подобно тому как	4	1
81	можно сказать что	3	1
82	но и здесь	1	1
83	ничего не говорит	1	1
84	и не потому	1	1
85	в то же	1	1
86	в том смысле	1	1
87	т д то	1	1
88	ясно что это	1	1
89	здесь как и	1	1
90	только тогда когда	2	1
91	как мы знаем	1	1
92	т д и	5	1
93	в ней самой	1	1
94	мы еще не	2	1
