N	2gram	Losev_Vlad_1	Analitik
1	в качестве	6	31
2	может быть	6	29
3	в том	11	27
4	не может	6	22
5	и не	17	21
6	в частности	2	19
7	и в	31	18
8	но и	19	17
9	а не	1	17
10	представляет собой	1	16
11	отнюдь не	3	15
12	не только	24	15
13	тогда как	1	14
14	не в	5	14
15	в этом	14	13
16	как и	4	13
17	в его	12	13
18	при этом	2	12
19	том что	14	12
20	в себе	4	11
21	то есть	3	11
22	но не	3	10
23	то же	6	9
24	в то	8	9
25	а в	9	9
26	есть не	1	8
27	но в	12	8
28	не есть	1	8
29	том чтобы	2	7
30	произведения как	1	7
31	тем самым	2	7
32	к тому	3	7
33	этого слова	1	7
34	особого рода	2	7
35	мы имеем	1	6
36	по отношению	1	6
37	в самом	2	6
38	это не	1	6
39	далеко не	1	6
40	точки зрения	2	6
41	в своей	4	6
42	по своей	4	6
43	же время	4	6
44	только в	9	6
45	себя в	4	6
46	то что	18	6
47	прежде всего	1	6
48	в их	1	5
49	что иное	1	5
50	и на	3	5
51	иное как	1	5
52	и как	4	5
53	в произведении	1	5
54	в целом	3	5
55	в этой	4	5
56	лишь в	2	5
57	и его	7	5
58	о том	11	5
59	сводится к	1	5
60	и того	1	5
61	такого рода	4	5
62	что в	14	5
63	того же	6	4
64	не что	1	4
65	столь же	1	4
66	все же	3	4
67	тому же	2	4
68	не следует	1	4
69	с другими	1	4
70	и более	1	4
71	имеем дело	1	4
72	в области	1	4
73	ни в	2	4
74	так и	6	4
75	не с	1	4
76	с ним	5	4
77	на вопрос	1	4
78	с другой	3	4
79	того что	2	4
80	дело с	1	4
81	уже не	3	4
82	для того	2	4
83	именно в	1	4
84	себя и	1	4
85	вместе с	3	4
86	из которых	1	4
87	в литературе	1	4
88	как предмет	1	4
89	собственно говоря	3	4
90	ни было	1	4
91	как известно	1	3
92	и т	2	3
93	одним из	2	3
94	и есть	1	3
95	место в	2	3
96	в полной	2	3
97	бы то	1	3
98	что как	1	3
99	и к	6	3
100	в нашем	4	3
101	как он	4	3
102	в нем	4	3
103	он не	10	3
104	в силу	1	3
105	таким образом	3	3
106	то ни	1	3
107	не будет	1	3
108	даже в	2	3
109	в котором	6	3
110	разного рода	6	3
111	дело не	2	3
112	того чтобы	2	3
113	того и	2	3
114	о нем	7	3
115	в таком	1	3
116	не могут	1	3
117	если бы	1	3
118	а также	5	3
119	к нему	4	3
120	с его	11	3
121	еще не	2	3
122	вопрос об	1	3
123	с одной	1	3
124	ни с	4	3
125	что и	5	3
126	одной стороны	1	3
127	а именно	2	3
128	а с	5	3
129	что не	1	3
130	личности в	1	3
131	быть не	1	3
132	что мы	2	3
133	которая в	1	3
134	и одновременно	1	3
135	и все	4	3
136	хотя бы	2	3
137	я в	1	3
138	что он	12	3
139	отношения к	1	2
140	самом деле	1	2
141	на самом	1	2
142	субъект и	1	2
143	едва ли	3	2
144	также и	10	2
145	той же	2	2
146	на место	1	2
147	на себя	3	2
148	и то	10	2
149	и самого	1	2
150	то он	6	2
151	отношение к	3	2
152	не просто	1	2
153	нет и	2	2
154	за пределы	3	2
155	без другого	1	2
156	встречи с	1	2
157	как к	2	2
158	как уже	1	2
159	его к	2	2
160	в противоположность	1	2
161	то в	1	2
162	в которой	4	2
163	все эти	3	2
164	из этих	2	2
165	и до	2	2
166	на его	3	2
167	не к	1	2
168	свидетельствует о	3	2
169	и по	8	2
170	на этом	2	2
171	и с	14	2
172	на все	2	2
173	из них	2	2
174	вовсе не	5	2
175	так как	8	2
176	несмотря на	4	2
177	для чего	1	2
178	жизни но	1	2
179	для него	7	2
180	от своего	1	2
181	не столько	2	2
182	случае это	1	2
183	вопрос о	1	2
184	которые в	1	2
185	том и	1	2
186	свое время	6	2
187	только не	1	2
188	никогда не	9	2
189	потому что	11	2
190	же самое	1	2
191	для себя	2	2
192	как мы	9	2
193	роль в	1	2
194	и о	2	2
195	здесь не	3	2
196	мысль о	1	2
197	и сам	6	2
198	особенно в	1	2
199	одного из	1	2
200	еще в	4	2
201	не говоря	1	2
202	но к	1	2
203	с целью	1	2
204	и просто	3	2
205	можно сказать	6	2
206	один из	4	2
207	ли он	1	2
208	который в	1	2
209	или не	1	2
210	в начале	3	2
211	выступает в	1	2
212	бытия и	1	2
213	случае не	1	2
214	этом отношении	1	2
215	со стороны	2	2
216	было бы	2	2
217	только через	1	2
218	и потому	6	2
219	в данном	1	2
220	она есть	1	2
221	что же	5	2
222	и тогда	1	2
223	писал в	1	2
224	тем более	2	2
225	другой стороны	3	2
226	в свое	5	2
227	вопрос зачем	1	1
228	в реальности	1	1
229	н и	3	1
230	с кем	1	1
231	изучения в	1	1
232	тех же	2	1
233	как существа	1	1
234	объект как	1	1
235	или о	2	1
236	он всегда	1	1
237	не имеют	1	1
238	и больше	1	1
239	видеть в	1	1
240	то самое	1	1
241	в году	30	1
242	по его	2	1
243	мы уже	7	1
244	она в	1	1
245	и была	1	1
246	мы не	1	1
247	он как	3	1
248	есть нечто	1	1
249	и объект	1	1
250	не вполне	1	1
251	что можно	1	1
252	не способен	1	1
253	по вечерам	1	1
254	в ней	1	1
255	свою очередь	1	1
256	литературы и	1	1
257	на нем	1	1
258	по этому	2	1
259	он был	14	1
260	он сам	2	1
261	нам представляется	3	1
262	в различных	1	1
263	в чем	2	1
264	права в	1	1
265	во всех	1	1
