N	2gram	Propp_Isto_5	PoTuStor
1	может быть	17	17
2	и в	25	16
3	и пр	3	12
4	в этом	10	9
5	таким образом	9	9
6	и только	1	9
7	мы можем	2	9
8	прежде всего	6	9
9	и с	3	8
10	точки зрения	2	8
11	и его	9	8
12	не может	6	8
13	совершенно не	2	8
14	не только	13	7
15	сказать что	2	7
16	самом деле	2	6
17	конечно не	1	6
18	при этом	1	6
19	с точки	1	6
20	и это	4	6
21	для него	1	6
22	и к	1	6
23	еще не	8	5
24	отношение к	1	5
25	все эти	8	5
26	что такое	1	5
27	только для	1	5
28	в него	5	5
29	как бы	2	5
30	на самом	1	4
31	и ее	1	4
32	и на	8	4
33	отнюдь не	1	4
34	и наконец	1	4
35	но в	1	4
36	в этой	3	4
37	в нем	7	4
38	его в	9	4
39	художественного творчества	1	4
40	все это	4	4
41	самого начала	1	4
42	как мы	5	4
43	с самого	1	4
44	но мы	3	4
45	можно сказать	2	4
46	в его	12	4
47	только в	7	4
48	так как	11	4
49	и даже	1	4
50	но и	13	4
51	и не	11	4
52	и все	3	4
53	хотя бы	1	4
54	все что	1	4
55	тех же	2	3
56	едва ли	1	3
57	во всех	2	3
58	и есть	1	3
59	и как	3	3
60	на две	1	3
61	и вот	1	3
62	их в	3	3
63	на этом	3	3
64	на этой	4	3
65	том что	8	3
66	во время	7	3
67	сих пор	2	3
68	в одном	1	3
69	в основе	1	3
70	до сих	2	3
71	и оно	1	3
72	к себе	1	3
73	мира и	1	3
74	с другими	4	3
75	и она	3	3
76	в том	6	3
77	только на	1	3
78	мы знаем	8	3
79	всяком случае	1	3
80	даже не	1	3
81	и др	3	3
82	но оно	3	3
83	вместе с	22	3
84	и потому	2	3
85	как это	1	3
86	быть это	1	3
87	могут быть	6	3
88	в основном	4	3
89	что в	8	3
90	в этих	6	3
91	а в	3	3
92	то что	7	3
93	только как	1	3
94	жизни и	2	3
95	во всяком	1	3
96	ту же	2	2
97	же как	4	2
98	еще совершенно	1	2
99	в самом	1	2
100	мы уже	4	2
101	мы не	5	2
102	и о	1	2
103	что можно	1	2
104	того же	2	2
105	на них	2	2
106	совсем не	1	2
107	но как	1	2
108	с этим	5	2
109	что это	5	2
110	в переводе	1	2
111	он не	4	2
112	и по	2	2
113	в глубину	1	2
114	то же	4	2
115	по своему	1	2
116	связанные с	2	2
117	связанных с	1	2
118	и мы	2	2
119	было бы	1	2
120	в жизни	1	2
121	по всему	1	2
122	как и	7	2
123	в своей	2	2
124	знаем что	6	2
125	войти в	1	2
126	не менее	4	2
127	в науке	1	2
128	никогда не	3	2
129	сводится к	1	2
130	здесь же	1	2
131	что на	1	2
132	в каком	1	2
133	что оно	1	2
134	на основе	1	2
135	и этим	2	2
136	в пределах	4	2
137	вернулись к	1	2
138	для этого	1	2
139	и вообще	3	2
140	с ним	4	2
141	находится в	2	2
142	о том	7	2
143	другими словами	1	2
144	для нас	5	2
145	что и	6	2
146	во всей	1	2
147	может иметь	1	2
148	один из	2	2
149	мы видим	8	2
150	что он	22	2
151	и действительно	5	2
152	и так	1	2
153	и других	2	2
154	у него	2	2
155	оно не	1	2
156	что не	1	2
157	а на	2	2
158	его все	1	2
159	в развитии	1	2
160	что мы	2	2
161	в одно	2	2
162	в частности	7	2
163	так же	5	2
164	к следующему	1	2
165	с этой	2	2
166	в свое	2	2
167	в систему	1	2
168	но это	7	2
169	и таким	2	2
170	к другим	1	2
171	и для	2	2
172	не удается	1	2
173	нет никаких	1	2
174	все остальные	1	2
175	не знает	1	2
176	всех других	1	2
177	есть и	1	2
178	ее в	2	2
179	к этому	2	2
180	во сне	2	2
181	можно назвать	1	2
182	они не	3	2
183	переносятся на	1	1
184	потом и	1	1
185	человека и	2	1
186	мы здесь	4	1
187	он может	2	1
188	когда человек	2	1
189	не имеют	1	1
190	и могут	1	1
191	его не	3	1
192	мы имеем	14	1
193	и входит	1	1
194	теперь мы	1	1
195	вопрос о	2	1
196	на место	1	1
197	совершенно так	1	1
198	пока только	1	1
199	выходит из	1	1
200	я не	1	1
201	из того	1	1
202	но даже	1	1
203	не совсем	6	1
204	же что	1	1
205	зависимости от	1	1
206	в ней	5	1
207	не был	1	1
208	что его	3	1
209	где же	1	1
210	здесь имеем	2	1
211	одним словом	1	1
212	но не	5	1
213	и три	2	1
214	заметим что	1	1
215	иногда и	1	1
216	право на	1	1
217	что они	1	1
218	к сожалению	1	1
219	в течение	2	1
220	в море	5	1
221	дает нам	1	1
