N	2gram	Propp_Isto_2	SlovoVZh
1	не может	5	16
2	может быть	17	14
3	как бы	6	13
4	и его	3	13
5	таким образом	7	12
6	и в	15	12
7	по отношению	3	11
8	отношению к	3	11
9	и не	11	10
10	так как	14	9
11	прежде всего	5	8
12	сказать что	2	7
13	для нас	4	7
14	в ней	4	6
15	в том	6	6
16	только в	6	6
17	при этом	4	6
18	в нем	7	6
19	в процессе	1	6
20	то же	10	5
21	в виду	2	5
22	отнюдь не	1	5
23	как в	5	5
24	но в	6	5
25	и др	4	5
26	в жизни	2	5
27	а не	5	5
28	как и	2	5
29	что мы	3	5
30	и следовательно	1	5
31	том что	7	5
32	никогда не	15	5
33	хотя бы	2	5
34	то что	12	5
35	к материалу	2	4
36	на самом	2	4
37	зависимости от	1	4
38	к нему	5	4
39	в этом	11	4
40	все же	9	4
41	в самом	1	4
42	уже не	1	4
43	не только	18	4
44	так и	5	4
45	с другой	2	4
46	что не	1	4
47	не в	7	4
48	его в	10	4
49	и к	1	4
50	и на	4	4
51	здесь не	2	3
52	самом деле	2	3
53	в котором	5	3
54	в пределах	1	3
55	еще не	9	3
56	мы не	3	3
57	о том	3	3
58	и герой	2	3
59	но и	14	3
60	нуждается в	1	3
61	того что	3	3
62	быть и	1	3
63	когда он	3	3
64	и наконец	5	3
65	и ее	2	3
66	все эти	4	3
67	только на	1	3
68	в себе	4	3
69	да и	2	3
70	он должен	2	3
71	и по	2	3
72	и с	4	3
73	до сих	6	3
74	ни в	2	3
75	в некоторых	2	3
76	и пр	7	3
77	в них	1	3
78	в своей	1	3
79	так же	13	3
80	тем не	1	3
81	как к	1	3
82	и более	2	3
83	из этого	1	3
84	по себе	1	3
85	сих пор	7	3
86	не менее	1	3
87	все это	3	3
88	и для	2	3
89	это как	1	3
90	ее и	1	3
91	с ним	1	3
92	в каком	1	3
93	и то	2	2
94	как это	3	2
95	в себя	3	2
96	и совершенно	1	2
97	едва ли	1	2
98	ко всем	1	2
99	со всех	4	2
100	мы имеем	15	2
101	в материале	1	2
102	мы в	2	2
103	и здесь	9	2
104	с его	1	2
105	и что	6	2
106	нас же	1	2
107	тем как	1	2
108	которые мы	1	2
109	в его	6	2
110	что и	6	2
111	поскольку они	1	2
112	кроме того	2	2
113	его к	1	2
114	в какой	1	2
115	и потому	1	2
116	и так	2	2
117	лежит на	1	2
