N	2gram	Vygotskiy__4	Vvedenie
1	и в	20	32
2	в том	42	31
3	в этом	24	30
4	том что	35	26
5	может быть	12	26
6	не только	15	22
7	для того	5	21
8	того чтобы	7	20
9	таким образом	25	19
10	также и	2	18
11	то что	15	16
12	потому что	12	15
13	так как	10	15
14	не может	6	14
15	в самом	6	13
16	в нем	2	13
17	о том	5	13
18	со стороны	3	13
19	в их	12	12
20	представляет собой	3	12
21	в его	11	12
22	того что	10	12
23	только в	10	12
24	и не	8	12
25	как мы	13	11
26	и именно	1	11
27	ясно что	2	11
28	в данном	2	11
29	что такое	5	11
30	что в	19	10
31	то же	16	9
32	в истории	10	9
33	и как	9	9
34	но в	3	9
35	по себе	1	9
36	между тем	9	9
37	в той	2	9
38	этом смысле	8	9
39	а только	3	8
40	это не	5	8
41	не в	4	8
42	тем не	1	8
43	не менее	3	8
44	с другой	12	8
45	именно в	3	8
46	самом деле	7	7
47	вопрос о	1	7
48	но не	3	7
49	все же	5	7
50	к выводу	2	7
51	было бы	8	7
52	точки зрения	24	7
53	уже и	2	7
54	можно было	6	7
55	выводу что	2	7
56	дело с	1	7
57	прежде всего	2	7
58	смысле этого	7	7
59	о котором	1	7
60	в большей	1	7
61	смысле слова	1	6
62	и это	2	6
63	из этих	2	6
64	как он	4	6
65	том чтобы	2	6
66	его в	6	6
67	с тем	6	6
68	как и	9	6
69	представить себе	2	6
70	к истории	3	6
71	в то	1	6
72	в качестве	21	6
73	тем что	7	6
74	не могут	3	6
75	один из	3	6
76	и его	5	6
77	истории языка	1	6
78	и даже	1	6
79	до сих	1	6
80	но и	9	6
81	сих пор	1	6
82	все это	1	6
83	одним из	2	5
84	а как	1	5
85	в целом	11	5
86	иное как	1	5
87	приходим к	1	5
88	так например	1	5
89	и тем	8	5
90	данном случае	2	5
91	но если	1	5
92	в которых	1	5
93	сказать что	6	5
94	могут быть	7	5
95	быть в	1	5
96	так что	3	5
97	уже в	6	5
98	не есть	2	5
99	представляют собой	1	5
100	что не	1	5
101	на этот	3	5
102	а не	7	5
103	по своему	4	5
104	в течение	1	5
105	как бы	7	5
106	другой стороны	9	5
107	в какой	3	5
108	вместе с	8	5
109	связана с	2	4
110	и то	10	4
111	как это	9	4
112	той же	6	4
113	мы имеем	2	4
114	что иное	1	4
115	по отношению	1	4
116	не просто	2	4
117	независимо от	1	4
118	как уже	4	4
119	уже не	1	4
120	в себе	10	4
121	этот процесс	6	4
122	должен был	1	4
123	в своей	7	4
124	по сравнению	4	4
125	как о	1	4
126	не имеет	2	4
127	в разных	1	4
128	только с	1	4
129	в каждом	2	4
130	на вопрос	1	4
131	и т.д	2	4
132	внимание на	3	4
133	и что	8	4
134	как она	1	4
135	и история	3	4
136	еще не	2	4
137	что он	6	4
138	и ее	1	4
139	с одной	9	4
140	этого понятия	3	4
141	в виде	3	4
142	одно из	1	4
143	всяком случае	3	4
144	само по	1	4
145	как раз	1	4
146	этом отношении	7	4
147	даже и	1	4
148	одной стороны	9	4
149	и обратно	1	4
150	знаний и	2	4
151	по мере	4	4
152	еще и	1	4
153	о чем	1	4
154	видит в	1	4
155	сравнению с	3	4
156	с этой	4	4
157	этом случае	3	4
158	и для	4	4
159	только что	4	4
160	а в	2	4
161	конфликт между	1	4
162	не что	1	4
163	отношению к	1	4
164	во всяком	4	4
165	и есть	1	3
166	собственном смысле	7	3
167	что уже	2	3
168	в сущности	4	3
169	так чтобы	1	3
170	говорить о	1	3
171	в виду	3	3
172	и этого	1	3
173	и на	6	3
174	ответа на	1	3
175	в различных	1	3
176	в чем	3	3
177	своего рода	1	3
178	совсем не	1	3
179	стороны и	2	3
180	однако не	1	3
181	хотя и	1	3
182	с понятием	1	3
183	и к	5	3
184	что это	2	3
185	все эти	5	3
186	в этой	3	3
187	в известном	2	3
188	что она	1	3
189	как оно	2	3
190	при этом	12	3
191	если бы	5	3
192	не как	1	3
193	вообще не	2	3
