N	2gram	Bakhtin_Fr_7	KulturaY
1	потому что	5	25
2	и в	41	23
3	не только	5	20
4	в том	11	19
5	в этом	15	18
6	и не	7	16
7	было бы	4	15
8	так как	3	15
9	может быть	4	15
10	точки зрения	5	14
11	все эти	13	12
12	у нас	1	12
13	в самом	1	12
14	но в	8	11
15	том что	4	11
16	в области	2	11
17	по себе	1	10
18	а не	2	10
19	что в	9	10
20	самом деле	1	9
21	в сущности	4	9
22	то что	8	9
23	можно было	3	9
24	вовсе не	7	9
25	не может	3	9
26	с точки	3	8
27	не в	9	8
28	и что	1	8
29	в качестве	9	8
30	уже не	2	8
31	прежде всего	11	8
32	что это	4	7
33	все же	1	7
34	в нашем	1	7
35	то обстоятельство	1	7
36	в силу	1	7
37	и с	4	7
38	обстоятельство что	1	7
39	но и	9	7
40	с помощью	6	7
41	то же	13	6
42	и на	4	6
43	но не	1	6
44	в этой	13	6
45	слово это	2	6
46	это не	6	6
47	речи в	1	6
48	ту же	2	6
49	между тем	1	6
50	этот вопрос	1	6
51	слова в	1	6
52	в речи	1	6
53	и то	2	5
54	также и	2	5
55	мы имеем	2	5
56	я не	3	5
57	еще не	2	5
58	целый ряд	4	5
59	должна быть	1	5
60	по существу	8	5
61	и вот	2	5
62	что все	2	5
63	об этом	1	5
64	и тем	1	5
65	несмотря на	3	5
66	и здесь	4	5
67	не могут	1	5
68	в его	12	5
69	один из	1	5
70	тот же	2	5
71	что он	3	5
72	только в	6	5
73	должен быть	2	5
74	всяком случае	1	5
75	вместе с	5	5
76	как это	1	5
77	слова и	1	5
78	все это	10	5
79	этом смысле	1	5
80	таким образом	19	5
81	во всяком	2	5
82	вряд ли	1	4
83	что я	1	4
84	в данном	2	4
85	однако не	1	4
86	перед нами	2	4
87	хотя и	4	4
88	если мы	1	4
89	в нем	7	4
90	так и	10	4
91	но все	4	4
92	на этой	4	4
93	должно быть	4	4
94	свою речь	1	4
95	своего рода	2	4
96	эта не	1	4
97	в то	10	4
98	но только	1	4
99	не имеет	3	4
100	ничего не	4	4
101	что на	1	4
102	к тому	2	4
103	и о	1	4
104	или в	2	4
105	это слово	1	4
106	ни в	6	4
107	в конце	8	4
108	в них	7	4
109	в особенности	2	4
110	в каком	1	4
111	не было	3	4
112	в связи	2	4
113	как бы	7	4
114	в результате	2	4
115	сказать что	1	4
116	к этому	5	4
117	так же	5	4
118	того же	3	3
119	это и	1	3
120	что слово	1	3
121	в первый	1	3
122	а только	2	3
123	как в	5	3
124	с этим	2	3
125	так в	1	3
126	выражение в	3	3
127	он не	4	3
128	и по	3	3
129	на этом	5	3
130	еще одно	1	3
131	этого не	1	3
132	чем в	1	3
133	знаем что	1	3
