N	3gram	Voloshinov_1	Istorich
1	и т д	1	15
2	в этом случае	1	5
3	до сих пор	3	5
4	в том что	4	5
5	тем не менее	2	5
6	как мы видели	4	5
7	в данном случае	3	3
8	мы видели что	1	3
9	том что в	1	2
10	через некоторое время	1	2
11	не совсем так	1	2
12	по отношению к	9	2
13	таким образом и	1	2
14	с одной стороны	1	2
15	мы уже знаем	2	2
16	во всяком случае	3	2
17	в то время	1	2
18	о том что	1	2
19	но все же	1	2
20	уже знакомый нам	1	1
21	в нем происходит	1	1
22	с этим комплексом	1	1
23	мы знаем что	3	1
24	мы остановимся только	1	1
25	хотя и не	1	1
26	у различных народов	1	1
27	в чем же	1	1
28	все что в	2	1
29	и той же	1	1
30	все же остальное	1	1
31	что в данном	1	1
32	с точки зрения	10	1
33	мы не будем	1	1
34	могут быть объяснены	1	1
35	но и в	1	1
36	только то что	2	1
37	что в некоторых	1	1
38	из того что	1	1
39	нет ничего удивительного	1	1
40	в таком случае	2	1
41	это вовсе не	1	1
42	большую роль в	1	1
43	может быть и	1	1
44	можно сказать о	1	1
45	в чем состоит	1	1
46	по этому вопросу	1	1
47	таким образом этот	1	1
48	остановимся только на	1	1
49	общего с этим	1	1
50	в себя и	1	1
51	так как они	1	1
52	на всю жизнь	1	1
53	сих пор не	1	1
54	но вместе с	2	1
55	данном случае в	1	1
56	это не совсем	1	1
57	то обстоятельство что	1	1
58	в свою очередь	1	1
59	это и есть	1	1
60	и прежде всего	5	1
61	на самом деле	2	1
62	так как в	1	1
63	ничего общего с	1	1
64	равно как и	1	1
65	не может быть	3	1
66	к которой он	1	1
67	с самого начала	5	1
68	в связь с	1	1
69	и даже не	1	1
70	можно сказать что	3	1
71	у нас в	2	1
72	в большинстве случаев	4	1
73	одной и той	1	1
74	и у нас	1	1
75	на этот вопрос	1	1
76	и входит в	1	1
77	в жизни и	1	1
78	она не может	1	1
