N	2gram	Tiupa_Hudo_1	Problema
1	и не	2	28
2	не только	12	24
3	только в	5	23
4	вовсе не	1	21
5	и в	14	20
6	в том	12	20
7	ни в	5	17
8	все эти	3	16
9	смысле слова	1	15
10	то что	8	15
11	потому что	5	15
12	точки зрения	5	14
13	было бы	6	14
14	но и	5	14
15	также и	1	13
16	перед нами	5	13
17	не в	7	13
18	в себе	11	12
19	том что	16	12
20	с точки	3	11
21	по себе	2	11
22	прежде всего	11	11
23	как будто	4	11
24	едва ли	3	10
25	отнюдь не	3	10
26	тем не	4	10
27	и его	5	10
28	не менее	5	10
29	так и	13	10
30	в качестве	9	10
31	есть нечто	1	9
32	в этом	11	9
33	может быть	5	9
34	и даже	3	9
35	все это	2	9
36	но в	5	8
37	содержит в	1	8
38	если бы	3	8
39	что он	9	8
40	в результате	2	8
41	и все	4	8
42	во всяком	1	8
43	то же	9	7
44	мы не	2	7
45	в ней	4	7
46	еще не	7	7
47	и с	4	7
48	ясно что	2	7
49	это не	7	7
50	здесь не	2	7
51	хотя бы	1	7
52	и тем	1	7
53	есть в	1	7
54	с другой	1	7
55	именно в	7	7
56	сказать что	1	7
57	а не	12	7
58	и потому	2	7
59	такого рода	3	7
60	а только	4	6
61	при этом	12	6
62	всех этих	1	6
63	об этом	5	6
64	как и	9	6
65	в данном	1	6
66	и без	1	6
67	же самое	1	6
68	в виду	1	6
69	а также	3	6
70	так что	2	6
71	по своему	3	6
72	но это	1	6
73	и от	4	6
74	для нас	1	6
75	в таком	3	6
76	на самом	2	5
77	но не	3	5
78	как в	8	5
79	хотя и	2	5
80	в нем	3	5
81	да и	2	5
82	в этих	5	5
83	когда мы	1	5
84	и вполне	1	5
85	и о	4	5
86	в ее	3	5
87	данном случае	1	5
88	о том	12	5
89	можно сказать	4	5
90	своему содержанию	1	5
91	жизни и	5	5
92	уже не	7	5
93	так как	1	5
94	то и	3	5
95	человеческой жизни	4	5
96	не может	7	5
97	в смысле	1	5
98	в целях	1	5
99	ничего общего	1	5
100	и т	11	4
101	это и	1	4
102	что его	1	4
103	человеческих отношений	5	4
104	уже в	1	4
105	в этой	8	4
106	что она	4	4
107	времени и	1	4
108	с тем	1	4
109	несмотря на	4	4
110	в своей	10	4
111	всяком случае	1	4
112	в одном	1	4
113	в отношении	1	4
114	тем самым	1	4
115	не имеет	2	4
116	только не	1	4
117	в самой	1	4
118	всегда есть	1	4
119	можно было	5	4
120	жизнь и	1	4
121	с ним	4	4
122	никак не	2	4
123	во всех	1	4
124	и только	1	4
125	тем более	1	4
126	одной из	2	4
127	и ее	1	4
128	или даже	1	4
129	ни с	1	4
130	что не	2	4
131	с этим	3	4
132	как бы	7	4
133	в художественном	2	4
134	однако не	1	4
135	как раз	4	4
136	и для	3	4
137	солнца и	1	4
138	же в	3	4
139	а в	7	4
140	в то	8	4
141	в какой	1	4
142	самом деле	5	3
143	и этот	1	3
144	но она	1	3
145	в каждой	1	3
146	и на	3	3
147	а еще	1	3
148	но как	2	3
149	явлений и	1	3
150	тут же	1	3
151	чем же	1	3
152	же и	1	3
153	в своем	4	3
154	и к	4	3
155	вообще не	1	3
156	т д	3	3
157	но все	1	3
158	человека в	6	3
159	в другом	2	3
160	того или	2	3
161	этом смысле	1	3
162	из них	4	3
163	здесь нет	1	3
164	в жизни	1	3
165	все равно	2	3
166	как это	1	3
167	в предыдущем	1	3
168	связи с	4	3
169	вплоть до	1	3
170	и другое	2	3
171	как о	1	3
172	на себе	2	3
173	казалось бы	7	3
174	к тому	7	3
175	в самых	1	3
176	как мы	3	3
177	можно понять	1	3
178	и весь	1	3
179	все в	1	3
180	в его	8	3
181	в начале	2	3
182	для него	10	3
183	себе и	2	3
184	тем что	3	3
185	не было	4	3
186	еще и	1	3
187	в связи	3	3
188	нет ничего	2	3
189	о себе	1	3
190	ни на	1	3
191	к его	1	3
192	из которых	1	3
193	или иного	2	3
194	и более	1	3
195	является для	1	3
196	что мы	1	3
197	только для	2	3
198	между прочим	1	3
199	и как	1	3
200	мы должны	1	3
201	из этого	1	3
202	что в	6	3
203	которая не	2	3
204	мы здесь	1	2
205	и то	1	2
206	нам кажется	1	2
207	за собой	1	2
208	по преимуществу	3	2
209	в которой	1	2
210	говорить о	3	2
211	ему в	1	2
212	и он	5	2
213	мы читаем	2	2
214	нам представляется	1	2
215	столь же	4	2
216	в чем	1	2
217	нет и	1	2
218	что они	1	2
219	относится к	1	2
220	что именно	1	2
221	стороны и	1	2
222	все же	3	2
223	не являются	1	2
224	более или	1	2
225	то в	4	2
226	со своей	1	2
227	ни одна	1	2
228	только один	1	2
229	на его	2	2
230	он не	4	2
231	с ее	2	2
232	том чтобы	1	2
233	на земле	1	2
234	а его	2	2
235	на этой	1	2
236	его в	3	2
237	весь мир	1	2
238	но именно	1	2
239	не чем	1	2
240	этом мы	1	2
241	для них	1	2
242	далеко не	1	2
243	этого не	1	2
244	речь о	1	2
245	между собою	1	2
246	и тоже	1	2
247	или менее	1	2
248	имеет ничего	1	2
249	она в	3	2
250	и уж	1	2
251	не будем	1	2
252	иным как	1	2
253	есть именно	1	2
254	не тем	1	2
255	однако в	2	2
256	бы быть	1	2
257	чистом виде	1	2
258	но они	1	2
259	друг друга	5	2
260	дело в	1	2
261	нельзя ли	1	2
262	того чтобы	3	2
263	смысле как	1	2
264	и по	3	2
265	для его	1	2
266	для себя	3	2
267	и это	4	2
268	приходит к	1	2
269	и говорит	1	2
270	в пределах	3	2
271	и когда	3	2
272	и прочих	1	2
273	и каждый	2	2
274	остановимся на	2	2
275	и что	2	2
276	там же	2	2
277	в значительной	2	2
278	не раз	2	2
279	с его	5	2
280	нечто иное	1	2
281	тотчас же	1	2
282	в литературе	3	2
283	но так	1	2
284	ни к	2	2
285	том как	3	2
286	тот же	1	2
287	с ними	2	2
288	себя в	4	2
289	только на	2	2
290	является не	1	2
291	а то	2	2
292	за ним	2	2
293	сами по	1	2
294	в конце	4	2
295	же деле	1	2
296	в самом	4	2
297	говорит о	1	2
298	в это	2	2
299	представить себе	1	2
300	общего с	1	2
301	поэтому не	1	2
302	к своему	2	2
303	xix века	1	2
304	если оно	1	2
305	в романах	1	2
306	чем иным	1	2
307	том смысле	1	2
308	в чистом	1	2
309	самом же	1	2
310	будто бы	3	2
311	только что	4	2
312	как показывает	1	2
313	жизни в	6	2
314	в частности	5	2
315	можно назвать	1	2
316	как известно	1	1
317	можно говорить	1	1
318	говоря о	2	1
319	таком случае	1	1
320	человека и	1	1
321	по адресу	2	1
322	связана с	1	1
323	художественных произведений	1	1
324	на появление	1	1
325	ему что	1	1
326	к другому	4	1
327	достоевского в	1	1
328	смысл этого	1	1
329	и до	1	1
330	он всегда	1	1
331	ведь и	1	1
332	о речи	1	1
333	нем и	1	1
334	с с	4	1
335	них это	2	1
336	же как	2	1
337	вопрос о	2	1
338	именно к	1	1
339	не была	2	1
340	на глазах	1	1
341	скорбного сознания	1	1
342	что можно	1	1
343	этот как	1	1
344	теории литературы	2	1
345	это время	1	1
346	начало и	1	1
347	на них	1	1
348	и четвертой	1	1
349	время в	1	1
350	и думал	1	1
351	совсем не	1	1
352	а тем	1	1
353	с самой	1	1
354	только потому	2	1
355	есть своя	1	1
356	не все	1	1
357	если в	2	1
358	так по	1	1
359	присутствует в	1	1
360	слова на	1	1
361	отношение к	1	1
362	легче и	1	1
363	этот художественный	1	1
364	тебе и	2	1
365	первый взгляд	1	1
366	оказывается не	1	1
367	его на	1	1
368	как к	3	1
369	как нам	2	1
370	это был	1	1
371	как хотелось	1	1
372	жизни они	1	1
373	понять и	1	1
374	когда он	1	1
375	это тоже	1	1
376	напомним что	2	1
377	жизни нет	1	1
378	в действительности	4	1
379	и хотя	1	1
380	в этот	1	1
381	о самом	1	1
382	или иную	2	1
383	в целом	2	1
384	он в	1	1
385	этих категорий	1	1
386	жизни так	2	1
387	бы не	1	1
388	из этих	1	1
389	еще далеко	1	1
390	его же	1	1
391	поскольку в	1	1
392	но ведь	1	1
393	как он	2	1
394	на то	4	1
395	но на	1	1
396	лжи и	1	1
397	они в	2	1
398	в первую	2	1
399	у толстого	1	1
400	в силу	1	1
401	работ в	1	1
402	его от	1	1
403	в специальных	1	1
404	все с	1	1
405	вопросов о	1	1
406	поскольку она	1	1
407	от нее	1	1
408	то ни	1	1
409	думал что	1	1
410	тем в	1	1
411	то чтобы	2	1
412	особенною жизнью	1	1
413	которой уже	1	1
414	причем все	1	1
415	еще большей	1	1
416	первую очередь	2	1
417	на бумаге	1	1
418	дело здесь	2	1
419	отличать от	1	1
420	не служит	1	1
421	однако здесь	1	1
422	к области	1	1
423	из нее	1	1
424	но уже	1	1
425	рядом с	1	1
426	мы пытались	1	1
427	к которым	1	1
428	жизни то	1	1
429	и уже	1	1
430	говорится о	2	1
431	или три	1	1
432	должно быть	2	1
433	как таковой	1	1
434	нисколько не	1	1
435	смысл и	1	1
436	на первый	1	1
437	которое отнюдь	1	1
438	и духовную	1	1
439	как все	2	1
440	в такой	2	1
441	в их	2	1
442	человеком и	1	1
443	было очень	1	1
444	ничего в	1	1
445	себе а	1	1
446	не как	1	1
447	что при	3	1
448	жизни с	1	1
449	признать что	1	1
450	несет на	2	1
451	и вот	1	1
452	сатирой и	1	1
453	этих моментов	1	1
454	эта картина	1	1
455	города с	1	1
456	в своих	3	1
457	и предполагает	1	1
458	что этот	1	1
459	на всю	1	1
460	заглянуть в	1	1
461	вместе со	1	1
462	даже в	3	1
463	мы встречаемся	1	1
464	что эта	1	1
465	тому что	4	1
466	раз и	1	1
467	иной раз	1	1
468	человечества и	1	1
469	самого начала	1	1
470	здесь прежде	1	1
471	у него	9	1
472	пока еще	2	1
473	из их	1	1
474	чем не	1	1
475	и несет	1	1
476	никогда не	6	1
477	своею особенною	1	1
478	и рождается	1	1
479	ничего не	8	1
480	жизни не	1	1
481	или как	1	1
482	своей природе	2	1
483	по своей	4	1
484	под названием	1	1
485	ничто не	1	1
486	в основе	1	1
487	перед ним	1	1
488	в символ	1	1
489	не могут	1	1
490	такова что	1	1
491	могут быть	1	1
492	к изображению	1	1
493	об одном	2	1
494	только еще	1	1
495	всего в	1	1
496	анализа и	1	1
497	что оно	1	1
498	за что	1	1
499	что уже	1	1
500	мысли о	2	1
501	если же	1	1
502	всего во	1	1
503	некрасов и	1	1
504	что современная	1	1
505	что все	1	1
506	нам о	1	1
507	свою очередь	1	1
508	этих отношений	1	1
509	на основе	2	1
510	в тонах	1	1
511	с самого	1	1
512	говорили что	1	1
513	на свой	1	1
514	на том	2	1
515	в образе	1	1
516	за то	1	1
517	особенно в	2	1
518	того и	1	1
519	произведения не	2	1
520	сам он	1	1
521	когда в	1	1
522	не нужно	2	1
523	этой жизни	1	1
524	данного произведения	1	1
525	нас и	1	1
526	но здесь	1	1
527	находится в	1	1
528	и поэтому	2	1
529	внимание на	2	1
530	жизнь которой	1	1
531	читателя как	1	1
532	одного из	1	1
533	мог бы	1	1
534	все его	1	1
535	в отдельную	1	1
536	может не	1	1
537	нас в	1	1
538	и своей	1	1
539	этих двух	1	1
540	в которую	1	1
541	на мгновение	1	1
542	когда оно	1	1
543	в бытовой	2	1
544	и содержания	1	1
545	в античной	1	1
546	не будучи	1	1
547	по своим	1	1
548	рода вопросы	1	1
549	и об	2	1
550	и она	1	1
551	а она	1	1
552	достоевского и	1	1
553	и полное	1	1
554	того что	4	1
555	происходит в	1	1
556	и личной	1	1
557	среди других	1	1
558	и быть	4	1
559	и кажется	1	1
560	и так	2	1
561	поэтому и	2	1
562	он теперь	1	1
563	по мнению	5	1
564	для нее	2	1
565	нужно и	1	1
566	в контексте	1	1
567	к высшим	1	1
568	с одной	1	1
569	да еще	1	1
570	и у	1	1
571	на север	1	1
572	и хорошо	1	1
573	это опять-таки	1	1
574	к содержанию	1	1
575	ту или	2	1
576	эти два	1	1
577	на одном	1	1
578	т п	8	1
579	в прошлом	1	1
580	что подлинная	1	1
581	не о	2	1
582	не случайно	7	1
583	жизни на	2	1
584	заметить что	2	1
585	новое качество	1	1
586	ее на	1	1
587	из двух	1	1
588	представляется в	1	1
589	с другим	2	1
590	до сих	2	1
591	как функция	1	1
592	с той	2	1
593	думал он	1	1
594	писателя и	1	1
595	мы еще	1	1
