N	2gram	Trubetskoy_1	Problemy
1	и в	26	35
2	как бы	12	31
3	и не	8	27
4	что он	4	24
5	в его	5	21
6	но в	7	19
7	как и	1	18
8	не может	4	18
9	в нем	4	16
10	то есть	4	16
11	то же	4	15
12	и все	2	15
13	в сущности	1	14
14	в этом	15	14
15	и его	1	14
16	для него	3	14
17	может быть	10	14
18	но и	9	14
19	все это	6	14
20	он не	4	13
21	к нему	7	13
22	и с	10	12
23	прежде всего	2	12
24	и к	5	12
25	в то	4	11
26	самом деле	1	10
27	не только	10	10
28	не в	2	10
29	же время	2	10
30	то что	7	10
31	в отношении	6	9
32	мы уже	1	8
33	все же	6	8
34	самого начала	2	8
35	с самого	3	8
36	так и	6	8
37	о мире	1	8
38	и для	5	8
39	потому что	7	8
40	еще не	2	7
41	на них	1	7
42	с его	2	7
43	и наконец	2	7
44	лишь в	5	7
45	там где	1	7
46	таким образом	22	7
47	для себя	1	7
48	в виде	4	7
49	так же	5	7
50	точки зрения	13	7
51	с ним	1	7
52	а в	4	7
53	отношению к	3	7
54	и на	2	6
55	он сам	1	6
56	но не	8	6
57	по отношению	1	6
58	отношение к	5	6
59	что они	1	6
60	в самом	4	6
61	в слове	1	6
62	к тому	6	6
63	в одном	3	6
64	и что	4	6
65	только в	4	6
66	но это	1	6
67	что в	9	6
68	как в	1	5
69	в себе	6	5
70	знает и	1	5
71	в конце	6	5
72	даже в	1	5
73	во время	4	5
74	да и	1	5
75	уже говорили	1	5
76	его с	1	5
77	и это	2	5
78	в глаза	1	5
79	в том	11	5
80	с ними	1	5
81	так что	3	5
82	и даже	3	5
83	как к	1	5
84	этого слова	1	5
85	он как	1	4
86	так чтобы	2	4
87	в мире	5	4
88	он в	2	4
89	в чем	1	4
90	та же	1	4
91	что это	3	4
92	на его	1	4
93	друг с	5	4
94	но все	7	4
95	его в	1	4
96	все и	1	4
97	в них	2	4
98	в эту	2	4
99	в своей	1	4
100	в такой	1	4
101	по себе	1	4
102	никогда не	5	4
103	как раз	1	4
104	это слово	1	4
105	и делает	1	4
106	той или	2	4
107	между тем	2	4
108	наконец в	2	4
109	которым он	1	4
110	и так	1	4
111	и у	8	4
112	только на	1	4
113	всяком случае	6	4
114	так как	9	4
115	у него	1	4
116	тем что	1	4
117	или иной	2	4
118	с другой	8	4
119	и прежде	1	4
120	с другом	5	4
121	а не	5	4
122	по своему	2	4
123	в той	1	4
124	бы в	1	4
125	но зато	1	4
126	тот же	2	4
127	во всяком	6	4
128	себя как	1	3
129	а между	1	3
130	это и	1	3
131	за собой	3	3
132	он знает	1	3
133	в виду	2	3
134	бы то	2	3
135	во всех	2	3
136	он умеет	1	3
137	совсем не	1	3
138	в общем	8	3
139	в одной	1	3
140	с этим	1	3
141	когда он	3	3
142	его к	1	3
143	все эти	6	3
144	тому же	5	3
145	то ни	2	3
146	к другу	2	3
147	было бы	1	3
148	нет в	1	3
149	с тем	18	3
150	такой же	1	3
151	в котором	4	3
152	к одному	1	3
153	не как	2	3
154	собой и	1	3
155	а так	3	3
156	ничего не	1	3
157	к концу	3	3
158	только с	1	3
159	и т.д	6	3
160	с ее	1	3
161	всего этого	1	3
162	в ее	1	3
163	и во	1	3
164	что и	6	3
165	это не	1	3
166	друг к	1	3
167	того что	3	3
168	со всеми	2	3
169	уже не	3	3
170	уже в	2	3
171	из них	7	3
172	а с	7	3
173	и своего	1	3
174	эти слова	1	3
175	должно быть	1	3
176	в начале	2	3
177	и от	4	3
178	это как	1	3
179	конце концов	3	3
180	мы должны	6	3
181	ибо в	1	3
182	только что	2	3
183	ни было	2	3
184	том что	7	3
185	сказать что	2	3
186	другой стороны	1	3
187	и отчасти	1	2
188	чтобы не	1	2
189	в первом	1	2
190	и этот	1	2
191	а как	1	2
192	надо было	2	2
193	время как	1	2
194	кто же	1	2
195	в каждой	1	2
196	в ней	1	2
197	в которых	4	2
198	быть в	1	2
199	что его	1	2
200	именно тем	1	2
201	должна была	2	2
202	и открыто	1	2
203	друг на	2	2
204	эта особенность	1	2
205	уже как	1	2
206	отличие от	1	2
207	однако в	1	2
208	материалом для	1	2
209	в своем	3	2
210	мы можем	2	2
211	и как	3	2
212	в этот	1	2
213	в которой	3	2
214	бы и	1	2
215	бы с	1	2
216	так сказать	1	2
217	при этом	3	2
218	но именно	1	2
219	а просто	1	2
220	всех этих	1	2
221	их в	1	2
222	и по	4	2
223	на этом	1	2
224	что все	4	2
225	той же	1	2
226	это было	1	2
227	было в	1	2
228	с другими	4	2
229	ни в	1	2
230	и того	1	2
231	в этих	4	2
