N	2gram	Tiupa_Anal_2	Psycholo
1	и в	16	38
2	то что	7	35
3	в том	12	25
4	в самом	6	25
5	самом деле	1	21
6	что в	2	20
7	может быть	6	19
8	и что	1	18
9	на то	2	16
10	что она	2	16
11	точки зрения	4	16
12	то есть	9	15
13	и т	1	14
14	том что	12	14
15	если бы	3	14
16	как бы	10	14
17	потому что	1	14
18	в этом	18	13
19	в этой	9	13
20	не только	16	12
21	таким образом	2	12
22	было бы	3	12
23	не в	4	12
24	мы видим	1	12
25	то же	4	10
26	в сущности	4	10
27	и не	12	10
28	же самое	1	10
29	и все	3	10
30	с точки	2	9
31	в двух	2	9
32	и то	3	8
33	и как	1	8
34	как и	14	8
35	в одном	2	8
36	но только	1	8
37	так что	3	8
38	вовсе не	2	8
39	как раз	4	8
40	перед нами	1	8
41	для нас	1	8
42	из этого	1	8
43	мы уже	1	7
44	с другой	6	7
45	заключается в	1	7
46	не может	4	7
47	как мы	3	7
48	в ее	1	7
49	никак не	2	7
50	между тем	2	7
51	может служить	1	7
52	а не	10	7
53	а в	3	7
54	и на	6	6
55	как это	6	6
56	и если	3	6
57	он не	2	6
58	в котором	2	6
59	тому что	1	6
60	она не	2	6
61	не имеет	2	6
62	и его	4	6
63	к тому	7	6
64	указывает на	1	6
65	и здесь	1	6
66	о том	7	6
67	один из	2	6
68	с одной	5	6
69	из них	3	6
70	так как	1	6
71	я не	1	5
72	в своем	4	5
73	в которой	1	5
74	так сказать	1	5
75	на этом	4	5
76	в другом	1	5
77	к которым	1	5
78	несмотря на	3	5
79	иначе говоря	11	5
80	в своей	2	5
81	казалось бы	3	5
82	в его	2	5
83	в какой	1	5
84	но и	12	5
85	одной стороны	4	5
86	вместе с	2	5
87	или в	3	5
88	другой стороны	2	5
89	совершенно не	1	5
90	во всех	4	4
91	идет о	1	4
92	как в	4	4
93	когда он	1	4
94	в целом	8	4
95	все эти	1	4
96	в тех	1	4
97	раз в	1	4
98	в себе	7	4
99	если он	1	4
100	в нем	1	4
101	при этом	10	4
102	она была	1	4
103	не мог	3	4
104	но если	1	4
105	что этот	1	4
106	что с	2	4
107	и другое	1	4
108	одна из	1	4
109	в нас	2	4
110	никогда не	3	4
111	как будто	3	4
112	здесь совершенно	1	4
113	в виду	1	4
114	что и	3	4
115	с той	2	4
116	только в	4	4
117	у него	4	4
118	и даже	9	4
119	обратиться к	1	4
120	того что	2	4
121	мы могли	1	4
122	и для	2	4
123	речь идет	2	4
124	в свою	1	4
125	сказать что	2	4
126	который не	1	4
