N	2gram	Bakhtin_KF_1	FransuaR
1	и в	24	56
2	то есть	1	24
3	в его	40	18
4	все эти	10	15
5	в этом	14	14
6	в том	6	13
7	так и	2	13
8	в то	3	12
9	и его	17	12
10	то же	5	11
11	в этих	1	11
12	и т.п	1	11
13	до конца	3	11
14	как бы	9	11
15	и до	1	10
16	мы уже	1	10
17	еще не	4	10
18	же время	2	10
19	в самом	1	9
20	и не	26	9
21	только в	16	9
22	но и	9	9
23	во всех	11	8
24	не только	5	8
25	в нем	28	8
26	и с	1	8
27	и их	6	8
28	и даже	1	8
29	и др	1	8
30	по своему	3	8
31	все это	10	8
32	том что	4	8
33	и на	3	7
34	в большинстве	1	7
35	той же	1	6
36	в ее	16	6
37	в этой	2	6
38	но в	5	6
39	на его	1	6
40	точки зрения	12	6
41	вовсе не	7	6
42	мы видим	1	6
43	большинстве случаев	1	6
44	прежде всего	2	6
45	все они	1	6
46	и все	7	6
47	потому что	2	6
48	с ее	2	5
49	с его	1	5
50	но не	12	5
51	он не	6	5
52	такой же	1	5
53	в отношении	1	5
54	в процессе	2	5
55	никогда не	5	5
56	в области	2	5
57	один из	2	5
58	не было	8	5
59	как и	5	5
60	в результате	1	5
61	что в	4	5
62	они не	1	5
63	ту же	1	4
64	и потому	2	4
65	в ней	3	4
66	не был	1	4
67	и к	1	4
68	в которой	1	4
69	что это	3	4
70	в себе	21	4
71	при этом	4	4
72	их в	1	4
73	что все	1	4
74	и ее	2	4
75	одна из	1	4
76	того чтобы	2	4
77	по своей	1	4
78	во всем	7	4
79	в духе	1	4
80	собственных имен	1	4
81	времени и	4	4
82	и других	2	4
83	о том	3	4
84	в ту	2	4
85	в качестве	2	4
86	конечно не	7	4
87	так как	1	4
88	в основе	5	4
89	в своих	3	4
90	в их	8	3
91	конечно и	1	3
92	не просто	1	3
93	в едином	9	3
94	в своем	16	3
95	и наконец	1	3
96	его к	2	3
97	и всей	1	3
98	главным образом	1	3
99	всех этих	3	3
100	слова и	1	3
101	здесь нет	2	3
102	не мог	1	3
103	не в	12	3
104	но он	1	3
105	новое и	1	3
