N	2gram	Trubetskoy_1	Dialekti
1	не есть	1	54
2	и не	8	27
3	а не	5	26
4	точки зрения	13	25
5	и в	26	24
6	не только	10	23
7	что такое	1	21
8	по себе	1	20
9	не может	4	19
10	ничего не	1	17
11	и есть	1	16
12	и что	4	15
13	что все	4	14
14	с точки	6	14
15	то что	7	14
16	в таком	3	14
17	таким образом	22	13
18	что он	4	13
19	может быть	10	13
20	и даже	3	13
21	что это	3	12
22	того что	3	12
23	не менее	3	11
24	не имеет	5	11
25	таком случае	1	10
26	в сущности	1	10
27	тем не	3	10
28	только не	2	10
29	не существует	1	10
30	есть не	1	9
31	что она	1	9
32	ни в	1	9
33	но и	9	9
34	нет ничего	1	9
35	в этом	15	8
36	и как	3	8
37	это есть	1	8
38	учение о	4	8
39	отличается от	2	8
40	так что	3	8
41	в виде	4	8
42	прежде всего	2	8
43	что мы	2	8
44	том что	7	8
45	это и	1	7
46	в самом	4	7
47	что мир	1	7
48	как и	1	7
49	никогда не	5	7
50	как раз	1	7
51	потому что	7	7
52	что оно	4	7
53	ясно что	3	7
54	в виду	2	7
55	другими словами	1	7
56	только на	1	7
57	ничем не	4	7
58	и нет	3	7
59	что в	9	7
60	самом деле	1	6
61	то же	4	6
62	и с	10	6
63	превращается в	2	6
64	утверждать что	2	6
65	если бы	3	6
66	что и	6	6
67	и только	4	6
68	о том	6	6
69	так как	9	6
70	и пр	1	6
71	и все	2	6
72	все это	6	6
73	кроме того	1	6
74	но если	2	6
75	есть то	1	6
76	что его	1	5
77	и к	5	5
78	есть ли	1	5
79	он не	4	5
80	по крайней	5	5
81	так и	6	5
82	было бы	1	5
83	в них	2	5
84	мы не	1	5
85	и тогда	4	5
86	в том	11	5
87	в то	4	5
88	тогда когда	2	5
89	и его	1	5
90	только в	4	5
91	уже не	3	5
92	одно из	2	5
93	крайней мере	5	5
94	законы природы	1	5
95	с этой	3	5
96	но это	1	5
97	только как	1	5
98	жизни и	2	5
99	как на	8	5
100	явления и	1	4
101	и больше	2	4
102	время как	1	4
103	мы и	1	4
104	в чем	1	4
105	конечно не	2	4
106	это не	1	4
107	как о	3	4
108	не могут	2	4
109	и это	2	4
110	нет никакой	1	4
111	то время	1	4
112	можно только	2	4
113	к тому	6	4
114	с другой	8	4
115	веры и	1	4
116	для него	3	4
117	или иной	2	4
118	у нас	1	4
119	так же	5	4
120	говорить что	1	4
121	хотя бы	3	4
122	только что	2	4
123	сказать что	2	4
124	себя как	1	3
125	мы уже	1	3
126	той же	1	3
127	но даже	1	3
128	и на	2	3
129	и всякий	1	3
130	же она	1	3
131	мере в	1	3
132	в одной	1	3
133	что именно	2	3
134	с этим	1	3
135	в своем	3	3
136	только тогда	1	3
137	все же	6	3
138	то ясно	2	3
139	все эти	6	3
140	тем более	1	3
141	на то	2	3
142	в нем	4	3
143	он должен	1	3
144	в силу	5	3
145	должно быть	1	3
146	не в	2	3
147	из которых	4	3
148	же время	2	3
149	а мы	1	3
150	должны быть	1	3
151	и о	3	3
152	из двух	1	3
153	это было	1	3
154	к нему	7	3
155	не надо	1	3
156	быть и	2	3
157	и ее	1	3
158	с одной	7	3
159	при помощи	1	3
160	из них	7	3
161	мы знаем	1	3
162	сами по	1	3
163	друг друга	1	3
164	случае не	3	3
165	тем что	1	3
166	для того	5	3
167	в каком	1	3
168	и прежде	1	3
169	не было	2	3
170	может ли	2	3
171	ни на	1	3
172	одной стороны	7	3
173	в сферу	1	3
174	как бы	12	3
175	если не	2	3
176	и от	4	3
177	в христианстве	1	3
178	мира и	1	3
179	ни к	1	3
180	все что	2	3
181	в слове	1	3
182	же как	3	2
183	или к	1	2
184	в первом	1	2
185	его не	2	2
186	так чтобы	2	2
187	оно есть	1	2
188	в разные	1	2
189	живое существо	1	2
190	в ней	1	2
191	двух или	1	2
192	еще не	2	2
193	на них	1	2
194	всего этого	1	2
195	бы то	2	2
196	с его	2	2
197	живых существ	2	2
198	основано на	2	2
199	но не	8	2
200	силу этого	1	2
201	целый ряд	4	2
202	но в	7	2
203	то в	1	2
204	ни один	2	2
205	от бога	2	2
206	из этих	10	2
207	думать что	1	2
208	в себе	6	2
209	тому же	5	2
210	и если	3	2
211	при этом	3	2
212	перестает быть	2	2
213	и по	4	2
214	на этом	1	2
215	людей и	2	2
216	говорить не	1	2
217	но совершенно	1	2
218	надеяться на	1	2
219	чаще всего	1	2
220	она и	1	2
221	во внимание	1	2
222	несмотря на	6	2
223	она была	1	2
224	понятия и	1	2
225	от своего	1	2
226	всяком случае	6	2
227	в их	1	2
228	их в	1	2
229	бы быть	1	2
230	но они	1	2
231	иной раз	2	2
232	иметь в	1	2
233	следовательно и	1	2
234	учения о	1	2
235	очень мало	4	2
236	отдельных единиц	1	2
237	и является	2	2
238	как не	1	2
239	ничто не	1	2
240	не вполне	3	2
241	когда мы	1	2
242	могут быть	1	2
243	что фактически	1	2
244	той или	2	2
245	для себя	1	2
246	и сами	2	2
247	как с	1	2
248	для этого	2	2
249	и смерть	1	2
250	и здесь	2	2
251	из соединения	2	2
252	и во	1	2
253	грань между	2	2
254	в его	5	2
255	природы и	1	2
256	на словах	1	2
257	и следовательно	1	2
258	что жизнь	1	2
259	тех пор	2	2
260	только он	1	2
261	их не	1	2
262	со всеми	2	2
263	себя в	1	2
264	не можем	1	2
265	и у	8	2
