N	3gram	Tiupa_Anal_1	Marksizm
1	с точки зрения	4	13
2	не может быть	16	10
3	по отношению к	5	8
4	то же время	6	8
5	в то же	8	8
6	в связи с	1	7
7	для того чтобы	3	6
8	в том что	9	6
9	в самом деле	2	5
10	то же самое	2	5
11	но в то	2	5
12	в свою очередь	1	5
13	смысле этого слова	1	4
14	и того же	2	4
15	бы то ни	3	4
16	как если бы	1	4
17	то ни было	3	4
18	той или иной	6	4
19	одного и того	2	4
20	в той или	3	3
21	самом же деле	1	3
22	и не может	4	3
23	в таком случае	3	3
24	в отличие от	6	3
25	на самом же	1	3
26	до сих пор	1	3
27	и не в	4	3
28	одно и то	1	3
29	с одной стороны	3	3
30	и то же	1	3
31	о том что	3	3
32	к тому что	1	3
33	какой бы то	2	2
34	в противном случае	1	2
35	а не в	3	2
36	более или менее	1	2
37	в этом последнем	1	2
38	том что он	2	2
39	того или иного	3	2
40	а не к	1	2
41	в зависимости от	1	2
42	ни в коем	2	2
43	но и в	2	2
44	так как если	1	2
45	в собственном смысле	1	2
46	по крайней мере	1	2
47	в коем случае	2	2
48	во всяком случае	1	2
49	таком случае это	1	2
50	собственном смысле слова	1	2
51	оно ни было	1	2
52	в процессе его	1	2
53	к тому же	4	2
54	всего было бы	1	1
55	что иное как	5	1
56	место лишь в	1	1
57	речь идет об	1	1
58	а вовсе не	1	1
59	может быть сведена	1	1
60	не сами по	1	1
61	не говоря уже	1	1
62	свою очередь оказывает	1	1
63	в том числе	3	1
64	продукт социального взаимодействия	1	1
65	в соответствии с	1	1
66	точки зрения в	1	1
67	текста но и	1	1
68	в широком смысле	2	1
69	в пределах первого	1	1
70	говоря уже о	1	1
71	сам по себе	1	1
72	есть в сущности	1	1
73	не ощущается как	1	1
74	сами по себе	2	1
75	в той же	1	1
76	как мы увидим	1	1
77	может быть как	1	1
78	в этом отношении	2	1
79	к сказанному и	1	1
80	том числе и	1	1
81	не сам по	1	1
82	нет ничего что	1	1
83	по себе в	1	1
84	же время они	1	1
85	и на тех	1	1
86	именно здесь в	1	1
87	и тогда когда	1	1
88	во внутренней речи	1	1
89	в данный момент	1	1
90	и на все	1	1
91	не только в	1	1
92	в равной степени	2	1
93	же хотя и	1	1
94	не могут быть	2	1
95	а с другой	1	1
96	самом деле как	1	1
97	хотя бы с	1	1
98	или иной форме	1	1
99	бы оно ни	1	1
100	быть сведена к	1	1
101	при этом мы	1	1
102	не есть вещь	2	1
103	с другой стороны	2	1
104	внутреннего и внешнего	2	1
105	может быть ничего	1	1
106	при этом как	1	1
107	как бы не	1	1
108	во всех своих	1	1
109	в душевной жизни	1	1
110	коем случае не	2	1
111	в данной сфере	1	1
112	то или иное	1	1
113	начало и конец	1	1
114	мы увидим далее	1	1
115	но отнюдь не	1	1
116	в конечном счете	4	1
117	не что иное	4	1
118	тому или иному	1	1
119	не сводится к	2	1
120	может быть признано	1	1
121	друг с другом	1	1
122	к себе внимание	1	1
123	быть не может	3	1
124	идет об одном	1	1
125	с той или	1	1
126	как и в	1	1
127	здесь как и	1	1
128	в отрыве от	2	1
129	этого слова в	1	1
