N	2gram	Vygotskiy__4	Tvorches
1	и в	20	21
2	как бы	7	17
3	в то	1	15
4	то же	16	13
5	в его	11	13
6	как и	9	12
7	что в	19	12
8	том что	35	11
9	все это	1	10
10	как в	5	8
11	он не	1	8
12	то что	15	8
13	и на	6	7
14	но в	3	7
15	не только	15	7
16	при этом	12	7
17	тем самым	7	7
18	у него	2	7
19	и не	8	7
20	в том	42	7
21	в свою	2	7
22	в этом	24	6
23	не менее	3	6
24	и его	5	6
25	о том	5	6
26	что он	6	6
27	для него	2	6
28	а в	2	6
29	отнюдь не	3	5
30	все же	5	5
31	в этой	3	5
32	таким образом	25	5
33	в своих	1	5
34	потому что	12	5
35	по нашему	2	5
36	только в	10	5
37	может быть	12	5
38	нашему мнению	2	5
39	а не	7	5
40	но это	1	5
41	человека и	1	4
42	не имеют	3	4
43	из всех	1	4
44	в своем	4	4
45	и как	9	4
46	та же	1	4
47	в целом	11	4
48	это не	5	4
49	в своей	7	4
50	мысли и	2	4
51	своего рода	1	4
52	одной из	3	4
53	прежде всего	2	4
54	в момент	1	4
55	не может	6	4
56	и от	3	4
57	в основном	1	4
58	один из	3	4
59	процесса в	1	4
60	одним из	2	4
61	ту же	2	3
62	на самом	1	3
63	той же	6	3
64	среды и	1	3
65	я не	1	3
66	со всеми	3	3
67	хотя и	1	3
68	в самом	6	3
69	представляет собой	3	3
70	в нем	2	3
71	на его	3	3
72	и по	1	3
73	в каждом	2	3
74	что все	3	3
75	и с	4	3
76	и других	3	3
77	далеко не	2	3
78	в их	12	3
79	место в	2	3
80	представление о	1	3
81	даже в	2	3
82	самого начала	1	3
83	не по	2	3
84	никогда не	5	3
85	он видит	2	3
86	приходит к	3	3
87	и другие	9	3
88	с самого	1	3
89	в дальнейшем	1	3
90	с ним	1	3
91	того что	10	3
92	действительной жизни	1	3
93	который в	1	3
94	по мнению	2	3
95	уже не	1	3
96	уже в	6	3
97	в виде	3	3
98	так как	10	3
99	человек как	1	3
100	в которой	3	3
101	и даже	1	3
102	с другой	12	3
103	но и	9	3
104	ни на	1	3
105	но не	3	3
106	он говорит	2	3
107	не существует	1	3
108	но если	1	3
109	ее в	1	3
110	это в	2	3
111	так же	11	3
112	в нашей	2	2
113	того же	9	2
114	проблемы в	1	2
115	самом деле	7	2
116	на деле	3	2
117	действительности и	1	2
118	а как	1	2
119	и он	2	2
120	в ней	2	2
121	собой в	1	2
122	в отличие	2	2
123	в чем	3	2
124	не то	1	2
125	если в	1	2
126	отличие от	2	2
127	в настоящем	3	2
128	когда он	3	2
129	говорит что	3	2
130	то в	1	2
131	в себе	10	2
132	что она	1	2
133	тем не	1	2
134	так сказать	1	2
135	здесь мы	2	2
136	а затем	2	2
137	этом он	1	2
138	о котором	1	2
139	а по	1	2
140	действительности в	2	2
141	известно что	1	2
142	и тем	8	2
143	в данном	2	2
144	ведет к	1	2
145	такой же	2	2
146	в один	3	2
147	и того	5	2
148	в этих	3	2
149	не во	1	2
150	не столько	1	2
151	говорит об	1	2
152	не в	4	2
153	но он	1	2
154	и притом	1	2
155	в основе	17	2
156	характер что	1	2
157	могут быть	7	2
158	к тому	6	2
159	в виду	3	2
160	и отношений	3	2
161	данном случае	2	2
162	в себя	1	2
163	приводит к	3	2
164	на том	4	2
165	и когда	3	2
166	так и	5	2
167	можно сказать	1	2
168	из других	1	2
169	слова из	2	2
170	может не	2	2
171	и та	1	2
172	настоящее время	2	2
173	одного из	1	2
174	что и	9	2
175	во всей	4	2
176	вслед за	2	2
177	значит что	2	2
178	тот же	9	2
179	больше чем	1	2
180	в качестве	21	2
181	так что	3	2
182	же и	1	2
183	и у	2	2
184	от других	2	2
185	из них	4	2
186	не означает	3	2
187	только на	2	2
188	этой проблемы	1	2
189	именно в	3	2
190	так вот	1	2
191	что не	1	2
192	с которым	2	2
193	его как	1	2
194	было в	1	2
195	все более	2	2
196	в частности	5	2
197	вместе с	8	2
198	в него	2	2
199	эти слова	1	2
200	еще более	1	2
201	в первой	1	2
202	время не	1	2
203	перед нами	5	2
204	причем в	1	2
205	или в	1	2
206	из себя	1	2
207	между вещами	1	2
208	только что	4	2
209	личности и	1	2
210	на смену	1	2
211	не знает	2	2
212	сказать что	6	2
213	в глаза	1	2
214	одновременно и	1	2
215	себе не	1	2
216	к этому	4	2
217	точно так	3	2
218	как известно	3	1
219	в сфере	1	1
220	же как	6	1
221	они представляют	2	1
222	связана с	2	1
223	сплошь и	1	1
224	положено в	1	1
225	переход от	2	1
226	и есть	1	1
227	эта теория	1	1
228	этой теории	4	1
229	выражается в	2	1
230	оно было	1	1
231	приближения к	1	1
232	разные уровни	1	1
233	уже по	1	1
234	также и	2	1
235	мы уже	5	1
236	умственного развития	8	1
237	мы имеем	2	1
238	что если	2	1
239	рассматривается как	1	1
240	в сущности	4	1
241	время как	1	1
242	говорить о	1	1
243	что иное	1	1
244	смысле оно	1	1
245	но даже	1	1
246	не совсем	2	1
247	что можно	1	1
248	вопрос об	1	1
249	одно из	1	1
250	еще не	2	1
251	по этому	1	1
252	между собой	5	1
253	иное как	1	1
254	столь же	3	1
255	бы то	1	1
256	как один	1	1
257	во всех	1	1
258	тем как	3	1
259	как правило	1	1
260	совершенно прав	3	1
261	мышления как	2	1
262	определения этого	1	1
263	совсем не	1	1
264	видит в	1	1
265	в голове	1	1
266	наряду с	3	1
267	друг на	5	1
268	по отношению	1	1
269	тогда как	2	1
270	развитие его	2	1
271	в истории	10	1
272	как говорит	2	1
273	с этим	5	1
274	связывает их	1	1
275	более и	2	1
276	в мысли	2	1
277	целый ряд	5	1
278	как уже	4	1
279	его к	4	1
280	и к	5	1
281	в действительности	5	1
282	в этот	1	1
283	что это	2	1
284	все эти	5	1
285	его содержания	1	1
286	чуть ли	1	1
287	так в	1	1
288	в известном	2	1
289	нами раскрывается	1	1
290	почти одновременно	1	1
291	и противоречивость	1	1
292	нас на	1	1
293	тому же	6	1
294	и те	4	1
295	связанные с	1	1
296	в статье	1	1
297	из общего	1	1
298	а просто	1	1
299	идет от	1	1
300	но само	1	1
301	в первую	4	1
302	как средство	1	1
303	не повторяет	1	1
304	же невозможно	1	1
305	к одному	6	1
306	этого вопроса	2	1
307	собой не	2	1
308	означает в	1	1
309	важную роль	3	1
310	на этом	3	1
311	его можно	1	1
312	они играют	1	1
313	заключает в	1	1
314	в основу	2	1
315	повторяет в	1	1
316	то ни	1	1
317	же не	2	1
318	им как	2	1
319	поэтому мы	1	1
320	его не	1	1
321	по смыслу	3	1
322	на все	3	1
323	на этой	1	1
324	его в	6	1
325	заключается в	18	1
326	бы нам	1	1
327	было бы	8	1
328	то все	1	1
329	роль в	4	1
330	все другие	2	1
331	характерный для	1	1
332	связанным с	1	1
333	он приходит	3	1
334	ни в	3	1
335	для них	1	1
336	но мы	1	1
337	о которых	1	1
338	все равно	1	1
339	показывает что	2	1
340	с этой	4	1
341	с тем	6	1
342	на друга	5	1
343	в действии	5	1
344	одна и	1	1
345	нигде не	1	1
346	друга в	1	1
347	с резкой	1	1
348	в не	1	1
349	чем в	3	1
350	заколдованный круг	1	1
351	ключ к	4	1
352	и было	1	1
353	одного и	6	1
354	на первый	4	1
355	что такое	5	1
356	и ее	1	1
357	к истории	3	1
358	что понятия	3	1
359	развивается у	1	1
360	всякий раз	1	1
361	но эта	1	1
362	образом и	1	1
363	развивается и	1	1
364	и более	7	1
365	том же	2	1
366	что этот	2	1
367	он выступает	1	1
368	по себе	1	1
369	имел в	1	1
370	в историческом	2	1
371	тому что	4	1
372	этой области	2	1
373	в отношении	10	1
374	с развитием	1	1
375	вплоть до	1	1
376	дня и	1	1
377	в таких	1	1
378	что эта	3	1
379	что с	4	1
380	и другое	1	1
381	в возможности	1	1
382	же самую	3	1
383	в смысле	4	1
384	не имеет	2	1
385	что их	1	1
386	к этим	2	1
387	на него	1	1
388	в процессе	27	1
389	в плане	1	1
390	головы в	1	1
391	в уме	5	1
392	это мы	2	1
393	казалось бы	1	1
394	слово и	2	1
395	плане чем	1	1
396	в самой	1	1
397	и приводит	1	1
398	на практике	1	1
399	того в	1	1
400	в русском	1	1
401	как она	1	1
402	в другую	3	1
403	показал что	1	1
404	уже говорили	2	1
405	развития своего	1	1
406	чем оно	1	1
407	до того	1	1
408	существуют в	1	1
409	исторического процесса	1	1
410	только с	1	1
411	и делает	1	1
412	в области	4	1
413	содержания как	1	1
414	у нас	1	1
415	выпадает из	1	1
416	уже о	1	1
417	его мышления	1	1
418	конкретное и	1	1
419	не могут	3	1
420	включается в	2	1
421	относиться к	1	1
422	мы узнаем	2	1
423	те и	9	1
424	но все	1	1
425	его положения	1	1
426	в других	1	1
427	плане здесь	1	1
428	что оно	4	1
429	бы он	1	1
430	что на	2	1
431	указывает на	2	1
432	не есть	2	1
433	анализа в	1	1
434	же его	1	1
435	закон развития	1	1
436	имеет место	1	1
437	время они	1	1
438	и это	2	1
439	в конце	1	1
440	раскрывает перед	1	1
441	но по	1	1
442	его классической	1	1
443	свою очередь	2	1
444	внимание на	3	1
445	вывод что	1	1
446	другой стороны	9	1
447	в собственном	7	1
448	только не	5	1
449	так на	1	1
450	только то	1	1
451	говорили что	1	1
452	по способу	1	1
453	мы наблюдаем	2	1
454	их нужно	1	1
455	решающую роль	2	1
456	что может	1	1
457	которая в	2	1
458	по мере	4	1
459	означает что	1	1
460	в таком	2	1
461	автора к	1	1
462	связанное с	1	1
463	и здесь	2	1
464	в действительной	1	1
465	эту роль	1	1
466	никак не	2	1
467	и что	8	1
468	или на	1	1
469	с того	1	1
470	все его	1	1
471	представлениями о	1	1
472	нас в	3	1
473	как у	1	1
474	знает что	3	1
475	вопросу о	1	1
476	связь между	2	1
477	к нему	2	1
478	между тем	9	1
479	складывается из	1	1
480	при исследовании	1	1
481	и каждого	1	1
482	стоит и	1	1
483	нуждается в	1	1
484	выступает как	1	1
485	вообще и	1	1
486	на словах	1	1
487	все время	4	1
488	в современной	2	1
489	развития эта	1	1
490	как он	4	1
491	с ними	1	1
492	положение в	1	1
493	и действительно	1	1
494	по закону	2	1
495	по времени	1	1
496	должен был	1	1
497	всех его	1	1
498	узнаем что	1	1
499	с одной	9	1
500	знал что	1	1
501	себя в	3	1
502	от одной	2	1
503	является одновременно	1	1
504	если мы	10	1
505	то и	1	1
506	по законам	2	1
507	не все	1	1
508	слова не	3	1
509	в школе	4	1
510	и обратно	1	1
511	и рядом	1	1
512	мышления и	14	1
513	глаза и	1	1
514	с традиционной	1	1
515	мы знаем	1	1
516	вступая в	1	1
517	к мысли	2	1
518	в одном	1	1
519	и со	1	1
520	не совпадают	5	1
521	но что	3	1
522	тем что	7	1
523	даже и	1	1
524	представляют собой	1	1
525	без всякой	1	1
526	совершенно иного	1	1
527	развития в	6	1
528	видим что	2	1
529	с другим	1	1
530	до сих	1	1
531	особое внимание	1	1
532	однако это	1	1
533	тесно связанные	1	1
534	мы никогда	1	1
535	линии развития	1	1
536	к которому	3	1
537	с той	2	1
538	для этого	1	1
539	чем он	1	1
540	его выше	1	1
541	по выражению	4	1
542	на чем	1	1
543	а с	2	1
544	в горизонтальном	1	1
545	элементов и	1	1
546	традиционное представление	1	1
547	естественно что	1	1
548	и их	1	1
549	похожие на	1	1
550	одной стороны	9	1
551	связи с	3	1
552	на этот	3	1
553	такие же	1	1
554	на которых	1	1
555	и самый	1	1
556	не на	1	1
557	мыслит в	3	1
558	о чем	1	1
559	и я	1	1
560	его собственной	1	1
561	виде в	2	1
562	с помощью	31	1
563	и мышление	3	1
564	как это	9	1
565	возникает из	2	1
566	мышление его	1	1
567	по своему	4	1
568	в область	1	1
569	развитие в	1	1
570	а если	1	1
571	самым как	1	1
572	это есть	1	1
573	во все	1	1
574	находятся в	2	1
575	самого себя	2	1
576	два месяца	1	1
577	то к	1	1
578	это значит	2	1
579	критики и	1	1
580	это к	2	1
581	одно общее	1	1
582	ли не	2	1
583	один день	1	1
584	слова и	5	1
585	сейчас же	2	1
586	художественное произведение	1	1
587	к объекту	1	1
588	сих пор	1	1
589	отличается от	2	1
590	же самое	7	1
591	является как	1	1
592	и тогда	2	1
593	как раз	1	1
594	в полном	1	1
595	и сам	1	1
596	как отражение	2	1
597	и часто	1	1
598	уже на	1	1
599	в связи	3	1
600	но на	1	1
601	основе этой	1	1
602	согласно этой	2	1
603	в настоящее	2	1
604	в другое	1	1
605	тем более	1	1
606	вовсе нет	1	1
607	конце концов	1	1
608	мы должны	11	1
609	в неспособности	1	1
610	в интересах	1	1
611	ни было	1	1
612	же в	1	1
613	человека не	1	1
614	давно уже	1	1
615	отношении к	1	1
616	в целях	1	1
617	необходимое условие	1	1
618	равно как	1	1
619	но этот	1	1
620	не что	1	1
621	отношению к	1	1
622	этот момент	1	1
623	из своей	1	1
624	первую очередь	4	1
625	приводит нас	3	1
626	в какой	3	1
627	о нем	1	1
628	их место	1	1
629	как результат	1	1
