N	3gram	Losev_Prob_1	StatiiOP
1	в том что	5	11
2	и т п	1	6
3	не может быть	2	5
4	в этом смысле	6	4
5	по крайней мере	2	4
6	с точки зрения	3	4
7	в этом отношении	1	4
8	то время как	1	4
9	во всяком случае	3	4
10	с другой стороны	3	4
11	о том что	5	4
12	в то время	1	4
13	с тем что	2	3
14	в конце концов	4	3
15	в связи с	4	3
16	может быть это	1	3
17	не только в	1	3
18	на то что	8	3
19	в то же	4	3
20	только в виде	1	2
21	а потому что	1	2
22	и тем не	8	2
23	до сих пор	3	2
24	в том чтобы	1	2
25	в этой области	2	2
26	тем что он	1	2
27	и в этом	2	2
28	тем что в	2	2
29	во всех этих	2	2
30	нельзя сказать что	1	2
31	что в этой	1	2
32	заключается в том	1	2
33	по этому поводу	3	2
34	только тогда когда	1	2
35	в течение всей	1	2
36	к тому что	1	2
37	тем не менее	18	2
38	и т д	10	2
39	можно сказать что	3	1
40	а иной раз	1	1
41	и может быть	1	1
42	является как раз	1	1
43	на холмах грузии	1	1
44	сказать что он	1	1
45	и пр но	1	1
46	на себя внимание	1	1
47	иметь в виду	3	1
48	а не в	1	1
49	более или менее	3	1
50	но то что	1	1
51	на самом деле	4	1
52	в самом деле	2	1
53	он может быть	1	1
54	что же касается	3	1
55	то же самое	9	1
56	не было и	1	1
57	тот или иной	1	1
58	говоря уже о	1	1
59	именно то что	3	1
60	и в других	3	1
61	сам по себе	7	1
62	вместе с тем	1	1
63	связи с этим	1	1
64	является одним из	1	1
65	но в сущности	1	1
66	можно было бы	2	1
67	что в них	1	1
68	потому что для	1	1
69	между собою а	1	1
70	то что в	3	1
71	об этом не	1	1
72	в своей статье	1	1
73	как раз в	1	1
74	в этой сцене	1	1
75	в самом начале	1	1
76	не потому что	2	1
77	за пределы самой	1	1
78	сих пор мы	2	1
79	том что такое	1	1
80	и что он	1	1
81	был не просто	1	1
82	в том же	1	1
83	но интереснее всего	1	1
84	на что другое	1	1
85	если не считать	1	1
86	в чем же	1	1
87	внимание именно на	1	1
88	в некоторых случаях	1	1
89	в известном смысле	1	1
90	в первом из	1	1
91	то что он	3	1
92	так или иначе	2	1
93	которая была бы	1	1
94	с первого взгляда	1	1
95	и здесь история	1	1
96	ни на что	1	1
97	в этом же	1	1
98	это есть не	1	1
99	же самое и	1	1
100	до наших дней	1	1
101	а то что	1	1
102	таким образом в	1	1
103	но в конце	1	1
104	но уже в	2	1
105	в одно целое	2	1
106	и еще до	1	1
107	таким образом слово	1	1
108	и что такое	1	1
109	ни для кого	1	1
110	отчет в том	1	1
111	и в самом	2	1
112	не только не	3	1
113	той или иной	4	1
114	и в результате	1	1
115	в другом случае	1	1
116	в каждом отдельном	1	1
117	у нас только	1	1
118	вовсе не является	3	1
119	для того чтобы	8	1
120	имеет много общего	1	1
121	как мы видели	1	1
122	то что никогда	1	1
123	не говоря уже	2	1
124	и в другом	1	1
