N	2gram	Tiupa_Narr_1	slovoVRo
1	и в	19	39
2	может быть	25	37
3	и его	5	33
4	то есть	19	26
5	не только	32	24
6	и не	20	22
7	но и	23	21
8	не может	10	20
9	в нем	4	19
10	в этом	17	16
11	чужой речи	1	16
12	так и	9	15
13	а не	12	14
14	человек и	1	14
15	отличие от	5	13
16	как в	7	13
17	в процессе	1	13
18	в пределах	2	13
19	слова в	1	13
20	во всех	1	12
21	в отличие	5	12
22	вовсе не	1	10
23	к своему	1	9
24	и с	4	9
25	не в	14	9
26	языка и	2	9
27	таким образом	1	8
28	оно не	2	8
29	себя в	5	8
30	прежде всего	4	8
31	точки зрения	10	8
32	еще не	7	7
33	с его	6	7
34	в него	1	7
35	европейского романа	1	7
36	при этом	9	7
37	для него	2	7
38	с ним	1	7
39	никогда не	3	7
40	могут быть	3	7
41	как мы	3	7
42	в его	9	7
43	и даже	3	7
44	и потому	2	7
45	как бы	4	7
46	в сущности	3	6
47	но не	5	6
48	в своем	2	6
49	все же	7	6
50	и к	1	6
51	но в	6	6
52	все эти	2	6
53	так сказать	1	6
54	значительной степени	2	6
55	в них	1	6
56	в слове	1	6
57	как и	7	6
58	она не	2	6
59	в значительной	2	6
60	слова от	1	6
61	жизни и	3	6
62	например в	2	5
63	героя и	4	5
64	человека в	2	5
65	это не	2	5
66	том что	14	5
67	по себе	5	5
68	не могут	1	5
69	но все	4	5
70	той или	4	5
71	мира и	2	5
72	с другой	8	5
73	один из	3	5
74	в том	18	5
75	с ними	1	5
76	с одной	7	5
77	уже не	5	5
78	одной стороны	7	5
79	или иной	5	5
80	в плане	1	5
81	и для	2	5
82	только в	4	5
83	для нас	1	5
84	от него	1	5
85	и все	2	5
86	и наконец	1	5
87	отношения к	2	4
88	и на	3	4
89	по отношению	7	4
90	отношение к	2	4
91	то же	4	4
92	слова не	1	4
93	его в	2	4
94	входит в	1	4
95	с другими	1	4
96	и иных	1	4
97	ни в	3	4
98	не менее	3	4
99	в то	3	4
100	одна из	3	4
101	в основе	5	4
102	же время	4	4
103	что оно	1	4
104	здесь не	4	4
105	наконец в	2	4
106	дело с	2	4
107	поэтому и	1	4
108	двуголосого слова	3	4
109	и др	2	4
110	себя и	2	4
111	на фоне	1	4
112	в той	6	4
113	в смысле	1	4
114	а в	11	4
115	отношению к	6	4
116	в таком	2	4
117	как это	6	3
118	должна быть	2	3
119	говорить о	2	3
120	в чем	1	3
121	в собственном	2	3
122	перед нами	4	3
123	и как	5	3
124	высказываний в	1	3
125	на этом	1	3
126	не с	3	3
127	лишь в	1	3
128	еще раз	1	3
129	с точки	2	3
130	не столько	4	3
131	точку зрения	4	3
132	его от	1	3
133	связи с	4	3
134	эта категория	1	3
135	этом отношении	3	3
136	в ней	3	3
137	в состав	1	3
138	а также	7	3
139	к чужому	1	3
140	к нему	5	3
141	между тем	3	3
142	что и	1	3
143	слов и	1	3
144	быть и	1	3
145	иной степени	1	3
146	всех его	2	3
147	или даже	2	3
148	у него	4	3
149	отметить что	1	3
150	в особенности	4	3
151	точек зрения	2	3
152	здесь в	1	3
153	в свою	3	3
154	может иметь	1	3
155	стремится к	1	3
156	и там	1	3
157	как к	2	3
158	и от	1	3
159	но это	1	3
160	как для	1	3
161	что в	3	3
162	хотя бы	4	3
163	сказать что	4	3
164	речи и	1	3
165	героя в	8	3
166	одним из	2	2
167	также и	1	2
168	это и	3	2
169	в чужой	2	2
170	с таким	1	2
171	мы уже	1	2
172	мы не	1	2
173	но она	1	2
174	с ее	3	2
175	х годов	1	2
176	мифологическое мышление	2	2
177	на них	1	2
178	в противовес	4	2
179	одним словом	1	2
180	оно уже	1	2
181	но как	2	2
182	точка зрения	6	2
183	не все	5	2
184	в новом	1	2
185	хотя и	3	2
186	как уже	1	2
187	более или	2	2
188	в себе	8	2
189	роль в	2	2
190	с языком	1	2
191	на его	1	2
192	он не	3	2
193	и более	1	2
194	зрения на	2	2
195	зрения и	2	2
196	оно стремится	1	2
197	здесь это	1	2
198	далеко не	5	2
199	независимо от	2	2
200	мы видели	1	2
201	или менее	2	2
202	и при	1	2
203	в их	1	2
204	но он	1	2
205	однако в	2	2
206	даже в	2	2
207	в историческом	1	2
208	дело в	1	2
209	которого он	2	2
210	материала в	1	2
211	этого жанра	1	2
212	к ней	1	2
213	а лишь	1	2
214	в области	2	2
215	и оно	1	2
216	отличается от	4	2
217	оно может	2	2
218	говорит и	2	2
219	свою очередь	3	2
220	в себя	6	2
221	в другом	1	2
222	те же	4	2
223	здесь как	1	2
224	особенно в	3	2
225	о нем	4	2
226	и здесь	1	2
227	на него	3	2
228	о том	6	2
229	и т.п	8	2
230	в различных	1	2
231	может не	3	2
232	в толпе	1	2
233	нуждается в	5	2
234	в форме	5	2
235	и существенно	1	2
236	что он	6	2
237	мы увидим	1	2
238	на мир	1	2
239	со всеми	1	2
240	уже в	3	2
241	всем его	1	2
242	на протяжении	6	2
243	его и	1	2
244	цели и	1	2
245	в прошлом	3	2
246	в различные	1	2
247	то что	11	2
248	не было	2	2
249	именно как	1	2
250	до сих	1	2
251	именно в	6	2
252	романного слова	1	2
253	а именно	3	2
254	действующих лиц	1	2
255	более того	1	2
256	для романа	1	2
257	с которым	1	2
258	его как	2	2
259	как о	1	2
260	не всегда	2	2
261	в связи	2	2
262	в данном	5	2
263	если оно	1	2
264	чужому слову	1	2
265	сих пор	1	2
266	вокруг него	2	2
267	от нас	1	2
268	известной степени	1	2
269	включает в	2	2
270	она может	2	2
271	или в	2	2
272	в результате	2	2
273	различные эпохи	1	2
274	обстоит дело	1	2
275	жизни в	3	2
276	на роль	1	2
277	может и	1	2
278	не знает	1	2
279	к его	1	2
280	только о	2	2
281	они не	2	2
282	как известно	2	1
283	речь идет	4	1
284	наших дней	1	1
285	того же	1	1
286	становится в	1	1
287	и многообразно	1	1
288	он может	1	1
289	идет о	2	1
290	слова эта	1	1
291	и есть	1	1
292	между двумя	5	1
293	за собой	4	1
294	и до	2	1
295	все те	4	1
296	и за	1	1
297	и могут	1	1
298	а как	1	1
299	есть не	1	1
300	в единой	1	1
301	мир не	1	1
302	гуманитарных наук	1	1
303	героя но	1	1
304	место в	1	1
305	высказывания в	6	1
306	он как	1	1
307	своему герою	1	1
308	вырастающая из	1	1
309	не знают	1	1
310	как не	1	1
311	жанров в	1	1
312	и определяется	1	1
313	между собой	2	1
314	он сам	2	1
315	бы она	1	1
316	и главное	1	1
317	совсем не	1	1
318	есть до	1	1
319	с легкой	1	1
320	в едином	1	1
321	что как	1	1
322	сознания в	1	1
323	могли бы	1	1
324	бытового диалога	1	1
325	отбора и	1	1
326	политического и	1	1
327	в герое	1	1
328	или иную	2	1
329	в самом	1	1
330	та же	2	1
331	в целом	1	1
332	почву для	1	1
333	в этой	5	1
334	рассказ о	1	1
335	о других	1	1
336	человек не	1	1
337	дело здесь	1	1
338	общения с	1	1
339	больше всего	1	1
340	он ни	1	1
341	но именно	1	1
342	и только	2	1
343	зрения здесь	1	1
344	и сам	1	1
345	определенной композиционной	1	1
346	и по	1	1
347	без исключения	2	1
348	как таковое	1	1
349	подход к	2	1
350	и ответ	1	1
351	в мире	9	1
352	об этом	1	1
353	и внутренняя	1	1
354	высказывания и	3	1
355	косвенной речи	1	1
356	для своей	2	1
357	это было	1	1
358	претендуют на	1	1
359	должен был	1	1
360	и тем	4	1
361	особое отношение	1	1
362	мог бы	3	1
363	но уже	1	1
364	достоевского и	1	1
365	все равно	1	1
366	восприятие и	1	1
367	если во	1	1
368	несмотря на	2	1
369	как сказано	1	1
370	может идти	1	1
371	в один	1	1
372	одного и	1	1
373	на первый	2	1
374	довлеет себе	1	1
375	мифологического мышления	1	1
376	высказывания как	1	1
377	не подвергается	1	1
378	часто не	1	1
379	себе оно	1	1
380	себе а	1	1
381	мысли и	1	1
382	они неразрывно	1	1
383	от его	1	1
384	для изучения	1	1
385	он живет	1	1
386	но во	1	1
387	через посредство	1	1
