N	3gram	Losev_Prob_2	Komedia
1	до сих пор	4	9
2	в том что	4	9
3	в самом деле	2	6
4	для того чтобы	2	6
5	в то же	4	4
6	о том что	14	4
7	с самого начала	2	4
8	нет и речи	1	3
9	о том как	1	3
10	вместе с тем	1	3
11	в связи с	5	3
12	во всяком случае	10	3
13	до тех пор	4	3
14	с одной стороны	5	3
15	тем не менее	12	3
16	то же самое	5	3
17	в какой мере	1	2
18	так или иначе	6	2
19	в этом случае	7	2
20	бы то ни	2	2
21	в этом отношении	1	2
22	то время как	1	2
23	то ни было	1	2
24	в конце концов	7	2
25	обстоит дело с	1	2
26	с другой стороны	5	2
27	то обстоятельство что	1	2
28	в то время	1	2
29	но все же	1	2
30	однако и в	1	1
31	ясно что ни	1	1
32	все тот же	1	1
33	и без всякого	1	1
34	более или менее	4	1
35	имеем в виду	2	1
36	не говоря уже	4	1
37	подобно тому как	2	1
38	в том числе	2	1
39	одной стороны и	3	1
40	на первый план	3	1
41	но как раз	1	1
42	говоря уже о	4	1
43	и в то	1	1
44	в зависимости от	1	1
45	заметим впрочем что	1	1
46	и не требует	1	1
47	и не может	1	1
48	на то что	4	1
49	не о чем	3	1
50	несмотря на то	1	1
51	может быть только	2	1
52	по крайней мере	6	1
53	и далеко не	1	1
54	не менее и	1	1
55	и в частности	3	1
56	наше представление о	1	1
57	в настоящее время	16	1
58	едва ли кто-нибудь	2	1
59	только один из	1	1
60	имеет ничего общего	2	1
61	и в отношении	1	1
62	но вместе с	1	1
63	совсем другой смысл	1	1
64	а то что	1	1
65	так и в	1	1
66	можно сказать что	3	1
67	он был бы	1	1
68	тоже ничего не	1	1
69	ничего общего с	2	1
70	они относятся к	1	1
71	и тем более	1	1
72	вопрос о том	2	1
73	и не знает	1	1
74	не менее в	1	1
75	мы имеем в	1	1
76	тому как мы	1	1
77	по тому что	1	1
78	если бы не	3	1
79	из более обширного	1	1
80	гораздо ближе к	1	1
81	и что их	1	1
82	по этому поводу	2	1
83	таким образом что	1	1
84	в каждом из	1	1
85	друг от друга	2	1
86	или вовсе не	1	1
87	и в этом	3	1
88	и в его	1	1
89	вовсе не является	3	1
90	на то чтобы	1	1
91	в этих условиях	1	1
92	не имеет ничего	2	1
93	для нас важно	1	1
94	том числе и	2	1
95	и т д	6	1
96	что речь идет	1	1
97	в свое время	1	1
98	с которой она	1	1
