N	2gram	Bakhtin_Pr_5	EvropaiC
1	таким образом	7	32
2	в том	5	31
3	и в	35	24
4	том что	3	20
5	все эти	3	19
6	не может	18	18
7	то что	10	17
8	может быть	14	15
9	все же	8	15
10	точки зрения	7	13
11	самом деле	10	12
12	в своем	2	12
13	до сих	1	12
14	в этом	14	12
15	сих пор	1	12
16	с этим	3	11
17	между тем	4	11
18	все это	14	11
19	во всех	3	10
20	по отношению	6	10
21	так и	8	10
22	мы знаем	2	10
23	как бы	31	10
24	отношению к	7	10
25	того же	1	9
26	при этом	2	9
27	как и	18	9
28	с другом	4	9
29	друг с	4	9
30	в результате	1	9
31	что в	6	9
32	в самом	6	8
33	чем у	1	8
34	с точки	2	8
35	мы говорили	2	8
36	не в	10	8
37	если бы	1	8
38	так же	7	8
39	и все	15	8
40	а между	3	7
41	на самом	9	7
42	не менее	2	7
43	того чтобы	1	7
44	по своей	2	7
45	к тому	6	7
46	для этого	2	7
47	о том	2	7
48	и что	6	7
49	что он	24	7
50	для того	1	7
51	но и	14	7
52	и не	27	7
53	из этого	2	7
54	в каждый	1	6
55	еще не	7	6
56	и на	6	6
57	в общем	3	6
58	что касается	1	6
59	в этой	1	6
60	в мире	4	6
61	и при	1	6
62	от друга	1	6
63	с ним	7	6
64	что и	3	6
65	того что	3	6
66	только в	6	6
67	так что	5	6
68	так как	4	6
69	мы можем	2	6
70	друг от	1	6
71	с другой	4	6
72	вместе с	2	6
73	отличается от	1	6
74	как на	1	6
75	между двумя	2	5
76	столь же	2	5
77	как к	5	5
78	и к	12	5
79	но в	19	5
80	в которой	2	5
81	что это	4	5
82	в целом	3	5
83	в себе	5	5
84	тому же	3	5
85	не только	10	5
86	и если	1	5
87	но все	4	5
88	что все	2	5
89	и с	12	5
90	на все	1	5
91	лишь в	7	5
92	его в	4	5
93	и без	4	5
94	что с	2	5
95	в то	11	5
96	как будто	4	5
97	по сравнению	1	5
98	в его	21	5
99	потому что	8	5
100	и их	1	5
101	у него	4	5
102	далеко не	1	5
103	другой стороны	3	5
104	по своему	4	5
105	быть и	2	5
106	и для	8	5
107	и от	3	5
108	к этому	1	5
109	одним из	1	4
110	в такой	4	4
111	и то	5	4
112	то же	15	4
113	мы уже	8	4
114	та же	4	4
115	что его	2	4
116	отношение к	6	4
117	хотя и	2	4
118	ни один	1	4
119	он не	13	4
120	всех этих	2	4
121	из них	3	4
122	должно быть	3	4
123	в их	1	4
124	признать что	1	4
125	тем не	1	4
126	том же	1	4
127	из которых	1	4
128	связи с	1	4
129	тех кто	1	4
130	в дальнейшем	2	4
131	никогда не	4	4
132	и т.д	3	4
133	на вопрос	2	4
134	выше и	1	4
135	и у	4	4
136	в виде	7	4
137	в конце	5	4
138	а с	3	4
139	конце концов	3	4
140	его собственной	1	4
141	не могут	1	4
142	самого себя	1	4
143	этом случае	1	4
144	мы должны	3	4
145	ибо в	3	4
146	хотя бы	2	4
147	вопрос о	2	3
148	но по	1	3
149	но даже	1	3
150	в данном	1	3
151	что по	1	3
152	и наконец	7	3
153	к которой	1	3
154	в нем	16	3
155	и по	2	3
156	и может	1	3
157	чтобы все	2	3
158	это не	3	3
159	в жизни	2	3
160	с тем	3	3
161	и того	2	3
162	одного и	1	3
163	в этих	2	3
164	таким же	1	3
165	даже в	5	3
166	освободиться от	1	3
167	что их	1	3
168	образом в	1	3
169	во всем	4	3
170	а лишь	1	3
171	уже и	2	3
172	что оно	2	3
173	как для	1	3
174	и это	5	3
175	то ни	3	3
176	данном случае	1	3
177	жизнь и	2	3
178	и вообще	2	3
179	с одной	1	3
180	тот же	4	3
181	очень много	1	3
182	в эти	2	3
183	конечно не	2	3
184	в начале	3	3
185	и других	1	3
186	каждый из	2	3
187	отличие от	2	3
188	прежде всего	12	3
189	а наоборот	1	3
190	же не	4	3
191	ко всем	1	3
192	и потому	1	3
193	мы сказали	1	3
194	сейчас же	1	3
195	случаях когда	1	3
196	что только	1	3
197	не то	1	3
198	от него	6	3
199	бы в	4	3
200	тем более	1	3
201	только что	3	3
202	а в	7	3
203	ту же	1	2
204	тех же	1	2
205	в котором	3	2
206	и до	1	2
207	можно лишь	2	2
208	что эти	1	2
209	входящих в	1	2
210	по его	1	2
211	время от	1	2
212	почти все	1	2
213	в сущности	14	2
214	так чтобы	4	2
215	с ее	3	2
216	и ее	1	2
217	в ней	2	2
218	свою очередь	1	2
219	от себя	5	2
220	бы то	3	2
221	во всяком	4	2
222	друг к	3	2
223	к такому	1	2
224	но как	4	2
225	в сторону	2	2
226	вступают в	1	2
227	него с	1	2
228	что они	6	2
229	есть в	1	2
230	то в	2	2
231	но на	4	2
232	вследствие этого	1	2
233	этот процесс	2	2
234	не следует	1	2
235	он все	2	2
236	он должен	1	2
237	из него	1	2
238	а затем	2	2
239	что такой	1	2
240	же касается	1	2
241	конечно в	2	2
242	к другу	3	2
243	то есть	16	2
244	как тот	1	2
245	только одно	1	2
246	в них	4	2
247	нет в	3	2
248	и особенно	1	2
249	мы видели	2	2
250	такой же	3	2
251	в один	1	2
252	в эту	4	2
253	которую он	1	2
254	давно уже	1	2
255	от времени	1	2
256	в которых	2	2
257	он тоже	1	2
258	над всеми	1	2
259	и более	1	2
260	том и	1	2
261	тому что	2	2
262	она не	1	2
263	этими двумя	2	2
264	одна из	1	2
265	на себе	1	2
266	на него	5	2
267	в процессе	1	2
268	в основе	1	2
269	говорить о	3	2
270	все без	1	2
271	только не	1	2
272	в самой	1	2
273	и весь	1	2
274	этих двух	2	2
275	на этом	2	2
276	ему и	1	2
277	заключает в	1	2
278	доказать что	1	2
279	что на	2	2
280	это конечно	1	2
281	о них	2	2
282	как мы	8	2
283	как не	1	2
284	особенности которые	1	2
285	в себя	1	2
286	и сам	7	2
287	что у	6	2
288	на нее	2	2
289	те же	2	2
290	при том	1	2
291	все его	4	2
292	в виду	3	2
293	все дело	1	2
294	сводится к	3	2
295	именно потому	2	2
296	в другом	12	2
297	и поэтому	1	2
298	же время	10	2
299	все в	1	2
300	к нему	13	2
301	во втором	1	2
302	в ту	1	2
303	для самого	1	2
304	было бы	3	2
305	лишь о	2	2
306	но так	3	2
307	образом как	1	2
308	но с	1	2
309	этот вопрос	1	2
310	и так	4	2
311	между этими	1	2
312	эти черты	1	2
313	то и	1	2
314	ни было	3	2
315	рано или	1	2
316	для него	14	2
317	всяком случае	4	2
318	вовсе не	7	2
319	из нее	1	2
320	к той	1	2
321	и только	1	2
322	или поздно	1	2
323	и из	1	2
324	наконец не	1	2
325	себя и	8	2
326	борьба за	1	2
327	отнюдь не	1	2
328	него в	1	2
329	такой форме	1	2
330	независимо от	1	2
331	но не	6	2
332	в точке	1	2
333	что же	7	2
334	этого слова	5	2
335	с этой	2	2
336	и некоторые	1	2
337	но для	2	2
338	в отдельных	1	2
339	это может	1	2
340	которые будут	1	2
341	с уже	2	2
342	на более	1	2
343	с ними	5	2
344	между ними	1	2
345	не знает	6	2
346	возможно лишь	1	2
347	в свою	1	2
348	ко всему	1	2
349	всех тех	2	2
350	себя как	3	1
351	я и	2	1
352	от этой	1	1
353	например в	2	1
354	и весьма	1	1
355	он может	1	1
356	ее до	1	1
357	силы и	1	1
358	лучше всех	1	1
359	это и	3	1
360	сама себя	1	1
361	ему что	1	1
362	в первом	2	1
363	из его	2	1
364	ведь и	4	1
365	все те	1	1
366	высшей степени	3	1
367	собою в	1	1
368	той же	2	1
369	отношения к	1	1
370	а как	2	1
371	есть не	1	1
372	выше в	1	1
373	мы не	1	1
374	которую мы	1	1
375	и тут	2	1
376	образованного человека	1	1
377	себя свою	1	1
378	благодаря тому	1	1
379	время как	2	1
380	я не	8	1
381	хотя конечно	1	1
382	начала в	1	1
383	зависимости от	1	1
384	с большим	1	1
385	собою и	1	1
386	к своему	5	1
387	школу или	1	1
388	и самого	1	1
389	с народом	1	1
390	на них	7	1
391	он сам	6	1
392	всем этим	2	1
393	это действительно	3	1
394	если так	1	1
395	с его	7	1
396	бы не	2	1
397	другом они	1	1
398	и другие	1	1
399	заключают в	1	1
400	друг на	2	1
401	него все	1	1
402	его душе	1	1
403	себе и	7	1
404	близости к	1	1
405	нет и	4	1
406	можно представить	1	1
407	еще один	2	1
408	в центре	1	1
409	как в	5	1
410	есть они	1	1
411	тем с	1	1
412	перед нами	1	1
413	кроме того	1	1
414	и как	2	1
415	как всякая	1	1
416	его к	3	1
417	часть этого	1	1
418	и отчасти	2	1
419	в этот	2	1
420	и кто	3	1
421	себе как	1	1
422	а во-вторых	1	1
423	бы с	2	1
424	он в	4	1
425	у каждого	1	1
426	еще далеко	1	1
427	является лишь	1	1
428	нами в	1	1
429	во многих	1	1
430	не могла	1	1
431	на его	4	1
432	главным образом	1	1
433	принять ее	1	1
434	но именно	2	1
435	раз когда	1	1
436	являются лишь	1	1
437	одному из	1	1
438	роли в	1	1
439	когда все	1	1
440	идеи и	1	1
441	к одному	3	1
442	и вот	4	1
443	еще одной	1	1
444	его можно	1	1
445	без исключения	2	1
446	одно и	3	1
447	всех отношениях	1	1
448	в каждом	6	1
449	больше всего	1	1
450	здесь мы	1	1
451	хочет чтобы	2	1
452	круг в	1	1
453	несколько иной	1	1
454	а его	1	1
455	зрения на	1	1
456	своей стороны	1	1
457	знает что	3	1
458	входит в	1	1
459	это было	2	1
460	тут надо	1	1
461	с другими	2	1
462	или просто	1	1
463	он есть	2	1
464	делает его	1	1
465	стоит на	1	1
466	кажется что	2	1
467	в ином	1	1
468	по всему	1	1
469	само собою	1	1
470	слиться с	2	1
471	рядом с	4	1
472	она и	1	1
473	на второй	1	1
474	разобранные нами	1	1
475	этого не	3	1
476	на друга	2	1
477	которой он	3	1
478	говорили в	1	1
479	их лишь	1	1
480	и согласно	1	1
481	этом я	1	1
482	и создают	1	1
483	такою же	1	1
484	остается в	1	1
485	их на	1	1
486	не мог	3	1
487	другим или	1	1
488	бы на	1	1
489	в своей	4	1
490	что такое	1	1
491	затем и	1	1
492	можно найти	1	1
493	этого необходимо	2	1
494	как все	2	1
495	и третий	1	1
496	его мнению	1	1
497	иначе как	1	1
498	свой смысл	1	1
499	что я	13	1
500	образом весь	1	1
501	и другого	2	1
502	из области	1	1
503	никто и	1	1
504	наконец как	1	1
505	но он	4	1
506	друг другу	4	1
507	не поймет	1	1
508	по крайней	1	1
509	и эти	1	1
510	их в	2	1
511	однако в	2	1
512	с такими	1	1
513	что этот	1	1
514	на всю	2	1
515	народом в	1	1
516	характер в	1	1
517	всех их	1	1
518	в отношении	9	1
519	стоит в	1	1
520	есть нечто	1	1
521	самого начала	8	1
522	для каждого	1	1
523	на котором	1	1
524	на два	1	1
525	я буду	1	1
526	уже очень	1	1
527	тогда и	2	1
528	дело в	1	1
529	именно с	1	1
530	к концу	3	1
531	к ней	2	1
532	за исключением	2	1
533	уже говорили	5	1
534	это слово	4	1
535	и его	14	1
536	же он	1	1
537	значит для	1	1
538	его он	1	1
539	со своим	2	1
540	мы бы	1	1
541	другой но	1	1
542	только с	3	1
543	и позволяют	1	1
544	ли это	2	1
545	или ином	1	1
546	не совсем	1	1
547	и заключается	1	1
548	есть только	2	1
549	и другой	1	1
550	да и	5	1
551	только еще	1	1
552	бы он	2	1
553	целом в	1	1
554	с такою	1	1
555	они и	1	1
556	для себя	7	1
557	оно может	1	1
558	приходит к	1	1
559	всех сторон	1	1
560	на нем	1	1
561	здесь не	1	1
562	не могу	3	1
563	без всякого	2	1
564	из приведенных	1	1
565	из главных	1	1
566	мысль о	1	1
567	каждый раз	1	1
568	с самого	8	1
569	говорили что	4	1
570	то время	1	1
571	так в	2	1
