N	2gram	Losev_Dial_2	Morfolog
1	может быть	20	52
2	и т	17	49
3	т д	15	47
4	и пр	5	40
5	таким образом	4	20
6	не может	9	17
7	в этих	3	16
8	т е	30	16
9	могут быть	4	15
10	с этим	3	14
11	и в	19	13
12	в этом	8	13
13	так как	14	12
14	и др	1	12
15	перед нами	2	11
16	связи с	4	11
17	мы видим	2	11
18	то же	12	9
19	мы имеем	3	9
20	так и	10	9
21	не всегда	1	9
22	прежде всего	8	9
23	а не	16	9
24	в связи	4	9
25	и не	30	9
26	при помощи	1	8
27	что и	5	8
28	с другой	5	8
29	по существу	1	8
30	в результате	2	8
31	вопрос о	3	7
32	представляет собою	1	7
33	в тех	2	7
34	все же	4	7
35	но если	1	7
36	но не	6	6
37	это не	10	6
38	во время	2	6
39	подобно тому	1	6
40	не могут	4	6
41	составные части	1	6
42	и здесь	1	6
43	в том	14	6
44	а в	4	6
45	мы не	1	5
46	во всех	2	5
47	не все	1	5
48	тому как	1	5
49	то что	14	5
50	в образе	1	5
51	далеко не	1	5
52	не менее	3	5
53	потому что	14	5
54	в поле	1	5
55	или в	2	5
56	если мы	2	5
57	сюда же	1	5
58	как бы	14	5
59	также и	2	4
60	тех же	1	4
61	показать что	1	4
62	то это	2	4
63	если в	2	4
64	как в	2	4
65	и как	10	4
66	не только	19	4
67	на его	2	4
68	три года	1	4
69	на этом	2	4
70	об этом	3	4
71	его в	3	4
72	было бы	3	4
73	вовсе не	13	4
74	как и	10	4
75	несмотря на	2	4
76	точки зрения	12	4
77	с точки	8	4
78	тем не	2	4
79	ничего не	3	4
80	тем что	2	4
81	в других	1	4
82	как мы	3	4
83	его самого	1	4
84	видно что	1	4
85	случае не	1	4
86	в некоторых	2	4
87	другой стороны	4	4
88	там где	1	4
89	так же	2	4
90	а если	1	4
91	оно может	1	4
92	что в	7	4
93	связана с	2	3
94	самом деле	4	3
95	на самом	2	3
96	всего это	1	3
97	независимо от	4	3
98	но в	2	3
99	к чему	1	3
100	в целом	1	3
101	может существовать	3	3
102	и по	4	3
103	но все	2	3
104	из них	3	3
105	ни в	10	3
106	и вне	1	3
107	в один	3	3
108	том что	10	3
109	в то	6	3
110	в сущности	2	3
111	на него	2	3
112	от того	4	3
113	и другим	1	3
114	по воздуху	3	3
115	в живых	1	3
116	раз он	1	3
117	но и	12	3
118	он не	4	3
119	значит что	12	3
120	к нему	4	3
121	в какой	2	3
122	и ее	1	3
123	не происходит	1	3
124	друг друга	1	3
125	мы можем	1	3
126	что они	6	3
127	пр и	1	3
128	то можно	1	3
129	из которых	1	3
130	форма в	1	3
131	но это	7	3
132	кроме того	3	3
133	это уже	2	3
134	мы должны	2	3
135	только что	5	3
136	же в	2	3
137	если же	1	3
138	можно назвать	1	3
139	смысле слова	1	2
140	живое существо	2	2
141	как это	7	2
142	тем же	2	2
143	что эти	2	2
144	функции могут	1	2
145	есть нечто	8	2
146	время как	7	2
147	мы получаем	2	2
148	как таковая	1	2
149	совсем не	1	2
150	другой пример	1	2
151	первый взгляд	1	2
152	если она	2	2
153	вот мы	1	2
154	и к	7	2
155	более или	2	2
156	то в	1	2
157	та же	4	2
158	сказать о	1	2
159	переходит на	1	2
160	иногда же	1	2
161	сколько можно	1	2
162	одному из	1	2
163	не значит	3	2
164	д все	1	2
165	в другом	4	2
166	мы уже	8	2
167	это было	3	2
168	обоих случаях	1	2
169	то как	3	2
170	ни одной	1	2
171	с тем	2	2
172	и тогда	3	2
173	на первый	1	2
174	или менее	2	2
175	и при	2	2
176	что такое	3	2
177	имеется в	2	2
178	и более	3	2
179	все эти	2	2
180	что эта	1	2
181	с теми	1	2
182	в обоих	1	2
183	не имеет	1	2
184	одна из	1	2
185	и его	5	2
186	в каком	4	2
187	они и	1	2
188	оно не	1	2
189	вывод что	1	2
190	здесь не	1	2
191	в собственном	1	2
192	то время	4	2
193	и что	5	2
194	ясно что	4	2
195	о том	5	2
196	с одной	2	2
197	можно сказать	5	2
198	в различных	1	2
199	можно заметить	1	2
200	может не	4	2
201	по их	1	2
202	путь к	1	2
203	и только	4	2
204	того что	6	2
205	быть и	4	2
206	хотя бы	4	2
207	идет по	1	2
208	на другие	1	2
209	что он	6	2
210	только в	5	2
211	себя в	2	2
212	уже не	3	2
213	или на	2	2
214	или не	2	2
215	в виде	2	2
216	или просто	1	2
217	его и	1	2
218	у нее	1	2
219	момент в	2	2
220	из двух	1	2
221	живой и	2	2
222	себя и	1	2
223	не знает	1	2
224	сказать что	10	2
225	что мы	2	2
226	в частности	2	2
227	д в	1	2
228	или по	2	2
229	одной стороны	1	2
230	есть и	6	2
231	нам еще	1	2
232	но для	1	2
233	вопрос в	1	2
234	тем и	1	2
235	не существует	1	2
236	сразу же	3	2
237	или нет	3	2
238	но вот	2	2
239	не от	1	2
240	в свое	1	2
241	поставить вопрос	1	2
242	но эти	1	2
243	существовать без	2	2
244	точно так	1	2
245	например в	2	1
246	что сходные	1	1
247	таком случае	3	1
248	самых разнообразных	1	1
249	и то	7	1
250	он может	2	1
251	многих отношениях	1	1
252	в самостоятельный	1	1
253	сразу и	2	1
254	между двумя	1	1
255	от самого	1	1
256	сразу есть	1	1
257	быть действительно	1	1
258	уже по	1	1
259	их и	1	1
260	есть не	7	1
261	эту же	1	1
262	она в	1	1
263	обходится без	1	1
264	ответить на	1	1
265	на эти	1	1
266	от своих	2	1
267	религии в	1	1
268	так чтобы	2	1
269	но она	1	1
270	что это	10	1
271	что иное	3	1
272	оно есть	3	1
273	два или	1	1
274	ему в	1	1
275	в виду	5	1
276	кто же	1	1
277	следовательно в	2	1
278	которые он	1	1
279	он был	1	1
280	всегда можно	1	1
281	жениться на	1	1
282	сама собой	1	1
283	видим каков	1	1
284	мы еще	1	1
285	мы будем	1	1
286	но как	5	1
287	не то	5	1
288	явлений и	2	1
289	а он	1	1
290	отличие от	1	1
291	она есть	9	1
292	или иное	4	1
293	которые не	2	1
294	во что	1	1
295	являются из	1	1
296	тем больше	1	1
297	его не	2	1
298	дает нам	1	1
299	на лбу	1	1
300	более и	2	1
301	что касается	1	1
302	мысль о	1	1
303	но эта	1	1
304	другом случае	1	1
305	то нет	1	1
306	духа в	1	1
307	очень многие	1	1
308	в которой	2	1
309	из этих	1	1
310	не в	8	1
311	в этой	3	1
312	остановиться на	1	1
313	во многих	1	1
314	но ведь	2	1
315	на то	1	1
316	вообще не	1	1
317	что она	14	1
318	главным образом	1	1
319	время и	2	1
320	слова а	1	1
321	всех этих	3	1
322	свою собственную	1	1
323	каков характер	1	1
324	и вот	4	1
325	мы выделяем	1	1
326	и ног	1	1
327	для данной	1	1
328	и независимо	1	1
329	собственно говоря	2	1
330	одно и	4	1
331	по его	1	1
332	в каждом	2	1
333	и показать	2	1
334	то ни	1	1
335	мифологии и	7	1
336	он входит	2	1
337	связанные с	1	1
338	и может	6	1
339	форма есть	1	1
340	убит в	1	1
341	на все	2	1
342	и тем	1	1
343	даже в	3	1
344	в это	3	1
345	из нее	1	1
346	превращаются в	1	1
347	на что	1	1
348	вызывает никаких	1	1
349	между собою	3	1
350	чем в	1	1
351	как таковой	4	1
352	нисколько не	4	1
353	и становится	1	1
354	нужно только	1	1
355	том как	2	1
356	и их	3	1
357	или точнее	3	1
358	как все	1	1
359	именно и	1	1
360	в их	2	1
361	их значения	1	1
362	бы мы	1	1
363	что я	2	1
364	отсюда для	1	1
365	а есть	1	1
366	при этом	4	1
367	но он	4	1
368	тех которые	1	1
369	теми же	1	1
370	силу и	1	1
371	все это	4	1
372	без всяких	1	1
373	более ярко	1	1
374	не должно	2	1
375	есть всегда	11	1
376	тому что	2	1
377	и очень	1	1
378	она не	8	1
379	некоторых случаях	1	1
380	показал в	1	1
381	и начинает	1	1
382	для меня	1	1
383	что с	2	1
384	самого начала	2	1
385	что ему	1	1
386	идет на	1	1
387	это дает	1	1
388	форма не	1	1
389	того как	2	1
390	во лбу	1	1
391	и притом	7	1
392	и сама	1	1
393	это нисколько	1	1
394	в основе	1	1
395	как его	1	1
396	не вызывает	1	1
397	дело не	2	1
398	нельзя ли	2	1
399	может содержать	4	1
400	иметь в	2	1
401	значение этого	1	1
402	может только	2	1
403	а сама	1	1
404	в другое	2	1
405	больше чем	1	1
406	отвечает да	1	1
407	на землю	1	1
408	с религией	1	1
409	же время	5	1
410	или как	3	1
411	действительно в	2	1
412	она хочет	1	1
413	как на	1	1
414	бы по	1	1
415	всех частях	1	1
416	деле он	1	1
417	элементы а	1	1
418	и делает	2	1
419	с другом	1	1
420	другой ее	1	1
421	если он	1	1
422	встречается в	1	1
423	в сказках	1	1
424	должны быть	3	1
425	к тому	2	1
426	той или	4	1
427	особый смысл	1	1
428	не есть	47	1
429	всегда так	1	1
430	где есть	2	1
431	убиение и	1	1
432	с ее	2	1
433	как не	2	1
434	это будет	1	1
435	без всякого	4	1
436	же не	3	1
437	данном случае	2	1
438	ни стало	1	1
439	нами выше	2	1
440	д с	1	1
441	с самого	2	1
442	всей своей	1	1
443	приводит к	1	1
444	на свой	1	1
445	собственно не	1	1
446	в глаза	1	1
447	те же	1	1
448	здесь как	1	1
449	здесь нет	1	1
450	мог бы	1	1
451	другое так	1	1
452	еще в	1	1
453	когда в	1	1
454	и с	5	1
455	жизненных явлений	1	1
456	даны в	3	1
457	же просто	1	1
458	одном месте	1	1
459	иное как	3	1
460	но мы	2	1
461	другое сопоставление	1	1
462	все тем	1	1
463	бы то	1	1
464	и просто	1	1
465	к освобождению	1	1
466	того или	2	1
467	их в	2	1
468	как они	3	1
469	общий принцип	1	1
470	тогда мы	1	1
471	грань между	3	1
472	нечто иное	1	1
473	и хочет	1	1
474	и всякая	2	1
475	в его	1	1
476	а потому	2	1
477	на одном	1	1
478	во всей	1	1
479	и одинаково	1	1
480	которой все	1	1
481	что бы	2	1
482	еще придется	1	1
483	ее можно	1	1
484	если это	1	1
485	е он	1	1
486	уже видели	1	1
487	д и	2	1
488	с ними	2	1
489	ли он	1	1
490	или другого	1	1
491	говорить о	5	1
492	пор не	1	1
493	как нечто	4	1
494	и действительно	1	1
495	очень много	1	1
496	у тебя	1	1
497	но то	1	1
498	действительно не	1	1
499	нам возможность	1	1
500	все они	1	1
501	со всеми	1	1
502	в эти	1	1
503	же и	9	1
504	есть в	2	1
505	можно на	2	1
506	к земле	1	1
507	мы получим	1	1
508	другой что	1	1
509	что не	6	1
510	этой новой	1	1
511	не знаешь	1	1
512	всяком случае	2	1
513	в одном	4	1
514	домой с	1	1
515	у него	1	1
516	которые могут	1	1
517	она имеет	1	1
518	мы берем	1	1
519	чувства и	1	1
520	были бы	1	1
521	только на	1	1
522	и даже	14	1
523	или иной	1	1
524	даже не	1	1
525	до сих	2	1
526	может и	2	1
527	может ли	1	1
528	тело к	1	1
529	именно в	2	1
530	а именно	5	1
531	в каких	2	1
532	я был	2	1
533	как же	3	1
534	еще и	1	1
535	в церковь	1	1
536	показывает что	1	1
537	однако что	1	1
538	от другого	1	1
539	по ней	1	1
540	ничем не	1	1
541	не на	2	1
542	кончается то	1	1
543	что несмотря	1	1
544	как ни	2	1
545	иногда играет	1	1
546	о чем	3	1
547	воды и	1	1
548	могут служить	1	1
549	этом основании	1	1
550	при других	1	1
551	уже давно	1	1
552	все более	1	1
553	входить в	1	1
554	вступает в	1	1
555	того есть	1	1
556	в одной	4	1
557	надо было	1	1
558	всех людей	1	1
559	и объект	1	1
560	по своему	5	1
561	в данном	3	1
562	быть во	2	1
563	что за	1	1
564	не дают	1	1
565	на тот	1	1
566	которые по	1	1
567	в отдельности	1	1
568	друг с	1	1
569	реакции на	1	1
570	это значит	8	1
571	рук и	1	1
572	как будто	7	1
573	что же	2	1
574	с этой	1	1
575	еще раз	1	1
576	сих пор	2	1
577	не будем	1	1
578	только для	1	1
579	же самое	2	1
580	у вас	1	1
581	все остальные	1	1
582	из ряда	1	1
583	оно по	1	1
584	но на	1	1
585	боя и	1	1
586	в голову	1	1
587	или другой	3	1
588	то не	3	1
589	и все	12	1
590	лишь как	1	1
591	и ни	1	1
592	у которого	1	1
593	или вообще	3	1
594	дана в	1	1
595	бы на	1	1
596	бросается в	1	1
597	то оно	3	1
598	здесь только	1	1
599	имеет целью	1	1
600	и начинается	1	1
601	не будет	2	1
602	сказках и	1	1
603	состоит из	1	1
604	а ведь	1	1
605	равно как	1	1
606	не что	3	1
607	только о	2	1
608	на своем	1	1
609	ее может	1	1
610	в таком	4	1
611	во всяком	2	1
612	небо и	1	1
