N	3gram	Propp_Russ_1	Problema
1	и т д	9	13
2	тем не менее	3	10
3	в том что	15	9
4	в связи с	4	7
5	в данном случае	1	7
6	во всяком случае	1	6
7	и в этом	1	6
8	в этом случае	5	5
9	что иное как	2	4
10	потому что он	1	4
11	т д и	1	4
12	в таком случае	1	4
13	на самом же	1	4
14	самом же деле	1	4
15	не что иное	2	4
16	в то время	1	4
17	можно было бы	1	3
18	точно так же	1	3
19	может быть и	2	3
20	имеет ничего общего	1	3
21	как будто бы	1	3
22	не имеет ничего	1	3
23	о том что	4	3
24	для нас не	1	3
25	что и в	1	3
26	хотя и не	1	2
27	только потому что	1	2
28	в настоящее время	3	2
29	никак не может	1	2
30	же как и	1	2
31	с точки зрения	3	2
32	очень много и	1	2
33	мы не будем	2	2
34	в отличие от	1	2
35	не только в	1	2
36	и как бы	1	2
37	только о том	1	2
38	потому что они	1	2
39	ничего общего с	1	2
40	на самом деле	1	2
41	можно сказать что	1	2
42	у нас в	1	2
43	не значит что	2	2
44	как мы видели	1	2
45	понимать его значение	1	1
46	и того же	1	1
47	то что и	1	1
48	из всего этого	1	1
49	и связанные с	2	1
50	иметь в виду	1	1
51	это означает что	1	1
52	как и другие	3	1
53	и не только	1	1
54	тому что в	1	1
55	что не только	1	1
56	в собственном смысле	1	1
57	с тем что	1	1
58	но это не	2	1
59	на этот вопрос	1	1
60	прямо и непосредственно	1	1
61	что в этом	2	1
62	это не символ	1	1
63	значении этого слова	1	1
64	же деле это	1	1
65	и могут быть	1	1
66	сказать что в	1	1
67	и в своем	1	1
68	как и в	1	1
69	ничего общего не	1	1
70	так как они	2	1
71	и потому что	2	1
72	так что они	1	1
73	во всех этих	1	1
74	всяком случае не	1	1
75	все же не	2	1
76	это не значит	2	1
77	друг к другу	2	1
78	так же как	1	1
79	не символ а	1	1
80	бросается в глаза	1	1
81	сливаются в одно	1	1
82	в тех случаях	1	1
83	мы не можем	3	1
84	об этом мы	1	1
85	к выводу что	2	1
86	или может быть	1	1
87	на то что	1	1
88	одного и того	1	1
89	в этих случаях	1	1
90	тех случаях когда	1	1
91	эту точку зрения	1	1
92	к тому что	4	1
93	она не имеет	1	1
94	во многих местах	2	1
95	этом случае он	1	1
96	приводит нас к	1	1
97	быть и не	1	1
98	в жизни здесь	1	1
99	только тогда когда	1	1
100	они состоят из	1	1
101	точки зрения в	1	1
102	этого слова в	1	1
