N	2gram	Nazirov_Tv_1	Problema
1	то есть	12	39
2	то что	8	38
3	вовсе не	5	37
4	и не	7	37
5	и в	21	35
6	не есть	1	33
7	не только	7	24
8	сказать что	2	24
9	том что	11	19
10	что такое	1	18
11	у нас	1	18
12	даже и	1	18
13	о том	6	18
14	может быть	5	18
15	в этом	6	17
16	настоящее время	2	16
17	но и	3	16
18	в настоящее	1	16
19	только в	5	14
20	не менее	6	13
21	потому что	5	13
22	не может	4	13
23	и что	1	13
24	также и	1	12
25	тем не	2	12
26	того что	3	12
27	в том	7	12
28	хотя бы	5	12
29	не будет	2	11
30	никак не	1	11
31	и даже	3	11
32	так что	2	11
33	прежде всего	4	11
34	что в	12	11
35	в таком	1	11
36	говорить о	1	10
37	еще не	1	10
38	и с	3	10
39	а не	5	10
40	в данном	2	10
41	да и	1	10
42	тем более	1	10
43	в этой	5	9
44	пока еще	1	9
45	если мы	1	9
46	только на	2	9
47	что же	1	9
48	все же	5	8
49	по себе	1	8
50	есть только	1	8
51	в виду	2	8
52	было бы	1	8
53	уже не	3	8
54	при помощи	2	8
55	как раз	1	8
56	совсем не	1	7
57	бы и	1	7
58	все эти	1	7
59	тем самым	7	7
60	не имеет	1	7
61	в конце	1	7
62	так и	2	7
63	казалось бы	1	7
64	в его	13	7
65	конце концов	1	7
66	так как	3	7
67	и т	3	6
68	есть не	2	6
69	с другой	3	6
70	к сожалению	1	6
71	но в	7	6
72	т д	1	6
73	что все	3	6
74	был бы	2	6
75	по крайней	2	6
76	как будто	5	6
77	крайней мере	2	6
78	же самое	1	6
79	можно сказать	2	6
80	в виде	3	6
81	ни в	1	6
82	в области	1	6
83	о чем	1	6
84	но это	5	6
85	не существует	3	6
86	в то	15	6
87	то же	13	5
88	между собой	1	5
89	по своему	1	5
90	отнюдь не	5	5
91	с этим	1	5
92	в самом	3	5
93	в себе	2	5
94	как и	12	5
95	представление о	3	5
96	и уж	1	5
97	и более	1	5
98	связи с	1	5
99	указывает на	1	5
100	и это	1	5
101	данном случае	2	5
102	и на	7	5
103	без всякой	1	5
104	тоже есть	1	5
105	с одной	1	5
106	же это	1	5
107	одной стороны	1	5
108	своего собственного	2	5
109	что не	2	5
110	другой стороны	1	5
111	в частности	2	5
112	так же	3	5
113	кроме того	1	5
114	в связи	1	5
115	и все	6	5
116	самом деле	2	4
117	на самом	3	4
118	и есть	1	4
119	этой теории	1	4
120	что если	1	4
121	и тут	1	4
122	не вполне	1	4
123	и самого	1	4
