N	2gram	Nazirov_Tv_1	Problemy
1	и не	7	31
2	и в	21	29
3	в его	13	24
4	может быть	5	24
5	в этом	6	22
6	а не	5	22
7	т е	1	21
8	в нем	3	19
9	как бы	17	19
10	для него	6	18
11	у достоевского	28	16
12	не только	7	15
13	то что	8	15
14	то же	13	14
15	и его	6	14
16	но и	3	14
17	уже не	3	13
18	достоевского в	12	12
19	роман достоевского	1	12
20	мир достоевского	2	12
21	достоевского не	6	12
22	таким образом	5	12
23	как и	12	12
24	романа достоевского	3	12
25	не может	4	12
26	в самом	3	10
27	из подполья	13	10
28	в то	15	10
29	только в	5	10
30	в одном	1	10
31	героя и	2	10
32	все эти	1	9
33	с его	11	9
34	все же	5	9
35	достоевского как	1	9
36	это не	4	9
37	же время	12	9
38	о нем	1	9
39	но не	3	9
40	в романе	10	9
41	по отношению	1	8
42	что в	12	8
43	по себе	1	8
44	в каждом	3	8
45	творчества достоевского	4	8
46	в том	7	8
47	что он	6	8
48	потому что	5	8
49	до конца	2	8
50	в своем	4	8
51	романов достоевского	3	8
52	в своей	4	8
53	отношению к	1	8
54	а как	2	7
55	слово о	1	7
56	и на	7	7
57	и как	4	7
58	но в	7	7
59	в себе	2	7
60	самого автора	1	7
61	достоевского и	3	7
62	том что	11	7
63	не в	2	7
64	вовсе не	5	7
65	она не	1	7
66	так и	2	7
67	мире достоевского	3	7
68	прежде всего	4	7
69	в романах	13	7
70	художественного видения	1	7
71	о достоевском	1	7
72	а в	6	7
73	одним из	4	6
74	самом деле	2	6
75	так же	3	6
76	произведений достоевского	1	6
77	в одной	2	6
78	как в	8	6
79	сливается с	3	6
80	в целом	4	6
81	что она	2	6
82	в мире	4	6
83	его в	1	6
84	в разрезе	1	6
85	в самой	1	6
86	могут быть	2	6
87	его героев	1	6
88	самого достоевского	3	6
89	к нему	1	6
90	этого мира	1	6
91	достоевский в	3	6
92	был бы	2	6
93	в конце	1	6
94	так как	3	6
95	как раз	1	6
96	не могут	1	6
97	все это	10	6
98	на самом	3	5
99	это и	3	5
100	той же	3	5
101	у него	7	5
102	романах достоевского	15	5
103	перед нами	2	5
104	творчество достоевского	3	5
105	и противоречивость	1	5
106	он не	8	5
107	в плане	1	5
108	но все	1	5
109	было бы	1	5
110	он и	1	5
111	мысли и	4	5
112	художественного мира	1	5
113	в сущности	1	5
114	и это	1	5
115	и о	1	5
116	еще не	1	5
117	с ним	3	5
118	между тем	1	5
119	творчестве достоевского	5	5
120	именно в	2	5
121	мира в	2	5
122	в творчестве	6	5
123	конце концов	1	5
124	для достоевского	4	5
125	и т	3	4
126	и самого	1	4
127	тем как	1	4
128	и наконец	2	4
129	бы и	1	4
130	в этой	5	4
131	так сказать	2	4
132	перестает быть	1	4
133	не значит	1	4
134	человека в	6	4
135	но эта	1	4
136	даже в	3	4
137	в процессе	1	4
138	в основе	2	4
139	личности в	2	4
140	достоевского к	3	4
141	и с	3	4
142	но у	1	4
143	в литературе	2	4
144	тем что	1	4
145	что и	2	4
146	превращается в	1	4
147	не было	1	4
148	не на	1	4
149	его как	2	4
150	что же	1	4
151	но это	5	4
152	человек из	1	4
153	героя в	1	4
154	отношении к	1	3
155	не во	2	3
156	по достоевскому	2	3
157	достоевского мы	1	3
158	я не	3	3
159	героев в	2	3
160	он сам	6	3
161	он в	1	3
162	в художественном	1	3
163	кроме того	1	3
164	уже в	3	3
165	и до	1	3
166	лишь на	1	3
167	далеко не	3	3
168	достоевского было	1	3
169	достоевского нет	1	3
170	художественного творчества	1	3
171	в их	3	3
172	мира достоевский	1	3
173	тому что	1	3
174	одна из	2	3
175	достоевский не	4	3
176	на него	1	3
177	героев и	3	3
178	никогда не	3	3
179	как будто	5	3
180	в духе	2	3
181	отличается от	1	3
182	оно не	1	3
183	если же	1	3
184	только то	1	3
185	в себя	2	3
186	приводит к	2	3
187	его романов	5	3
188	и здесь	1	3
189	единство романа	1	3
190	все его	1	3
191	с другой	3	3
192	в них	1	3
193	литературе о	1	3
194	воспринимается как	1	3
195	романного мира	3	3
196	человека из	1	3
197	художественном мире	1	3
198	мы должны	1	3
199	но с	1	3
200	романа и	1	3
201	во времени	3	3
202	герои достоевского	4	3
203	и у	2	3
204	ни в	1	3
205	сами по	1	3
206	т п	2	3
207	достоевского с	8	3
208	этот принцип	1	3
209	бедного чиновника	1	3
210	в человеке	4	3
211	в мир	2	3
212	как к	2	3
213	в пространстве	2	3
214	не знает	2	3
215	сказать что	2	3
216	другой стороны	1	3
217	и внутренне	1	3
218	была бы	1	3
219	автора в	1	3
220	время не	2	3
221	в своих	5	3
222	себя как	2	2
223	только он	1	2
224	и есть	1	2
225	нам кажется	1	2
226	по преимуществу	2	2
227	мы уже	1	2
228	в которой	3	2
229	мира достоевского	5	2
230	на себя	1	2
231	и со	1	2
232	стремление достоевского	1	2
233	разобраться в	1	2
234	в ней	2	2
235	достоевского был	1	2
236	бы то	1	2
237	в настоящем	2	2
238	так что	2	2
239	в истории	1	2
240	с этим	1	2
241	для создания	1	2
242	разрезе одного	1	2
243	его к	1	2
244	и к	1	2
245	пространстве а	2	2
246	мир по	1	2
247	европейского романа	1	2
248	тут и	3	2
249	времени отсюда	1	2
250	вследствие этого	1	2
251	на его	3	2
252	он ни	3	2
253	всех этих	1	2
254	в россии	3	2
255	здесь мы	2	2
256	то ни	1	2
257	же не	1	2
258	при этом	7	2
259	достоевского он	2	2
260	в жизни	2	2
261	кажется что	1	2
262	и уже	1	2
263	до достоевского	1	2
264	чем в	1	2
265	достоевский говорит	1	2
266	в один	2	2
267	в отношении	1	2
268	именно и	1	2
269	в котором	6	2
270	но он	2	2
271	однако в	2	2
272	человека но	3	2
273	несколько часов	1	2
274	самого начала	3	2
275	к этим	1	2
276	в вечность	1	2
277	жизни не	1	2
278	со своим	1	2
279	связи с	1	2
280	входят в	1	2
281	записок из	3	2
282	к себе	1	2
283	во все	1	2
284	что оно	1	2
285	данном случае	2	2
286	и что	1	2
287	и сам	1	2
288	что может	1	2
289	чужого сознания	1	2
290	начала и	1	2
291	вне его	1	2
292	никак не	1	2
293	от них	1	2
294	во всей	2	2
295	художественный мир	1	2
296	наконец в	1	2
297	подполья и	1	2
298	один из	4	2
299	тот же	2	2
300	хотя бы	5	2
301	и ее	1	2
302	сколько в	1	2
303	же и	2	2
304	к идее	1	2
305	то и	1	2
306	ни было	1	2
307	его сознания	1	2
308	его и	1	2
309	одно из	1	2
310	ведь это	1	2
311	бросает в	1	2
312	лишь один	1	2
313	и даже	3	2
314	до сих	1	2
315	все время	1	2
316	себя и	1	2
317	на этот	1	2
318	него не	1	2
319	из возможных	1	2
320	нет ни	2	2
321	только как	1	2
322	в изображении	1	2
323	в данном	2	2
324	в первой	2	2
325	с этой	1	2
326	него в	1	2
327	сих пор	1	2
328	в смысле	1	2
329	вихревое движение	1	2
330	для автора	2	2
331	и от	4	2
332	и человек	2	2
333	раскольников и	1	2
334	человек и	1	2
335	и перед	1	2
336	бы он	1	2
337	своих героев	3	2
338	ибо в	2	2
339	достоевского является	1	2
340	отсюда же	2	2
341	же в	1	2
342	не есть	1	2
343	этот вопрос	1	2
344	жизни а	1	2
345	жизни и	3	2
346	но эти	1	2
347	заметить что	1	2
348	не укладывается	1	2
349	от этой	1	1
350	этого в	1	1
351	в бедных	5	1
352	же как	1	1
353	в движение	1	1
354	совершенно справедливо	1	1
355	к воплощению	1	1
356	тон рассказа	2	1
357	проблемы в	2	1
358	проявилась в	1	1
359	в первом	2	1
360	из самых	1	1
361	исходит из	1	1
362	сознания героя	1	1
363	его не	1	1
364	их и	1	1
365	из всех	4	1
366	который в	3	1
367	на тех	1	1
368	к предмету	1	1
369	на первом	2	1
370	единство и	1	1
371	на эти	2	1
372	время как	1	1
373	социальной действительности	2	1
374	в полной	1	1
375	на практике	1	1
376	и иван	2	1
377	но даже	1	1
378	становится объектом	1	1
379	достоевский прямо	1	1
380	этом плане	1	1
381	не способен	1	1
382	преодолеть время	1	1
383	и он	2	1
384	формы в	1	1
385	себе а	1	1
386	достоевского до	1	1
387	зеркалом и	1	1
388	во всех	1	1
389	в создании	1	1
390	в двойнике	1	1
391	он говорит	3	1
392	и быстрота	1	1
393	и всякий	1	1
394	к слову	1	1
395	в качестве	2	1
396	а и	1	1
397	тогда как	1	1
398	и достоевский	2	1
399	все одновременно	1	1
400	к сожалению	1	1
401	столкновение с	1	1
402	первый взгляд	1	1
403	своем творчестве	1	1
404	героя то	1	1
405	до его	1	1
406	что как	2	1
407	авторская позиция	1	1
408	движение динамика	1	1
409	хотя и	3	1
410	как уже	1	1
411	героев достоевского	3	1
412	это тоже	1	1
413	его романного	1	1
414	замысел достоевского	1	1
